,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30,2017-07-31,2017-10-31,2018-01-31,2018-04-30,2018-07-31,2018-10-31,2019-01-31,2019-04-30,2019-07-31,2019-10-31,2020-01-31,2020-04-30,2020-07-31,2020-10-31,2021-01-31,2021-04-30,2021-07-31,2021-10-31,2022-01-31,2022-04-30,2022-07-31,2022-10-31,2023-01-31,2023-04-30,2023-07-31,2023-10-31,Current
Market Capitalization,"241,647","257,398","237,193","245,781","273,907","251,794","231,815","183,508","212,478","210,262","227,422","216,590","205,105","228,022","241,130","260,813","315,790","261,019","263,304","293,694","278,411","295,118","315,104","333,521","324,828","344,263","366,455","393,183","397,486","394,137","399,446","416,657","387,816","420,995","361,969","386,317","387,989","406,963","430,477","439,828","458,648"
Market Cap Growth,3.27%,0.59%,-7.12%,-1.29%,13.35%,-2.18%,-2.27%,-25.34%,-22.43%,-16.49%,-1.90%,18.03%,-3.47%,8.45%,6.03%,20.42%,53.97%,14.47%,9.20%,12.61%,-11.84%,13.06%,19.67%,13.56%,16.67%,16.65%,16.30%,17.89%,22.37%,14.49%,9.00%,5.97%,-2.43%,6.81%,-9.38%,-7.28%,0.04%,-3.33%,18.93%,13.85%,-
Enterprise Value,"291,007","306,702","284,961","294,524","314,937","294,266","275,119","228,980","253,807","252,687","267,237","260,656","244,176","267,974","282,304","303,714","355,521","299,477","301,260","345,511","328,722","361,292","380,530","400,863","387,796","404,765","419,043","447,336","442,991","434,113","437,494","458,143","430,379","475,995","413,355","440,110","438,287","460,255","481,390","497,413","516,233"
PE Ratio,15.08,16.26,14.96,15.53,16.74,15.63,14.96,12.16,14.46,14.57,15.44,14.98,15.03,16.76,18.94,22.79,32.02,29.14,50.67,56.94,41.74,35.23,24.52,23.12,21.83,22.91,20.48,19.92,29.42,32.17,39.75,51.95,28.36,32.39,26.10,43.08,33.22,36.02,30.66,27.00,28.35
PS Ratio,0.51,0.54,0.49,0.51,0.56,0.52,0.48,0.38,0.44,0.44,0.47,0.45,0.42,0.47,0.49,0.53,0.63,0.52,0.52,0.57,0.54,0.57,0.61,0.64,0.62,0.64,0.68,0.72,0.71,0.70,0.71,0.73,0.68,0.73,0.62,0.64,0.64,0.65,0.68,0.69,0.72
PB Ratio,3.17,3.52,3.05,3.11,3.37,3.29,2.94,2.31,2.64,2.80,2.97,2.79,2.64,3.09,3.16,3.43,4.06,3.46,3.70,4.08,3.84,4.33,4.48,4.66,4.35,5.05,4.87,4.83,4.91,5.03,4.96,5.06,4.66,5.48,4.67,5.35,5.06,5.62,5.41,5.54,5.77
P/FCF Ratio,22.23,20.21,19.05,17.28,16.15,16.31,15.03,11.18,12.72,11.38,10.37,9.55,9.54,10.84,13.33,13.83,16.92,14.02,14.21,15.61,15.53,18.69,18.16,23.29,21.84,18.32,15.33,16.10,15.27,18.40,22.03,23.84,33.81,120.59,63.40,53.37,31.92,20.69,22.13,34.11,35.57
P/OCF Ratio,10.39,10.59,9.92,9.67,9.59,9.30,8.66,6.53,7.71,7.18,7.02,6.70,6.48,7.39,8.58,9.01,11.14,9.28,9.38,10.27,10.03,11.28,11.32,13.35,12.86,11.99,11.10,11.70,11.02,12.35,13.52,14.13,16.04,23.97,17.24,16.38,13.45,10.93,11.39,13.68,14.26
Debt / Equity Ratio,0.74,0.76,0.69,0.70,0.62,0.66,0.62,0.66,0.62,0.67,0.62,0.64,0.59,0.63,0.62,0.66,0.60,0.61,0.76,0.85,0.80,1.11,1.06,1.06,0.97,1.11,0.92,0.84,0.78,0.80,0.76,0.70,0.69,0.87,0.84,0.90,0.77,0.88,0.81,0.88,0.88
Quick Ratio,0.20,0.18,0.18,0.18,0.24,0.19,0.17,0.17,0.22,0.18,0.19,0.15,0.19,0.16,0.16,0.16,0.16,0.15,0.29,0.17,0.18,0.18,0.18,0.17,0.20,0.24,0.27,0.23,0.26,0.35,0.36,0.27,0.26,0.20,0.21,0.20,0.18,0.19,0.22,0.20,0.20
Current Ratio,0.88,0.88,0.89,0.92,0.97,0.89,0.89,0.92,0.93,0.84,0.86,0.86,0.86,0.77,0.78,0.81,0.76,0.73,0.93,0.81,0.80,0.77,0.76,0.81,0.80,0.77,0.79,0.84,0.97,0.95,0.97,0.95,0.93,0.86,0.84,0.87,0.82,0.82,0.83,0.85,0.85
Interest Coverage,12.50,10.30,11.89,9.13,12.46,6.83,10.46,9.82,11.48,8.82,10.32,8.17,10.27,8.63,8.18,5.67,6.18,6.06,1.48,5.16,9.28,8.57,8.56,7.86,9.47,9.97,14.20,14.03,-0.29,7.65,12.33,9.48,12.03,7.27,14.87,-1.50,16.36,4.71,17.46,2.06,9.90
Return on Capital (ROIC),Upgrade,13.43%,13.75%,13.34%,13.07%,13.87%,14.25%,13.72%,12.92%,12.76%,13.06%,13.43%,12.91%,12.65%,12.97%,12.32%,11.72%,11.24%,11.97%,-6.47%,-5.79%,-5.48%,-5.24%,10.61%,10.51%,10.51%,10.89%,11.06%,11.10%,12.58%,13.62%,14.21%,14.48%,13.67%,12.55%,12.57%,11.83%,11.47%,11.72%,11.17%,11.60%
Dividend Yield,2.50%,2.40%,2.60%,2.50%,2.30%,2.50%,2.70%,3.40%,3.00%,2.90%,2.70%,2.80%,3.00%,2.70%,2.50%,2.30%,1.90%,2.30%,2.30%,2.10%,2.20%,2.00%,1.90%,1.80%,1.90%,1.80%,1.70%,1.50%,1.50%,1.60%,1.50%,1.50%,1.60%,1.40%,1.70%,1.60%,1.60%,1.50%,1.40%,1.40%,1.34%
Payout Ratio,34.30%,43.20%,37.80%,41.70%,31.20%,47.60%,45.40%,47.60%,34.00%,51.00%,41.30%,51.00%,40.70%,51.00%,53.10%,86.40%,69.90%,72.20%,-179.30%,89.70%,40.90%,39.60%,41.70%,45.70%,36.30%,38.30%,23.60%,29.80%,-73.00%,56.70%,35.90%,49.50%,42.60%,74.70%,29.80%,-84.80%,24.20%,91.90%,19.50%,335.30%,37.94%
Buyback Yield / Dilution,3.07%,2.11%,1.52%,0.95%,0.31%,0.15%,0.31%,0.65%,2.10%,2.74%,3.47%,3.70%,3.12%,3.39%,3.14%,3.35%,3.22%,2.63%,2.48%,1.84%,2.18%,2.73%,2.61%,2.72%,1.92%,1.28%,0.73%,0.42%,0.53%,0.70%,1.26%,1.83%,2.11%,2.26%,2.38%,3.07%,2.66%,2.21%,1.53%,0.30%,0.30%
Total Shareholder Return,5.57%,4.51%,4.12%,3.45%,2.61%,2.65%,3.01%,4.05%,5.10%,5.64%,6.17%,6.50%,6.12%,6.09%,5.64%,5.65%,5.12%,4.93%,4.78%,3.94%,4.38%,4.73%,4.51%,4.52%,3.82%,3.08%,2.43%,1.92%,2.03%,2.30%,2.76%,3.33%,3.71%,3.66%,4.08%,4.67%,4.26%,3.71%,2.93%,1.70%,1.63%
