,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"108,222","137,608","159,449","168,508","241,993","208,251","248,819","291,565","382,755","322,766","360,633"
Market Cap Growth,7.55%,27.15%,15.87%,5.68%,43.61%,-13.94%,19.48%,17.18%,31.28%,-15.67%,-
Enterprise Value,"121,017","153,082","178,449","189,571","265,426","235,675","284,063","327,092","426,681","370,373","407,830"
PE Ratio,20.10,21.69,22.75,21.18,28.04,18.73,22.13,22.66,23.29,18.87,23.23
PS Ratio,1.37,1.65,1.80,1.78,2.40,1.93,2.26,2.21,2.53,2.05,2.35
PB Ratio,8.64,14.76,25.25,38.89,166.43,-110.89,-79.85,88.38,-225.68,206.64,252.19
P/FCF Ratio,17.10,20.09,20.15,20.55,23.77,19.42,22.60,17.80,27.33,28.08,20.30
P/OCF Ratio,14.19,16.70,17.01,17.22,20.11,15.82,18.18,15.48,23.10,22.08,17.15
EV/Sales Ratio,1.54,1.84,2.02,2.00,2.63,2.18,2.58,2.48,2.82,2.35,2.65
EV/EBITDA Ratio,11.08,12.49,13.09,12.31,15.85,13.33,15.66,15.73,16.47,13.71,16.01
EV/EBIT Ratio,13.20,14.62,15.16,14.12,18.08,15.18,17.93,17.90,18.52,15.41,18.29
EV/FCF Ratio,19.13,22.35,22.55,23.12,26.07,21.98,25.80,19.97,30.47,32.22,22.96
Debt / Equity Ratio,1.18,1.84,3.36,5.45,18.59,-15.55,-12.00,13.16,-27.28,32.24,34.44
Debt / EBITDA Ratio,1.35,1.40,1.56,1.53,1.61,1.65,2.06,2.09,1.79,1.86,1.93
Debt / FCF Ratio,2.33,2.51,2.68,2.88,2.65,2.72,3.40,2.65,3.30,4.38,2.77
Quick Ratio,0.31,0.28,0.33,0.32,0.34,0.22,0.23,0.47,0.20,0.26,0.25
Current Ratio,1.42,1.36,1.32,1.25,1.17,1.11,1.08,1.23,1.01,1.41,1.30
Asset Turnover,1.85,1.99,2.05,2.15,2.24,2.38,2.13,2.04,2.10,2.06,2.02
Interest Coverage,13.11,21.24,15.64,14.35,14.93,15.94,14.05,14.06,17.68,15.39,13.00
Return on Equity (ROE),36.80%,59.00%,88.20%,138.70%,299.80%,1417.60%,-599.50%,5533.80%,2082.80%,4929.40%,1339.60%
Return on Assets (ROA),12.60%,15.10%,16.30%,18.10%,19.10%,24.40%,21.70%,19.80%,22.80%,22.40%,20.60%
Return on Capital (ROIC),21.40%,25.11%,27.20%,30.62%,32.47%,43.42%,35.33%,29.65%,39.08%,35.23%,33.57%
Earnings Yield,4.98%,4.61%,4.40%,4.72%,3.57%,5.34%,4.52%,4.41%,4.29%,5.30%,4.35%
FCF Yield,5.85%,4.98%,4.96%,4.87%,4.21%,5.15%,4.42%,5.62%,3.66%,3.56%,4.93%
Dividend Yield,2.00%,1.80%,1.90%,2.00%,1.70%,2.20%,2.40%,2.20%,1.80%,2.40%,2.31%
Payout Ratio,41.30%,39.70%,43.00%,42.70%,48.60%,42.10%,52.90%,50.10%,42.30%,45.40%,53.59%
Buyback Yield / Dilution,5.10%,6.14%,4.68%,3.82%,4.05%,3.46%,4.02%,1.73%,1.86%,3.12%,2.35%
Total Shareholder Return,7.10%,7.94%,6.58%,5.82%,5.75%,5.66%,6.42%,3.93%,3.66%,5.52%,4.65%
