,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"2,550","2,725","2,631","3,045","2,581","2,524","2,835","3,124","2,657","2,646","2,865","3,208","2,857","2,894","3,274","3,744","3,370","3,295","3,524","4,005","3,744","3,590","3,895","4,624","3,345","2,430","3,562","4,853","3,864","3,936","4,392","5,539","4,245","3,561","3,930","4,620","3,751","3,609","3,518","4,279"
Revenue Growth (YoY),11.26%,13.21%,-1.64%,0.85%,1.20%,-7.39%,7.75%,2.61%,2.96%,4.83%,1.06%,2.69%,7.53%,9.37%,14.28%,16.71%,17.96%,13.86%,7.64%,6.97%,11.10%,8.95%,10.53%,15.46%,-10.66%,-32.31%,-8.55%,4.95%,15.52%,61.98%,23.30%,14.14%,9.86%,-9.53%,-10.52%,-16.59%,-11.64%,1.35%,-10.48%,-7.38%
Cost of Revenue,498.7,533.8,536.6,573.1,502.9,487.4,577,589,504,511,596,637,591,610,711,753,683,697,823,910,819,835,908,"1,041",836,767,825,"1,084",939,986,"1,057","1,223",994,"1,031","1,023","1,219","1,159","1,163","1,070","1,154"
Gross Profit,"2,051","2,192","2,094","2,471","2,078","2,037","2,258","2,535","2,153","2,135","2,269","2,571","2,266","2,284","2,563","2,991","2,687","2,598","2,701","3,095","2,925","2,755","2,987","3,583","2,509","1,663","2,737","3,769","2,925","2,950","3,335","4,316","3,251","2,530","2,907","3,401","2,592","2,446","2,448","3,125"
"Selling, General & Admin","1,710","1,812","1,746","1,839","1,680","1,809","1,805","1,886","1,754","1,893","1,825","1,917","1,780","1,938","1,960","2,214","2,092","2,287","2,008","2,257","2,170","2,422","2,185","2,538","2,030","1,884","2,026","2,590","2,145","2,610","2,394","2,885","2,275","2,334","2,244","2,630","2,281","2,420","2,349","2,544"
Other Operating Expenses,0,-0.7,0,0,0,0,0,19,15,99,26,37,59,104,34,67,97,33,41,67,81,117,23,784,370,322,6,116,164,106,6,13,238,117,2,215,14,31,1,7
Operating Expenses,"1,710","1,811","1,746","1,839","1,680","1,809","1,805","1,905","1,769","1,992","1,851","1,954","1,839","2,042","1,994","2,281","2,189","2,320","2,049","2,324","2,251","2,539","2,208","3,322","2,400","2,206","2,032","2,706","2,309","2,716","2,400","2,898","2,513","2,451","2,246","2,845","2,295","2,451","2,350","2,551"
Operating Income,341.6,380.2,348,632.8,397.2,228,453,630,384,143,418,617,427,242,569,710,498,278,652,771,674,216,779,261,109,-543,705,"1,063",616,234,935,"1,418",738,79,661,556,297,-5,98,574
Interest Expense / Income,15,15.2,14.8,15,15.2,15,17,17,18,19,21,22,28,32,31,32,33,32,34,35,32,32,32,38,42,49,45,43,43,42,42,42,41,42,46,52,58,99,95,98
Other Expense / Income,-2.2,-1.9,-0.5,-1.8,-2.5,-5.2,-1,-1,-3,-5,-4,-3,-6,4,-8,-10,-13,-13,-13,-8,-83,-14,-10,-584,-11,16,-9,-6,-5,-861,-1,-10,9,-13,-17,-25,-42,-55,-38,-32
Pretax Income,328.8,366.9,333.7,619.6,384.5,218.2,437,614,369,129,401,598,405,206,546,688,478,259,631,744,725,198,757,807,78,-608,669,"1,026",578,"1,053",894,"1,386",688,50,632,529,281,-49,41,508
Income Tax,115.6,109.2,105.6,183.9,112.4,65.1,128,167,104,35,107,170,107,-23,119,565,106,73,131,171,170,41,162,250,84,-146,146,153,122,35,202,298,130,-2,143,135,125,-16,10,195
Net Income,213.2,257.7,228.1,435.7,272.1,153.1,309,447,265,94,294,428,298,229,427,123,372,186,500,573,555,157,595,557,-6,-462,523,873,456,"1,018",692,"1,088",558,52,489,394,156,-33,31,313
