,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"97,918","114,761","97,667","100,297","84,842","104,584","140,172","138,395","152,977","104,403","101,453"
Market Cap Growth,11.89%,17.20%,-14.90%,2.69%,-15.41%,23.27%,34.03%,-1.27%,10.54%,-31.75%,-
Enterprise Value,"98,315","117,180","98,025","101,447","83,432","135,924","175,017","165,982","183,044","131,895","128,945"
PE Ratio,48.86,73.33,21.91,99.60,17.24,30.41,-15.55,19.79,24.18,13.01,12.92
PS Ratio,6.17,6.93,5.03,4.83,3.76,4.00,3.30,2.98,3.31,2.32,2.25
PB Ratio,6.59,8.04,6.04,8.54,6.05,2.03,3.71,3.85,4.93,3.55,3.45
P/FCF Ratio,37.34,89.31,52.99,23.77,13.87,14.18,10.54,9.08,12.80,8.25,8.02
P/OCF Ratio,31.10,54.52,31.94,19.01,12.01,12.74,9.98,8.54,11.71,7.53,7.32
EV/Sales Ratio,6.19,7.08,5.05,4.88,3.70,5.20,4.12,3.58,3.97,2.93,2.87
EV/EBITDA Ratio,34.83,49.09,15.69,17.04,12.68,20.29,50.16,8.85,10.19,7.25,7.09
EV/EBIT Ratio,41.73,58.27,16.71,19.65,14.04,27.44,-25.40,20.55,23.79,15.66,15.31
EV/FCF Ratio,37.50,91.19,53.19,24.04,13.64,18.43,13.16,10.90,15.32,10.43,10.19
Debt / Equity Ratio,0.53,0.47,0.41,0.68,0.52,0.91,1.34,1.24,1.27,1.35,1.35
Debt / EBITDA Ratio,2.77,2.80,1.07,1.34,1.12,6.98,14.52,2.37,2.19,2.19,2.19
Debt / FCF Ratio,2.99,5.21,3.64,1.89,1.20,6.34,3.81,2.92,3.29,3.14,3.14
Quick Ratio,1.28,1.07,1.35,1.37,1.36,1.26,1.28,1.20,0.87,1.04,1.04
Current Ratio,1.73,1.30,1.55,1.55,1.66,1.60,1.58,1.52,1.25,1.43,1.43
Asset Turnover,0.47,0.51,0.59,0.62,0.67,0.38,0.34,0.42,0.46,0.48,0.48
Return on Equity (ROE),13.20%,10.40%,29.20%,7.20%,37.30%,13.70%,-19.30%,19.00%,19.80%,26.30%,26.30%
Return on Assets (ROA),6.00%,4.90%,13.50%,3.00%,14.60%,5.00%,-7.20%,6.30%,6.40%,8.60%,8.60%
Return on Capital (ROIC),8.93%,7.71%,19.64%,5.08%,23.12%,3.51%,-7.76%,8.71%,9.01%,11.62%,11.62%
Earnings Yield,2.05%,1.36%,4.56%,1.00%,5.80%,3.29%,-6.43%,5.05%,4.14%,7.69%,7.91%
FCF Yield,2.68%,1.12%,1.89%,4.21%,7.21%,7.05%,9.49%,11.01%,7.81%,12.12%,12.47%
Dividend Yield,2.50%,2.20%,2.00%,2.50%,3.10%,2.60%,3.70%,2.40%,3.00%,4.40%,4.81%
Payout Ratio,119.80%,158.50%,42.70%,255.70%,53.20%,81.20%,-57.40%,46.70%,72.70%,58.80%,62.18%
Buyback Yield / Dilution,-0.74%,-0.57%,-0.18%,2.07%,0.27%,0.18%,-38.70%,1.77%,4.21%,4.30%,4.30%
Total Shareholder Return,1.76%,1.63%,1.82%,4.57%,3.37%,2.78%,-35.00%,4.17%,7.21%,8.70%,9.11%
