,2014-03-28,2014-06-27,2014-10-03,2015-01-02,2015-04-03,2015-07-03,2015-10-02,2016-01-01,2016-04-01,2016-07-01,2016-09-30,2016-12-30,2017-03-31,2017-06-30,2017-09-29,2017-12-29,2018-03-30,2018-06-29,2018-09-28,2018-12-28,2019-03-29,2019-06-28,2019-10-04,2020-01-03,2020-04-03,2020-07-03,2020-10-02,2021-01-01,2021-04-02,2021-07-02,2021-10-01,2021-12-31,2022-04-01,2022-07-01,2022-09-30,2022-12-30,2023-03-31,2023-06-30,2023-09-29,2023-12-29
Revenue,"3,406","3,301","3,785","3,696","3,330","2,928","2,925","2,986","2,595","2,654","2,797","2,894","2,674","2,406","2,632","2,914","2,803","2,835","2,991","2,715","2,313","2,371","2,578","2,696","2,718","2,517","2,314","2,623","2,731","3,013","3,115","3,116","2,802","2,628","2,035","1,887","1,860","1,602","1,454","1,555"
Revenue Growth (YoY),-3.40%,-3.59%,8.48%,4.76%,-2.23%,-11.30%,-22.72%,-19.21%,-22.07%,-9.36%,-4.38%,-3.08%,3.04%,-9.34%,-5.90%,0.69%,4.82%,17.83%,13.64%,-6.83%,-17.48%,-16.37%,-13.81%,-0.70%,17.51%,6.16%,-10.24%,-2.71%,0.48%,19.71%,34.62%,18.80%,2.60%,-12.78%,-34.67%,-39.44%,-33.62%,-39.04%,-28.55%,-17.59%
Cost of Revenue,"2,447","2,376","2,734","2,669","2,375","2,152","2,236","2,245","2,071","1,992","1,996","2,003","1,858","1,740","1,896","2,037","1,956","1,931","2,078","1,921","1,712","1,747","1,907","1,938","1,972","1,850","1,718","1,927","1,991","2,128","2,159","2,168","1,996","1,869","1,553","1,641","1,541","1,298","1,305","1,193"
Gross Profit,959,925,"1,051","1,027",955,776,689,741,524,662,801,891,816,666,736,877,847,904,913,794,601,624,671,758,746,667,596,696,740,885,956,948,806,759,482,246,319,304,149,362
"Selling, General & Admin",190,161,216,218,219,203,182,160,150,144,155,155,150,149,145,142,135,140,115,120,110,108,122,120,119,112,118,122,126,136,133,136,141,149,129,125,123,114,105,108
Research & Development,297,323,342,341,346,324,328,304,298,307,315,305,324,288,263,250,254,259,266,246,238,241,255,250,246,222,223,221,227,232,233,228,233,247,234,200,191,172,171,161
Other Operating Expenses,28,31,37,-585,47,42,93,48,49,109,110,61,76,33,73,52,17,0,29,12,17,-57,21,4,5,66,4,5,1,10,4,4,3,3,12,81,320,-8,2,-31
Operating Expenses,515,515,595,-26,612,569,603,512,497,560,580,521,550,470,481,444,406,399,410,378,365,292,398,374,370,400,345,348,354,378,370,368,377,399,375,406,634,278,278,238
Operating Income,444,410,456,"1,053",343,207,86,229,27,102,221,370,266,196,255,433,441,505,503,416,236,332,273,384,376,267,251,348,386,507,586,580,429,360,107,-160,-315,26,-129,124
Interest Expense / Income,52,50,54,50,48,55,47,48,47,51,50,50,60,62,61,61,60,54,58,56,55,55,55,48,49,49,50,52,59,59,59,62,63,65,71,77,81,84,84,84
Other Expense / Income,2,76,10,-123,-9,3,8,1,-29,-2,-2,10,-6,14,6,1,-12,-15,-23,-38,-34,-14,20,-,-11,58,-20,5,-12,-49,-6,4,15,14,9,-199,4,27,-66,44
