,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"59,077","61,960","62,618","53,754","55,546","58,992","49,103","59,645","56,816","55,815","58,403","64,165","77,093","77,052","84,698","166,653","148,381","152,985","148,386","122,695","120,200","56,212","53,160","47,560","25,213","38,987","40,713","52,184","41,584","41,193","35,563","41,852","37,740","28,264","25,245","34,095","32,895","32,792","34,241","33,083","29,436"
Market Cap Growth,54.06%,59.23%,34.74%,-0.18%,-5.98%,-4.79%,-21.58%,10.96%,2.29%,-5.39%,18.94%,7.58%,35.69%,38.05%,45.02%,159.73%,92.47%,98.55%,75.19%,-26.38%,-18.99%,-63.26%,-64.17%,-61.24%,-79.02%,-30.64%,-23.42%,9.72%,64.93%,5.66%,-12.65%,-19.80%,-9.24%,-31.39%,-29.01%,-18.54%,-12.84%,16.02%,35.63%,-2.97%,-
Enterprise Value,"72,505","75,948","76,632","67,774","69,047","72,516","61,218","68,278","67,182","69,852","72,663","78,921","92,715","92,341","106,625","186,330","172,304","177,484","176,245","126,757","150,508","71,772","68,632","63,467","41,008","54,417","54,695","59,046","47,821","47,858","44,472","50,609","47,054","38,058","35,208","37,198","36,054","35,871","40,709","38,080","34,433"
PE Ratio,12.15,18.21,17.10,15.66,14.39,14.34,10.79,8.12,9.28,6.88,7.75,16.13,16.41,26.62,31.49,143.79,107.91,83.92,81.98,31.91,36.73,60.25,66.12,95.50,-39.46,-15.31,-13.58,-17.68,13.59,6.85,5.48,6.47,24.18,15.11,13.68,5.81,5.84,6.95,7.33,78.21,72.82
PS Ratio,1.03,1.08,1.08,0.92,0.99,1.09,0.95,1.22,1.21,1.21,1.25,1.33,1.52,1.47,1.53,14.28,7.44,12.78,64.40,5.43,5.36,2.55,2.44,3.08,1.84,3.39,4.19,4.69,3.97,4.00,3.61,3.33,2.94,2.17,1.92,2.62,2.58,2.62,2.79,2.74,2.44
PB Ratio,2.21,2.32,2.43,2.40,2.50,2.50,2.02,2.35,2.22,1.93,2.01,2.47,2.85,2.71,0.82,1.66,1.47,1.56,1.51,1.30,1.30,1.34,1.29,1.16,0.64,1.05,1.08,1.36,1.53,1.53,1.34,1.58,1.44,1.11,1.01,1.28,1.23,1.25,1.42,1.36,1.21
P/FCF Ratio,11.10,23.66,23.83,18.35,16.42,18.10,12.25,15.28,19.81,15.12,25.32,-9.33,-10.92,-8.43,-6.75,-37.40,-22.73,-34.64,-58.30,157.30,46.54,96.42,21.22,-44.74,80.81,24.16,19.44,17.99,15.07,17.03,17.94,28.03,27.83,25.19,33.57,-460.74,469.93,102.16,56.23,25.47,22.66
P/OCF Ratio,7.43,11.05,10.47,8.27,7.73,8.20,6.19,7.84,8.76,7.64,9.49,-21.70,-24.30,-14.20,-9.21,-217.85,-52.51,-215.17,106.98,25.93,17.44,11.89,8.96,33.75,12.00,13.08,12.07,12.74,11.07,12.14,12.01,18.35,17.87,16.08,18.91,57.98,45.56,33.09,27.55,17.25,15.35
Debt / Equity Ratio,0.67,0.67,0.77,0.88,0.89,0.84,0.81,0.68,0.66,0.74,0.73,0.82,0.79,0.76,0.36,0.34,0.34,0.35,0.36,0.13,0.45,0.41,0.43,0.43,0.44,0.52,0.64,0.41,0.46,0.40,0.40,0.41,0.42,0.44,0.48,0.30,0.30,0.31,0.34,0.32,0.32
Quick Ratio,1.25,1.23,1.32,1.35,1.26,1.24,1.25,1.55,1.36,1.35,1.35,1.29,1.24,1.33,1.25,1.22,1.17,1.09,0.99,0.16,1.08,0.92,0.92,0.64,0.66,0.92,2.00,0.91,1.59,1.72,1.10,0.85,0.79,0.68,0.69,2.01,2.17,1.96,1.12,1.67,1.67
