,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"15,210","14,953","15,123","17,202","18,097","17,947","16,131","19,559","18,549","19,526","21,873","21,319","22,040","21,278","20,496","24,164","23,394","23,561","26,297","25,409","27,657","30,832","29,359","30,826","27,768","25,928","27,435","33,487","32,843","36,447","41,190","42,982","42,952","44,705","44,391","44,700","39,796","37,828","44,070","44,060","44,395"
Market Cap Growth,26.32%,10.37%,6.96%,7.71%,18.99%,20.02%,6.67%,13.71%,2.50%,8.80%,35.60%,9.00%,18.82%,8.98%,-6.30%,13.34%,6.14%,10.73%,28.30%,5.15%,18.22%,30.86%,11.64%,21.32%,0.40%,-15.91%,-6.55%,8.63%,18.28%,40.57%,50.14%,28.35%,30.78%,22.66%,7.77%,4.00%,-7.35%,-15.38%,-0.72%,-1.43%,-
Enterprise Value,"14,624","14,402","14,564","16,673","17,477","17,411","15,594","19,083","18,222","19,174","21,427","21,129","21,692","20,955","20,185","23,959","23,030","23,137","25,830","24,707","27,710","30,879","29,622","31,086","27,808","25,845","27,416","33,456","32,694","36,261","40,896","42,811","42,428","44,312","43,980","44,255","39,053","37,049","43,195","43,480","43,815"
PE Ratio,25.14,23.83,23.78,26.45,27.44,26.59,22.63,26.83,25.07,25.80,28.59,27.40,27.55,25.75,25.02,29.61,23.85,23.70,25.60,23.87,27.07,29.81,27.83,28.60,25.07,23.61,26.24,31.62,31.13,33.21,33.78,33.60,31.60,32.10,30.86,30.48,26.47,24.29,27.59,27.04,27.42
PS Ratio,6.17,5.94,5.88,6.53,6.74,6.55,5.77,6.88,6.42,6.62,7.26,6.96,7.10,6.75,6.49,7.57,7.02,6.98,7.63,7.25,7.60,8.17,7.53,7.64,6.76,6.42,6.89,8.43,8.33,8.98,9.79,9.92,9.55,9.69,9.38,9.28,8.09,7.56,8.66,8.55,8.61
PB Ratio,8.51,8.41,8.47,9.38,9.67,10.05,9.01,10.53,9.90,10.21,11.00,11.74,11.62,10.88,10.54,12.27,11.44,10.00,11.02,10.48,10.65,11.77,11.65,12.00,10.06,9.32,9.87,11.59,11.03,12.36,13.53,13.78,13.07,14.49,14.15,13.95,11.70,10.83,12.28,12.50,12.60
P/FCF Ratio,22.13,18.77,19.06,21.43,23.36,22.65,19.88,24.31,20.78,21.21,23.32,23.28,24.44,24.57,22.34,26.17,22.70,20.99,25.14,22.39,23.24,26.86,25.16,25.35,23.66,19.73,22.13,28.16,28.79,31.81,31.52,34.21,30.10,32.56,32.85,28.92,25.72,23.54,23.31,23.58,23.76
P/OCF Ratio,19.63,16.98,17.24,19.43,20.85,20.05,17.72,21.48,18.67,19.18,21.14,21.07,22.12,22.16,20.31,22.66,19.83,18.46,21.80,20.26,21.11,24.25,22.71,23.02,21.34,17.99,20.16,25.62,26.09,28.92,28.79,31.03,27.57,29.69,29.91,26.77,23.96,21.83,21.77,21.84,22.00
Debt / Equity Ratio,-,-,-,-,-,-,-,-,-,-,0.03,0.06,0.03,-,0.03,0.07,0.03,-,0.02,0.02,0.33,0.31,0.38,0.37,0.35,0.32,0.32,0.31,0.30,0.30,0.29,0.29,0.27,0.29,0.28,0.27,0.26,0.25,0.24,0.25,0.25
Quick Ratio,0.14,0.16,0.17,0.17,0.14,0.16,0.18,0.18,0.14,0.17,0.25,0.22,0.16,0.18,0.17,0.17,0.21,0.17,0.24,0.31,0.25,0.33,0.31,0.32,0.32,0.39,0.41,0.43,0.40,0.43,0.45,0.46,0.46,0.49,0.56,0.57,0.50,0.52,0.45,0.42,0.42
