,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"5,308","5,940","6,715","6,144","10,733","12,286","21,919","36,433","31,212","31,429","33,241"
Market Cap Growth,110.16%,11.92%,13.04%,-8.51%,74.71%,14.46%,78.41%,66.22%,-14.33%,0.70%,-
Enterprise Value,"5,205","5,785","6,648","5,915","9,522","11,189","21,011","33,821","28,506","27,567","29,119"
PE Ratio,178.51,132.39,-1937.98,72.22,87.48,51.55,69.59,160.41,106.68,85.07,82.22
PS Ratio,12.04,10.31,9.43,7.33,11.12,10.31,15.66,21.96,16.05,14.40,13.92
PB Ratio,5.72,3.93,4.35,3.71,4.05,4.07,6.44,6.78,5.47,4.58,4.61
P/FCF Ratio,59.47,51.00,64.13,33.78,51.06,40.17,53.25,83.23,110.93,75.74,72.80
P/OCF Ratio,49.01,41.28,48.04,30.62,45.73,36.62,47.88,74.95,66.45,65.67,63.19
EV/Sales Ratio,11.80,10.04,9.34,7.06,9.86,9.39,15.01,20.39,14.66,12.63,12.19
EV/EBITDA Ratio,55.06,38.12,73.44,27.28,40.06,31.86,43.95,78.35,47.22,43.71,59.95
EV/EBIT Ratio,95.54,71.08,554.40,40.32,54.70,40.92,56.15,117.28,65.44,60.68,85.25
EV/FCF Ratio,58.32,49.67,63.49,32.52,45.30,36.59,51.05,77.26,101.32,66.43,63.78
Debt / Equity Ratio,0.17,0.25,0.23,0.20,-,0.00,0.05,0.21,0.20,0.16,0.15
Debt / EBITDA Ratio,1.62,2.45,3.92,1.56,-,0.01,0.34,2.65,1.86,1.75,2.28
Debt / FCF Ratio,1.72,3.19,3.39,1.86,-,0.01,0.40,2.61,3.99,2.66,2.43
Quick Ratio,2.48,4.88,3.42,3.97,8.68,7.72,5.62,11.67,11.67,13.75,13.13
Current Ratio,2.77,5.14,3.49,4.05,8.78,7.87,5.79,11.75,11.78,13.92,13.31
Asset Turnover,0.36,0.31,0.34,0.39,0.40,0.37,0.38,0.27,0.27,0.28,0.28
Interest Coverage,7.85,7.77,1.27,14.64,19.31,-,-,16.58,13.78,-,-
Return on Equity (ROE),3.40%,3.30%,-0.20%,5.30%,6.30%,8.20%,9.70%,4.70%,5.30%,5.90%,5.70%
Return on Assets (ROA),2.40%,2.40%,-0.20%,4.00%,5.10%,7.50%,8.50%,3.70%,4.10%,4.70%,4.70%
Return on Capital (ROIC),3.13%,2.71%,-0.81%,4.53%,4.87%,7.59%,8.21%,3.72%,4.58%,4.29%,3.12%
Earnings Yield,0.56%,0.76%,-0.05%,1.38%,1.14%,1.94%,1.44%,0.62%,0.94%,1.18%,1.21%
FCF Yield,1.68%,1.96%,1.56%,2.96%,1.96%,2.49%,1.88%,1.20%,0.90%,1.32%,1.37%
Buyback Yield / Dilution,-4.69%,-8.61%,-4.27%,-1.52%,-3.46%,-8.61%,-0.50%,-4.63%,-2.84%,-0.91%,-2.78%
Total Shareholder Return,-4.69%,-8.61%,-4.27%,-1.52%,-3.46%,-8.61%,-0.50%,-4.63%,-2.84%,-0.91%,-2.78%
