,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"6,383","6,726","7,182","6,483","6,924","6,384","6,723","5,962","6,547","7,300","7,988","9,398","8,884","9,013","9,962","11,246","12,249","13,837","12,123","14,346","11,991","14,192","15,050","14,334","14,188","11,738","11,687","15,138","18,346","18,970","21,598","22,283","21,625","15,338","14,080","15,741","19,927","18,875","20,341","21,923","29,843"
Market Cap Growth,26.78%,31.10%,43.88%,25.28%,8.47%,-5.08%,-6.39%,-8.04%,-5.45%,14.34%,18.80%,57.63%,35.69%,23.47%,24.71%,19.67%,37.88%,53.53%,21.70%,27.56%,-2.11%,2.56%,24.14%,-0.08%,18.33%,-17.29%,-22.34%,5.61%,29.30%,61.61%,84.80%,47.19%,17.87%,-19.14%,-34.81%,-29.36%,-7.85%,23.06%,44.47%,39.27%,-
Enterprise Value,"7,091","7,503","7,974","7,194","7,545","7,106","7,400","6,626","7,141","7,980","8,636","9,949","10,944","11,113","12,085","13,249","14,035","16,139","14,342","16,473","14,003","16,265","17,120","16,217","15,780","13,489","13,353","16,629","19,555","20,342","22,824","23,483","22,716","16,654","15,367","16,918","20,863","19,919","22,140","23,488","31,408"
PE Ratio,28.00,28.50,26.02,20.98,20.55,18.14,19.77,18.52,19.26,21.35,23.56,29.01,34.17,36.05,35.83,36.28,37.01,39.09,32.77,36.32,21.84,25.85,26.27,28.22,35.38,32.60,46.38,67.58,72.23,62.61,56.10,48.23,50.64,36.35,33.44,49.34,56.13,50.74,57.79,44.56,50.73
PS Ratio,1.66,1.74,1.84,1.66,1.77,1.66,1.79,1.61,1.79,1.99,2.17,2.56,2.36,2.26,2.36,2.49,2.60,2.85,2.42,2.81,2.30,2.72,2.86,2.72,2.70,2.29,2.36,3.11,3.76,3.79,4.15,4.25,4.16,2.94,2.70,2.95,3.61,3.31,3.36,3.25,4.42
PB Ratio,2.85,3.02,3.20,2.96,3.26,3.21,3.23,2.92,3.14,3.38,3.67,4.22,4.06,4.00,4.21,4.57,4.89,5.45,4.82,5.48,4.33,5.08,5.20,4.97,4.80,4.17,4.09,5.28,6.18,6.46,7.11,7.20,6.72,4.80,4.41,4.90,5.70,5.28,2.06,2.21,3.01
P/FCF Ratio,31.29,32.18,28.73,21.40,23.16,21.07,21.41,19.61,18.87,20.92,23.22,27.01,23.75,23.78,25.87,24.99,23.69,27.13,22.75,30.27,34.36,39.31,44.79,35.13,23.15,21.50,18.85,23.08,28.62,30.11,31.62,43.35,65.53,57.88,97.78,69.34,51.36,42.04,57.46,43.33,58.98
P/OCF Ratio,19.70,20.63,19.95,15.66,16.64,14.74,15.25,14.10,14.11,15.67,17.14,19.66,17.87,17.74,19.05,18.68,17.86,19.85,16.47,20.64,20.46,23.42,25.46,22.09,16.91,15.57,14.39,17.98,22.26,23.71,25.38,32.39,40.19,31.76,38.68,34.67,33.43,28.69,35.50,29.47,40.11
Debt / Equity Ratio,0.55,0.56,0.55,0.57,0.60,0.64,0.61,0.62,0.61,0.87,0.57,0.54,1.08,1.06,1.02,0.93,0.88,1.02,1.01,0.97,0.83,0.84,0.85,0.81,0.78,0.89,1.14,1.08,1.04,1.04,1.01,0.79,0.76,0.76,0.75,0.73,0.54,0.53,0.25,0.23,0.23
Quick Ratio,1.58,1.48,1.51,1.57,1.59,1.55,1.64,1.68,1.74,1.36,1.67,1.73,0.93,0.97,1.03,1.12,1.25,0.89,0.91,0.96,0.96,0.90,0.96,1.05,1.17,1.08,1.84,2.01,1.43,1.43,1.44,1.70,1.65,1.11,1.10,1.14,1.28,1.31,1.04,1.11,1.11
