,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"31,722","26,609","25,016","29,728","24,523","31,565","34,065","40,937","29,552","35,264","33,462"
Market Cap Growth,17.77%,-16.12%,-5.99%,18.83%,-17.51%,28.72%,7.92%,20.17%,-27.81%,19.33%,-
Enterprise Value,"34,553","29,461","27,569","32,383","28,576","36,136","38,749","47,331","36,033","40,545","38,743"
PE Ratio,15.09,18.93,28.66,18.65,18.29,25.40,32.17,28.45,28.80,27.77,26.53
PS Ratio,2.15,1.87,1.75,2.02,1.60,2.08,2.46,2.44,1.67,1.93,1.83
PB Ratio,6.12,5.34,5.18,5.35,5.30,5.97,5.99,6.51,4.48,4.50,4.27
P/FCF Ratio,32.91,18.16,25.76,24.61,22.64,18.94,18.66,34.37,66.41,18.94,17.97
P/OCF Ratio,20.76,14.04,18.52,18.96,16.72,15.18,15.99,26.21,30.69,14.63,13.88
EV/Sales Ratio,2.34,2.07,1.93,2.20,1.86,2.39,2.80,2.82,2.04,2.22,2.12
EV/EBITDA Ratio,11.61,12.33,16.69,11.67,12.38,15.86,19.40,18.97,17.39,16.13,15.41
EV/EBIT Ratio,13.68,15.15,22.75,13.99,15.77,20.45,26.04,24.47,23.74,20.73,19.81
EV/FCF Ratio,35.84,20.11,28.39,26.81,26.39,21.68,21.22,39.74,80.97,21.77,20.81
Debt / Equity Ratio,0.77,0.86,0.91,0.75,1.08,1.11,1.16,1.19,1.16,0.88,0.88
Debt / EBITDA Ratio,1.35,1.80,2.67,1.49,2.17,2.57,3.31,2.99,3.68,2.73,2.73
Debt / FCF Ratio,4.16,2.94,4.55,3.43,4.63,3.51,3.62,6.27,17.16,3.69,3.69
Quick Ratio,0.82,0.89,1.06,1.13,0.87,0.92,0.96,0.89,0.94,0.96,0.96
Current Ratio,1.32,1.43,1.55,1.66,1.36,1.41,1.41,1.42,1.52,1.47,1.47
Asset Turnover,0.86,0.82,0.85,0.88,0.92,0.85,0.75,0.78,0.83,0.83,0.83
Interest Coverage,13.51,15.55,9.70,22.04,15.36,13.39,10.78,15.98,9.09,7.92,7.92
Return on Equity (ROE),35.70%,27.60%,17.10%,28.60%,27.00%,24.20%,20.60%,23.40%,16.40%,16.70%,16.70%
Return on Assets (ROA),12.20%,8.10%,5.20%,9.50%,8.00%,7.00%,5.70%,6.70%,4.80%,5.80%,5.80%
Return on Capital (ROIC),15.49%,14.32%,6.52%,14.43%,13.74%,11.42%,9.65%,10.38%,7.83%,9.80%,9.80%
Earnings Yield,6.63%,5.28%,3.49%,5.36%,5.47%,3.94%,3.11%,3.52%,3.47%,3.60%,3.80%
FCF Yield,3.04%,5.51%,3.88%,4.06%,4.42%,5.28%,5.36%,2.91%,1.51%,5.28%,5.56%
Dividend Yield,1.10%,1.40%,1.60%,1.50%,1.80%,1.50%,1.50%,1.30%,1.90%,1.70%,1.83%
Payout Ratio,17.20%,27.30%,47.40%,27.30%,33.80%,37.70%,47.00%,37.30%,55.80%,47.20%,48.60%
Buyback Yield / Dilution,3.37%,1.89%,1.96%,3.61%,5.73%,1.43%,0.11%,-0.51%,1.00%,-0.33%,-0.33%
Total Shareholder Return,4.47%,3.29%,3.56%,5.11%,7.53%,2.93%,1.61%,0.79%,2.90%,1.37%,1.50%
