,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,16.2,212.2,111.5,109.8,83.6,132,173,529,483,-256
Depreciation & Amortization,142.9,140.8,140.6,146.5,190.1,229,254,289,378,422
Share-Based Compensation,4.5,9,10.8,20.9,27.2,33,48,51,54,35
Other Operating Activities,14.7,-190.2,-107.6,22.3,73.6,-151,-83,-492,-492,53
Operating Cash Flow,178.3,171.8,155.3,299.5,374.5,248,440,433,439,254
Operating Cash Flow Growth,29.48%,-3.65%,-9.60%,92.85%,25.04%,-33.78%,77.42%,-1.59%,1.39%,-42.14%
Capital Expenditures,-121.5,-141,-137.7,-139.1,-174.7,-217,-466,-686,-660,-568
Acquisitions,-53.7,-130.8,0,-169.9,-744.6,"-1,291",-358,140,"-1,202",-474
Change in Investments,0,0,0,0,0,-2,-3,-103,-22,87
Other Investing Activities,4,-,-,-,-,-,-,-,-,-
Investing Cash Flow,-171.2,-271.8,-137.7,-309,-919.3,"-1,510",-827,-649,"-1,884",-955
Dividends Paid,0,0,0,0,0,0,-36,-22,-4,0
Share Issuance / Repurchase,0.2,948.8,0,0,277.8,445,"1,046",120,26,4
Debt Issued / Paid,-35.1,-729.4,-16.3,173.1,420.6,150,49,99,"1,022",485
Other Financing Activities,-7.2,-22.9,-14.5,-11.8,-29.3,606,-57,-55,-13,32
Financing Cash Flow,-42.1,196.5,-30.8,161.3,669.1,"1,201","1,002",142,"1,031",521
Exchange Rate Effect,3,-19.6,-6.5,4.9,-2.4,-4,-7,17,-33,11
Net Cash Flow,-32,76.9,-19.7,156.7,121.9,-65,608,-57,-447,-169
Free Cash Flow,56.8,30.8,17.6,160.4,199.8,31,-26,-253,-221,-314
Free Cash Flow Growth,213.81%,-45.77%,-42.86%,811.36%,24.56%,-84.48%,-,-,-,-
Free Cash Flow Margin,3.11%,1.68%,0.95%,7.73%,8.11%,1.23%,-0.84%,-6.33%,-4.60%,-7.37%
Free Cash Flow Per Share,0.48,0.25,0.14,1.28,1.50,0.21,-0.17,-1.49,-1.23,-1.74
