,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"57,459","65,906","69,596","72,457","76,816","80,722","92,652","92,774","93,367","79,650","86,927","88,594","81,195","92,803","90,809","94,179","92,998","84,766","92,620","115,250","122,585","134,356","107,558","107,964","126,190","132,669","157,030","141,577","161,509","179,053","220,116","221,018","264,230","272,724","308,070","307,239","347,613","326,351","445,190","509,895","742,415"
Market Cap Growth,0.39%,2.30%,25.77%,27.78%,33.69%,22.48%,33.13%,28.04%,21.55%,-1.33%,-6.18%,-4.50%,-13.04%,16.51%,4.47%,6.30%,14.54%,-8.66%,1.99%,22.37%,31.81%,58.50%,16.13%,-6.32%,2.94%,-1.26%,46.00%,31.13%,27.99%,34.96%,40.17%,56.11%,63.60%,52.31%,39.96%,39.01%,31.56%,19.66%,44.51%,65.96%,-
Enterprise Value,"57,275","65,958","69,781","73,253","74,604","84,803","96,421","96,533","96,893","84,781","92,324","93,716","85,462","99,544","97,687","100,700","98,611","91,675","97,930","118,890","125,474","148,692","121,480","122,022","139,069","148,122","170,970","154,869","174,423","192,206","233,359","234,278","277,206","286,664","322,147","320,385","361,640","341,565","461,181","527,569","760,089"
PE Ratio,12.27,17.05,20.52,26.94,32.13,36.82,44.99,39.34,38.77,34.35,35.25,36.25,29.66,42.44,37.11,42.34,-455.65,75.41,-644.09,256.05,37.93,21.48,13.71,13.58,15.17,23.98,27.95,25.41,26.08,29.39,36.26,37.01,47.34,44.50,54.13,50.93,55.66,57.39,68.52,102.22,141.68
PS Ratio,2.49,2.97,3.28,3.57,3.92,4.12,4.72,4.71,4.68,3.95,4.22,4.25,3.83,4.30,4.13,4.19,4.66,4.30,4.76,6.03,5.70,6.21,4.96,4.94,5.65,5.75,6.84,6.10,6.58,7.03,8.24,7.96,9.33,9.30,10.60,10.51,12.18,11.79,15.08,15.90,23.15
PB Ratio,3.26,3.59,3.87,4.10,5.00,5.41,6.32,6.10,6.41,5.31,5.94,5.68,5.80,6.61,6.44,6.33,8.02,5.84,8.02,8.81,12.47,54.17,38.68,31.92,48.41,43.09,38.37,29.33,28.63,25.96,34.16,28.49,29.43,29.23,36.05,30.51,32.64,29.16,40.24,45.44,66.17
P/FCF Ratio,11.72,13.87,17.19,19.55,23.20,27.20,32.03,39.82,46.89,42.12,37.42,30.28,20.89,20.94,19.30,19.19,20.49,18.56,21.31,25.28,28.42,31.83,28.12,33.53,33.18,34.74,30.07,26.27,31.60,28.04,39.55,40.58,44.40,40.64,50.26,47.75,61.54,71.68,122.50,156.70,228.15
P/OCF Ratio,10.02,11.71,13.80,15.27,17.23,19.68,23.19,27.21,31.49,28.14,26.47,23.07,16.74,17.15,16.05,16.02,16.56,14.84,16.60,19.80,22.19,24.88,21.80,24.98,26.09,27.03,24.72,21.30,24.85,22.91,31.03,31.94,36.39,33.73,41.11,38.03,46.33,48.63,72.28,83.16,121.08
Debt / Equity Ratio,0.30,0.29,0.30,0.32,0.52,0.55,0.55,0.53,0.55,0.54,0.64,0.60,0.74,0.73,0.87,0.90,1.18,0.81,1.06,0.97,1.05,6.64,5.86,4.64,5.88,5.60,3.99,3.51,2.94,2.35,2.56,2.20,1.88,1.77,1.97,1.58,1.52,1.69,1.70,1.80,1.80
Quick Ratio,1.06,1.35,1.20,1.11,1.44,0.95,1.01,1.01,1.04,0.98,1.00,1.06,0.98,0.78,0.92,0.94,0.91,0.87,0.96,1.36,1.11,0.65,0.67,0.66,0.68,0.64,0.68,0.79,0.85,0.83,0.67,0.79,0.80,0.77,0.67,0.71,0.63,0.79,0.63,0.58,0.58
Current Ratio,1.47,1.97,1.77,1.60,1.23,1.41,1.50,1.51,1.53,1.60,1.55,1.62,1.38,1.24,1.39,1.38,1.32,1.41,1.40,1.91,1.73,1.12,1.14,1.17,1.16,1.11,1.22,1.36,1.40,1.42,1.15,1.30,1.23,1.27,1.10,1.13,1.05,1.30,1.13,1.05,1.05
Return on Capital (ROIC),Upgrade,20.51%,16.37%,14.56%,11.56%,10.22%,9.47%,9.08%,10.12%,10.68%,10.02%,10.29%,9.80%,11.26%,9.01%,9.26%,7.85%,-3.63%,1.41%,-6.09%,-3.50%,12.87%,11.18%,22.31%,23.07%,26.67%,27.25%,27.51%,25.62%,27.85%,26.37%,26.44%,24.04%,21.58%,23.72%,22.44%,23.24%,23.22%,18.91%,21.74%,15.89%
Dividend Yield,3.80%,3.30%,3.20%,3.00%,2.80%,2.70%,2.40%,2.40%,2.40%,2.80%,2.60%,2.50%,2.80%,2.40%,2.50%,2.40%,2.50%,2.70%,2.50%,2.10%,1.90%,1.80%,2.20%,2.20%,2.00%,1.90%,1.70%,1.90%,1.80%,1.60%,1.40%,1.40%,1.20%,1.20%,1.10%,1.20%,1.10%,1.20%,0.90%,0.80%,0.66%
Payout Ratio,72.10%,72.10%,72.10%,104.30%,122.50%,100.00%,87.70%,66.70%,111.10%,121.40%,71.80%,68.90%,69.90%,-520.00%,54.20%,98.10%,-33.10%,48.50%,-225.20%,49.70%,51.10%,14.90%,44.80%,47.10%,38.90%,46.30%,47.40%,55.60%,31.80%,57.00%,55.60%,69.70%,44.70%,46.40%,92.50%,60.90%,45.60%,75.80%,57.70%,-1883.30%,94.20%
Buyback Yield / Dilution,3.42%,1.47%,0.70%,0.90%,0.83%,0.82%,1.00%,0.86%,0.48%,0.37%,0.52%,0.41%,0.08%,0.64%,0.28%,0.45%,2.53%,0.62%,2.54%,2.81%,1.53%,6.27%,10.25%,10.50%,10.35%,7.35%,1.48%,0.77%,0.13%,-0.08%,0.05%,0.07%,0.29%,0.66%,0.82%,0.77%,0.73%,0.34%,0.02%,0.44%,0.44%
Total Shareholder Return,7.22%,4.77%,3.90%,3.90%,3.63%,3.52%,3.40%,3.26%,2.88%,3.17%,3.12%,2.91%,2.88%,3.04%,2.78%,2.85%,5.03%,3.32%,5.04%,4.91%,3.43%,8.07%,12.45%,12.70%,12.35%,9.25%,3.18%,2.67%,1.93%,1.52%,1.45%,1.47%,1.49%,1.86%,1.92%,1.97%,1.83%,1.54%,0.92%,1.24%,1.11%
