,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"96,548","91,189","108,480","101,082","137,212","136,891","148,819","159,886","200,314","193,016","211,814"
Market Cap Growth,9.02%,-5.55%,18.96%,-6.82%,35.74%,-0.23%,8.71%,7.44%,25.29%,-3.64%,-
Enterprise Value,"107,879","104,047","124,916","125,814","164,284","167,100","195,476","207,900","244,954","239,131","258,068"
PE Ratio,17.28,19.17,23.95,21.57,26.43,23.11,24.70,33.80,26.55,31.25,25.73
PS Ratio,3.44,3.32,4.27,4.11,6.01,6.44,6.97,8.32,8.63,8.33,8.47
PB Ratio,6.03,7.10,15.31,-45.86,-41.99,-21.87,-18.13,-20.43,-43.54,-32.15,-39.54
P/FCF Ratio,22.47,21.54,21.97,23.39,35.51,31.22,25.31,34.37,27.79,34.93,29.23
P/OCF Ratio,13.56,13.55,16.59,16.68,24.72,19.65,18.32,25.52,21.91,26.13,22.72
EV/Sales Ratio,3.84,3.79,4.92,5.11,7.20,7.86,9.15,10.82,10.55,10.32,10.32
EV/EBITDA Ratio,10.46,10.85,14.28,13.58,15.13,16.26,18.17,22.82,20.11,21.93,18.96
EV/EBIT Ratio,12.35,13.09,17.36,16.23,17.30,18.99,21.39,28.25,23.75,26.47,22.11
EV/FCF Ratio,25.11,24.58,25.30,29.11,42.51,38.10,33.25,44.69,33.99,43.27,35.61
Debt / Equity Ratio,0.88,1.16,3.40,-11.78,-9.04,-4.97,-5.79,-6.58,-10.73,-8.11,-10.25
Debt / EBITDA Ratio,1.37,1.56,2.76,2.80,2.72,3.02,4.42,5.65,4.05,4.47,3.65
Debt / FCF Ratio,3.29,3.53,4.88,6.01,7.64,7.09,8.09,11.06,6.85,8.81,6.86
Quick Ratio,1.30,1.20,3.05,0.78,1.54,1.11,0.86,0.90,1.64,1.24,1.43
Current Ratio,1.59,1.52,3.27,1.40,1.84,1.36,0.98,1.01,1.78,1.43,1.71
Asset Turnover,0.80,0.76,0.74,0.76,0.70,0.64,0.46,0.38,0.44,0.47,0.49
Interest Coverage,16.54,13.79,11.27,8.76,10.31,8.97,8.15,6.04,8.70,7.48,8.82
Return on Equity (ROE),36.30%,32.40%,48.50%,2778.80%,-192.70%,-100.30%,-79.90%,-54.00%,-129.40%,-99.10%,-154.10%
Return on Assets (ROA),15.90%,13.20%,13.10%,14.40%,15.80%,17.80%,13.00%,9.30%,14.40%,12.40%,16.30%
Return on Capital (ROIC),19.80%,18.46%,15.82%,22.26%,22.02%,26.95%,17.32%,12.93%,19.13%,17.33%,20.50%
Earnings Yield,5.79%,5.22%,4.18%,4.64%,3.78%,4.33%,4.05%,2.96%,3.77%,3.20%,3.93%
FCF Yield,4.45%,4.64%,4.55%,4.28%,2.82%,3.20%,3.95%,2.91%,3.60%,2.86%,3.42%
Dividend Yield,3.20%,3.50%,2.90%,3.00%,2.20%,2.40%,2.40%,2.30%,2.00%,2.10%,2.29%
Payout Ratio,55.80%,67.60%,71.40%,65.80%,59.60%,55.10%,59.50%,79.40%,51.90%,67.50%,58.85%
Buyback Yield / Dilution,1.39%,1.96%,4.23%,8.83%,5.31%,3.67%,2.63%,1.93%,-0.23%,1.40%,1.07%
Total Shareholder Return,4.59%,5.46%,7.13%,11.83%,7.51%,6.07%,5.03%,4.23%,1.77%,3.50%,3.36%
