,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30
Cash & Equivalents,63.9,378,104.3,67.3,110.1,130.7,329.7,491.3,83.1,167.3,177.3,197.3,177.4,199.1,125.6,154.5,90.3,210,206.1,130.6,93.6,98.7,81.3,93.7,81.4,302.8,204.6,152.9,460.6,503.8,103.4,361.3,199.4,101.8,165.1,185,133.5,192.5,83.3,78.7
Cash & Cash Equivalents,63.9,378,104.3,67.3,110.1,130.7,329.7,491.3,83.1,167.3,177.3,197.3,177.4,199.1,125.6,154.5,90.3,210,206.1,130.6,93.6,98.7,81.3,93.7,81.4,302.8,204.6,152.9,460.6,503.8,103.4,361.3,199.4,101.8,165.1,185,133.5,192.5,83.3,78.7
Cash Growth,-80.72%,-82.49%,-10.70%,3.22%,72.30%,-65.42%,216.11%,630.01%,-24.52%,28.00%,-46.22%,-59.84%,113.48%,19.01%,-29.16%,-21.69%,-49.10%,5.47%,64.09%,-15.47%,3.65%,-53.00%,-60.55%,-28.25%,-13.03%,206.79%,151.66%,63.18%,465.85%,66.38%,-49.46%,136.30%,-56.71%,-79.79%,59.67%,-48.80%,-33.05%,89.10%,-49.55%,-57.46%
Receivables,626.2,651.3,656.9,701.3,598.9,696.2,723.5,714.7,732.5,773.3,831.1,856,737,832,853.3,779.5,776.2,827.9,951.2,837.2,846.9,788.3,953.7,808.3,864.8,700.5,926.3,915.4,785.3,922.8,972.8,917.8,899,879.9,978.9,921,901.6,933.1,933.2,897.3
Inventory,"1,744","1,782","1,779","1,927","1,827","1,784","1,777","1,885","1,852","1,919","1,855","2,123","1,955","1,937","1,930","2,168","2,084","2,068","1,942","2,198","2,130","1,494","1,311","1,359","1,374","1,333","1,328","1,377","1,291","1,378","1,339","1,519","1,573","1,656","1,651","1,802","1,899","1,951","1,814","1,988"
Other Current Assets,313.3,326.4,298,335,374.6,368.7,301.2,370.3,310.4,359.1,306.2,268.4,360.5,392.5,464.8,444,523.5,498.5,486.3,472.7,613.1,"1,200","1,191","1,209","1,164","1,060","1,078","1,002",507.5,508.9,528.5,578.6,658.1,664.1,735.2,617.9,562.3,575.6,603.8,587.4
Total Current Assets,"2,747","3,137","2,838","3,031","2,911","2,979","3,132","3,461","2,978","3,219","3,170","3,445","3,230","3,361","3,373","3,546","3,474","3,605","3,586","3,639","3,684","3,581","3,538","3,470","3,484","3,396","3,537","3,447","3,045","3,313","2,944","3,377","3,330","3,302","3,530","3,526","3,496","3,653","3,434","3,551"
"Property, Plant & Equipment","2,014","2,157","2,300","2,419","2,682","2,742","2,773","2,949","3,333","3,507","3,632","3,708","3,933","4,187","4,464","4,551","4,790","4,816","4,948","4,986","5,267","5,118","5,142","5,187","5,333","5,098","5,185","5,581","5,822","5,392","5,505","5,519","6,060","6,163","6,234","6,524","6,865","7,190","7,580","7,714"
Long-Term Investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.7,0,0,"3,583","6,700","5,840","4,576","4,099","4,211","3,695","3,696","4,496","4,607","3,732","3,308","3,049","2,880","2,706",925.2,866.4,663.3,291.3,277.1,233.3
Goodwill and Intangibles,"9,378","9,383","9,363","9,359","9,389","9,367","9,606","9,570","10,542","10,791","10,798","11,012","11,298","11,262","11,423","11,390","11,388","11,352","11,392","11,370","11,287","10,604","10,484","10,493","10,476","10,420","10,456","10,529","10,526","10,541","10,529","10,605","10,618","10,681","10,662","10,638","10,654","10,681","10,720","10,710"
Other Long-Term Assets,162.7,165.6,156.6,171.8,111.4,158.9,163.1,177.1,111.6,113.7,117.2,155.2,141.4,150,157.5,621,93.4,"3,324","4,173","4,313","2,293","3,809","3,816","3,845","3,819","3,540","3,589","3,578","3,107","3,214","3,055","2,977","2,969","2,989","2,929","2,909","2,984","2,944","2,918","2,849"
Total Long-Term Assets,"11,555","11,705","11,819","11,950","12,182","12,268","12,542","12,696","13,987","14,412","14,548","14,875","15,372","15,599","16,045","16,562","17,065","19,492","20,512","24,252","25,548","25,370","24,018","23,624","23,839","22,754","22,925","24,184","24,060","22,879","22,397","22,151","22,526","22,539","20,751","20,937","21,166","21,107","21,496","21,506"
Total Assets,"14,302","14,842","14,657","14,981","15,093","15,247","15,673","16,157","16,965","17,630","17,717","18,320","18,602","18,959","19,418","20,107","20,539","23,097","24,098","27,890","29,232","28,951","27,555","27,094","27,323","26,150","26,463","27,631","27,105","26,192","25,340","25,527","25,856","25,841","24,281","24,463","24,662","24,759","24,930","25,057"
