,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"15,401","16,136","16,774","18,593","22,195","22,958","25,005","27,562","28,178","30,594","32,893","30,391","31,136","35,598","39,080","42,562","41,956","42,694","39,805","37,088","32,118","33,561","39,114","35,656","33,036","33,304","35,603","39,892","41,524","46,512","40,557","42,385","40,917","46,202","45,466","47,477","41,284","44,525","47,767","44,175","44,573"
Market Cap Growth,89.56%,63.94%,64.07%,39.47%,44.12%,42.28%,49.07%,48.24%,26.96%,33.26%,31.55%,10.26%,10.50%,16.36%,18.81%,40.05%,34.75%,19.93%,1.86%,-12.86%,-23.45%,-21.39%,-1.74%,-3.86%,2.86%,-0.77%,-8.98%,11.88%,25.69%,39.66%,13.92%,6.25%,-1.46%,-0.67%,12.10%,12.01%,0.90%,-3.63%,5.06%,-6.95%,-
Enterprise Value,"22,357","22,953","23,862","25,844","29,382","30,145","32,099","34,474","36,177","38,735","40,745","38,825","40,197","44,611","47,902","51,757","52,053","52,591","49,523","50,527","45,640","46,860","51,979","47,918","45,139","45,175","46,999","50,723","51,505","56,453","51,027","52,356","51,134","57,077","56,251","59,464","53,612","56,690","59,390","55,794","56,193"
PE Ratio,7.93,7.70,21.77,23.78,26.45,26.35,25.57,26.86,26.71,26.97,27.62,22.91,20.37,22.13,22.31,23.15,18.22,16.12,12.08,11.94,9.35,13.72,50.67,43.00,-2799.68,597.91,32.57,19.81,20.78,36.69,53.56,-801.22,-1012.80,36.75,435.08,468.21,-581.46,-137.17,31.50,28.35,28.32
PS Ratio,3.16,2.82,2.86,3.12,3.68,3.74,3.99,4.33,4.30,4.51,4.65,4.19,4.25,4.83,5.25,5.72,5.54,5.55,5.03,4.59,3.96,4.11,4.76,4.33,3.96,4.06,4.38,4.66,4.82,5.36,4.62,4.89,4.64,5.05,4.82,4.97,4.37,4.64,4.88,4.50,4.54
PB Ratio,3.09,3.05,3.06,3.30,3.85,3.86,4.12,4.25,4.30,4.47,4.58,4.33,4.52,4.82,4.93,5.32,5.26,4.04,3.53,3.30,2.56,2.76,3.44,3.05,2.72,3.01,3.05,3.00,3.05,3.79,3.62,3.77,3.49,4.11,4.84,5.66,4.91,5.19,5.09,4.66,4.71
P/FCF Ratio,25.55,22.34,32.09,69.30,61.38,68.19,49.03,37.73,53.94,49.12,47.64,39.54,39.38,45.72,54.81,58.26,47.69,40.62,30.77,24.47,22.42,21.88,26.36,22.69,18.02,17.03,18.22,18.06,21.18,23.21,20.80,22.35,24.32,28.04,26.21,33.05,23.89,28.75,30.68,27.93,28.18
P/OCF Ratio,18.64,15.29,16.69,19.63,20.53,21.77,20.56,19.38,19.93,19.69,19.87,17.49,18.36,20.56,22.28,24.34,21.72,20.79,18.37,15.22,14.30,14.37,16.81,15.18,12.95,12.59,13.82,14.05,14.80,16.40,14.05,14.68,15.12,16.82,16.04,18.68,14.97,16.71,17.53,15.65,15.79
Debt / Equity Ratio,1.41,1.36,1.31,1.30,1.26,1.23,1.22,1.14,1.23,1.21,1.12,1.23,1.34,1.25,1.13,1.17,1.28,0.96,0.88,1.21,1.08,1.10,1.14,1.06,1.00,1.10,0.99,0.83,0.77,0.85,0.94,0.92,0.89,0.98,1.17,1.45,1.48,1.44,1.25,1.24,1.24
Quick Ratio,0.34,0.46,0.41,0.62,0.63,0.74,0.87,0.63,0.36,0.35,0.46,0.40,0.34,0.47,0.47,0.37,0.42,0.52,0.54,0.29,0.30,0.30,0.47,0.37,0.41,0.57,0.59,0.52,0.98,0.69,0.49,0.57,0.41,0.41,0.46,0.41,0.35,0.35,0.36,0.29,0.29
Current Ratio,1.36,1.39,1.51,2.43,2.57,2.66,2.58,1.80,1.31,1.19,1.44,1.31,1.20,1.54,1.61,1.40,1.70,1.81,1.66,1.08,1.16,1.22,1.61,1.41,1.51,1.94,1.85,1.69,2.40,1.61,1.35,1.50,1.23,1.40,1.41,1.29,1.18,1.15,1.20,1.05,1.05
Interest Coverage,3.72,4.55,4.40,4.61,4.45,5.51,6.17,6.27,5.17,6.53,6.55,7.25,8.84,6.70,8.77,8.90,7.69,11.24,16.50,5.65,13.83,-2.76,-5.52,-1.90,5.81,0.27,7.46,16.23,6.32,-9.63,2.39,7.48,6.68,6.82,-9.80,7.07,3.19,2.92,8.57,7.13,5.35
Return on Capital (ROIC),Upgrade,4.62%,6.20%,7.88%,7.76%,8.14%,8.23%,8.88%,8.87%,8.51%,8.77%,9.11%,9.78%,9.67%,9.99%,10.72%,10.02%,12.24%,10.95%,11.04%,9.92%,7.80%,8.39%,9.13%,7.95%,8.18%,8.50%,8.24%,9.95%,10.02%,8.26%,5.61%,5.68%,5.99%,8.41%,13.14%,12.47%,11.59%,10.79%,10.68%,10.89%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.30%,0.50%,0.70%,0.90%,0.90%,0.90%,1.00%,1.00%,0.90%,0.90%,0.90%,1.00%,1.00%,1.20%,1.40%,1.70%,1.70%,1.50%,1.60%,1.70%,1.70%,1.60%,1.50%,1.40%,1.30%,1.40%,1.30%,1.40%,1.30%,1.30%,1.20%,1.40%,1.40%,1.30%,1.40%,1.46%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,19.90%,22.30%,25.20%,24.80%,22.10%,19.60%,17.40%,25.10%,20.10%,20.40%,11.00%,18.80%,12.10%,45.70%,11.20%,-57.70%,-27.10%,39.50%,35.70%,-79.80%,28.00%,11.20%,37.50%,-16.00%,7600.00%,30.00%,36.40%,38.30%,-12.70%,31.00%,58.40%,120.30%,23.70%,32.10%,41.35%
Buyback Yield / Dilution,-1.94%,-2.47%,-1.80%,-1.41%,-1.21%,-1.10%,-1.01%,-1.24%,-1.25%,-1.10%,-1.12%,-0.60%,2.31%,1.90%,1.89%,1.88%,0.24%,1.78%,2.43%,2.84%,2.28%,13.14%,12.59%,-0.01%,11.87%,-0.76%,-13.99%,-0.25%,-14.11%,-0.49%,1.22%,2.54%,13.27%,-9.64%,14.28%,2.19%,-8.94%,13.49%,0.36%,11.67%,11.67%
Total Shareholder Return,-1.94%,-2.47%,-1.80%,-1.41%,-1.21%,-0.80%,-0.51%,-0.54%,-0.35%,-0.20%,-0.22%,0.40%,3.31%,2.80%,2.79%,2.78%,1.24%,2.78%,3.63%,4.24%,3.98%,14.84%,14.09%,1.59%,13.57%,0.94%,-12.39%,1.25%,-12.71%,0.81%,2.62%,3.84%,14.67%,-8.34%,15.58%,3.39%,-7.54%,14.89%,1.66%,13.07%,13.13%
