,2014-03-29,2014-06-28,2014-09-30,2015-01-03,2015-04-04,2015-07-04,2015-09-30,2016-01-02,2016-04-02,2016-07-02,2016-09-30,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-30,2018-12-29,2019-03-30,2019-06-29,2019-09-30,2019-12-28,2020-03-28,2020-06-27,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"4,156","4,557","4,329","4,216","4,196","4,735","3,624","3,966","3,780","4,344","5,094","5,349","6,081","6,368","6,506","7,057","9,071","10,824","12,512","9,772","10,935","10,326","7,853","8,752","6,815","8,738","9,605","13,954","16,079","16,507","14,061","14,280","12,598","12,439","12,287","14,101","15,165","16,842","16,836","20,863","21,303"
Market Cap Growth,36.03%,55.31%,27.74%,3.45%,0.97%,3.89%,-16.29%,-5.94%,-9.92%,-8.25%,40.57%,34.87%,60.90%,46.58%,27.73%,31.93%,49.17%,69.99%,92.31%,38.47%,20.55%,-4.60%,-37.24%,-10.44%,-37.67%,-15.38%,22.31%,59.44%,135.92%,88.90%,46.39%,2.34%,-21.65%,-24.64%,-12.62%,-1.25%,20.37%,35.39%,37.03%,47.95%,-
Enterprise Value,"4,203","4,568","4,647","4,561","4,459","5,084","4,018","4,387","4,249","4,816","5,549","5,885","6,526","6,800","6,920","7,488","9,392","11,229","12,870","10,248","11,354","10,724","8,225","9,835","7,809","9,676","10,522","14,750","17,468","17,823","15,383","15,630","13,761","13,737","13,555","15,265","16,964","18,493","18,437","23,049","23,489"
PE Ratio,23.84,25.62,27.02,27.96,37.31,51.54,76.20,-599.21,-219.95,-137.71,-93.52,-134.69,-170.60,-160.52,1042.86,241.21,236.96,192.50,240.68,165.36,1427.56,-428.56,-285.98,-673.75,180.88,100.31,73.49,117.50,72.80,69.54,29.48,28.59,26.25,24.92,39.24,41.23,48.01,54.90,68.57,88.07,90.45
PS Ratio,3.16,3.41,3.19,3.11,3.13,3.62,2.89,3.25,3.21,3.73,4.47,4.71,5.32,5.56,5.59,5.96,7.48,8.76,10.08,7.70,8.73,8.37,6.25,6.85,5.06,6.23,6.59,9.11,9.84,9.61,7.78,7.78,6.70,6.53,6.36,7.26,7.67,8.18,8.03,9.56,9.77
PB Ratio,4.23,4.69,5.07,4.93,4.91,5.70,4.21,4.75,4.43,5.04,6.05,6.53,7.18,7.62,7.35,7.94,9.78,12.97,14.31,7.40,8.76,8.49,6.53,7.01,5.35,6.58,6.68,9.33,9.74,9.57,6.90,7.31,6.05,5.77,5.35,5.87,6.02,6.48,6.29,7.43,7.59
P/FCF Ratio,16.76,16.87,15.50,16.57,17.92,22.08,24.28,19.77,23.77,33.31,32.43,118.80,87.42,72.99,59.28,38.91,41.52,56.74,59.10,52.55,54.59,47.38,35.58,37.62,35.00,37.22,44.97,43.37,45.20,48.41,40.86,38.85,32.18,29.68,29.55,31.12,29.15,29.44,28.68,34.88,35.62
P/OCF Ratio,15.10,15.34,14.21,14.95,15.94,19.43,20.14,17.43,20.49,27.66,27.79,72.16,59.81,54.83,48.12,33.83,37.29,49.53,50.50,40.14,39.98,35.38,27.54,32.24,31.24,34.26,41.08,41.03,43.00,46.18,38.13,36.36,30.47,28.13,28.22,29.47,27.72,28.09,27.56,33.80,34.51
Debt / Equity Ratio,0.32,0.32,0.72,0.71,0.62,0.75,0.78,0.86,0.98,0.90,0.89,0.89,0.84,0.85,0.80,0.84,0.69,0.83,0.74,0.59,0.59,0.57,0.56,1.08,1.46,1.01,0.85,0.80,1.04,0.98,0.81,0.84,0.71,0.75,0.67,0.65,0.84,0.74,0.71,0.87,0.87
Quick Ratio,0.94,0.97,0.84,0.79,0.71,0.72,0.76,0.79,0.83,0.76,0.70,0.59,0.60,0.63,0.66,0.73,0.65,0.63,0.56,1.27,1.12,1.04,1.05,0.97,1.02,1.08,1.06,1.14,0.99,1.07,1.11,0.99,1.04,1.03,1.15,1.21,0.60,0.56,0.66,0.99,0.99
