,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"7,367","8,687","9,460","9,294","7,834","7,929","8,957","9,174","14,746","12,942","12,428"
Market Cap Growth,54.98%,17.90%,8.90%,-1.75%,-15.71%,1.21%,12.96%,2.42%,60.75%,-12.24%,-
Enterprise Value,"7,388","8,742","9,695","9,887","8,416","10,990","12,788","11,840","16,275","14,927","15,445"
PE Ratio,28.42,18.21,20.81,15.36,14.13,12.81,13.65,26.13,15.48,13.80,13.58
PS Ratio,1.03,1.15,1.24,1.03,0.87,0.82,0.88,1.01,1.44,1.18,1.15
PB Ratio,3.33,4.11,4.81,4.61,3.54,3.31,3.23,3.17,4.18,3.55,3.38
P/FCF Ratio,17.55,15.86,17.94,29.78,10.79,20.44,6.73,5.46,7.84,30.05,16.78
P/OCF Ratio,12.43,12.47,13.74,18.12,8.88,14.03,5.86,4.97,7.10,21.26,13.40
EV/Sales Ratio,1.04,1.16,1.27,1.09,0.93,1.13,1.25,1.31,1.59,1.37,1.42
EV/EBITDA Ratio,10.13,9.28,9.89,9.39,7.84,9.61,9.55,14.06,9.80,8.75,9.22
EV/EBIT Ratio,12.92,11.23,11.78,11.08,9.18,11.68,12.06,21.48,11.81,10.43,11.00
EV/FCF Ratio,17.59,15.96,18.38,31.68,11.59,28.32,9.61,7.05,8.66,34.66,20.85
Debt / Equity Ratio,0.75,0.81,0.89,0.84,0.62,1.56,1.81,1.79,1.36,1.24,1.28
Debt / EBITDA Ratio,2.28,1.83,1.78,1.61,1.28,3.26,3.75,6.15,2.89,2.66,2.80
Debt / FCF Ratio,3.96,3.14,3.31,5.42,1.89,9.62,3.77,3.08,2.55,10.52,6.33
Quick Ratio,0.95,1.00,0.98,0.91,0.93,0.95,0.88,0.94,0.99,0.99,0.98
Current Ratio,0.99,1.05,1.01,0.97,0.97,1.01,0.93,0.98,1.03,1.03,1.04
Asset Turnover,0.58,0.62,0.65,0.76,0.76,0.72,0.62,0.55,0.57,0.62,0.62
Interest Coverage,4.66,9.17,9.59,9.85,10.09,7.65,5.32,2.87,7.96,8.19,6.18
Return on Equity (ROE),11.10%,22.40%,23.50%,30.60%,27.10%,28.50%,26.30%,13.20%,30.20%,26.80%,25.60%
Return on Assets (ROA),2.10%,3.90%,3.90%,5.10%,4.60%,4.60%,4.00%,2.10%,5.30%,5.30%,5.40%
Return on Capital (ROIC),9.20%,14.13%,14.53%,19.06%,17.58%,12.46%,10.61%,7.13%,13.65%,12.61%,12.49%
Earnings Yield,3.52%,5.49%,4.81%,6.51%,7.08%,7.81%,7.32%,3.83%,6.46%,7.25%,7.50%
FCF Yield,5.70%,6.31%,5.58%,3.36%,9.27%,4.89%,14.86%,18.31%,12.75%,3.33%,5.96%
Dividend Yield,1.70%,1.80%,2.10%,2.60%,3.60%,4.10%,4.10%,4.30%,2.90%,3.50%,4.07%
Payout Ratio,48.40%,33.30%,43.20%,39.50%,50.70%,52.20%,55.30%,113.30%,44.60%,48.30%,55.23%
Buyback Yield / Dilution,10.76%,0.98%,2.28%,1.85%,2.62%,2.09%,-0.57%,-0.51%,-1.32%,0.83%,2.18%
Total Shareholder Return,12.46%,2.78%,4.38%,4.45%,6.22%,6.19%,3.53%,3.79%,1.58%,4.33%,6.25%
