,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30,Current
Market Capitalization,"21,047","22,126","22,021","23,862","22,604","22,783","23,636","23,314","26,107","28,587","27,207","30,284","28,048","26,936","28,479","31,644","31,294","35,578","38,074","32,372","34,279","36,348","40,474","43,747","25,654","26,548","31,534","36,888","41,155","39,182","41,386","40,269","41,819","43,978","35,787","38,742","39,202","37,596","33,350","36,885","39,577"
Market Cap Growth,2.12%,9.14%,16.86%,11.43%,7.40%,2.97%,7.33%,-2.30%,15.50%,25.48%,15.11%,29.89%,7.43%,-5.77%,4.68%,4.49%,11.57%,32.08%,33.69%,2.30%,9.54%,2.16%,6.31%,35.14%,-25.16%,-26.96%,-22.09%,-15.68%,60.42%,47.59%,31.24%,9.17%,1.61%,12.24%,-13.53%,-3.79%,-6.26%,-14.51%,-6.81%,-4.79%,-
Enterprise Value,"23,610","24,301","24,483","26,385","24,982","24,806","26,336","27,075","29,858","32,103","34,307","37,781","35,771","34,262","36,535","39,537","39,523","43,353","45,985","40,440","42,435","43,998","49,362","52,774","34,915","35,567","39,952","45,630","49,664","47,995","51,244","50,738","52,873","54,501","46,891","50,032","50,154","48,016","44,479","48,892","51,585"
PE Ratio,21.92,23.75,23.81,27.37,26.04,33.17,36.23,30.41,32.35,30.10,26.44,29.35,26.64,23.58,24.01,26.48,24.32,24.87,25.48,21.91,21.59,21.71,23.85,24.13,18.73,123.21,-1473.15,-109.29,-167.77,74.75,60.39,51.27,41.82,32.37,24.74,27.28,25.35,21.24,18.45,17.72,19.44
PS Ratio,0.46,0.48,0.47,0.50,0.47,0.47,0.48,0.48,0.53,0.57,0.53,0.57,0.51,0.49,0.51,0.56,0.54,0.61,0.64,0.54,0.57,0.61,0.67,0.72,0.43,0.50,0.64,0.80,0.94,0.76,0.74,0.66,0.64,0.64,0.50,0.53,0.52,0.49,0.43,0.48,0.51
PB Ratio,4.02,4.20,4.14,4.47,4.26,4.33,4.46,5.92,6.58,8.22,9.01,12.23,12.04,11.31,12.74,13.95,13.31,14.19,14.43,14.93,14.51,14.52,16.49,17.31,12.64,22.91,24.26,25.85,29.49,25.23,24.73,32.98,31.65,31.82,32.09,26.97,24.89,18.72,15.69,15.34,16.46
P/FCF Ratio,19.11,22.23,24.57,25.37,23.80,21.97,33.24,20.96,21.07,19.26,13.73,18.71,18.31,17.16,20.31,16.80,19.00,23.88,22.24,21.41,19.89,20.89,25.78,31.02,20.88,28.64,17.63,27.45,24.39,26.26,62.58,44.49,61.62,37.19,30.72,32.26,22.69,17.76,16.43,15.21,16.32
P/OCF Ratio,13.15,14.82,15.89,16.05,15.02,14.65,19.19,14.83,15.50,14.38,10.87,14.03,13.47,12.07,13.82,12.53,13.78,16.51,16.24,15.13,14.28,15.07,17.51,19.46,12.08,16.40,13.26,20.48,20.37,20.58,38.19,29.96,35.74,24.55,19.46,20.20,15.86,13.11,11.93,11.45,12.29
Debt / Equity Ratio,0.59,0.52,0.57,1.42,1.44,1.39,0.58,1.11,1.10,2.14,2.60,3.37,3.68,3.44,4.01,3.90,3.88,3.32,3.30,4.07,3.67,3.26,3.81,3.78,5.67,13.01,11.08,10.17,9.61,7.61,7.13,9.70,9.03,8.24,10.35,8.21,7.43,5.56,5.50,5.39,5.39
Quick Ratio,1.05,0.91,0.93,2.01,2.02,0.92,0.99,1.02,1.00,1.65,0.92,0.95,0.90,0.80,0.85,0.82,0.85,0.70,0.76,0.72,0.75,0.77,0.80,0.71,0.89,1.33,1.27,1.28,1.16,0.93,0.82,0.74,0.68,0.65,0.64,0.64,0.67,0.68,0.70,0.76,0.76
