,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-07-03,2021-10-02,2022-01-01,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Revenue,"11,277","12,287","12,445","12,087","11,747","12,402","12,563","12,154","12,003","13,648","13,969","13,457","13,524","14,421","14,650","14,411","14,350","15,316","15,215","14,766","14,658","15,475","15,303","15,025","13,699","8,867","11,777","11,559","11,825","16,137","16,457","16,320","16,902","18,957","19,127","18,594","18,876","19,728","19,620","19,288"
Revenue Growth (YoY),3.21%,5.91%,6.24%,7.56%,4.16%,0.94%,0.94%,0.55%,2.18%,10.05%,11.19%,10.73%,12.68%,5.67%,4.88%,7.09%,6.10%,6.21%,3.86%,2.46%,2.15%,1.04%,0.58%,1.76%,-6.55%,-42.70%,-23.04%,-23.07%,-13.68%,82.00%,39.73%,41.19%,42.94%,17.48%,16.23%,13.93%,11.68%,4.07%,2.58%,3.73%
Cost of Revenue,"9,283","10,131","10,256","10,002","9,689","10,182","10,325","9,997","9,860","11,145","11,277","10,885","10,990","11,661","11,857","11,712","11,674","12,399","12,311","11,994","11,904","12,496","12,360","12,197","11,134","7,301","9,558","9,461","9,702","13,221","13,485","13,429","13,889","15,513","15,638","15,244","15,444","16,043","15,973","15,774"
Gross Profit,"1,995","2,156","2,189","2,085","2,057","2,220","2,238","2,157","2,143","2,503","2,692","2,572","2,534","2,760","2,794","2,699","2,676","2,917","2,904","2,772","2,754","2,979","2,943","2,828","2,564","1,566","2,220","2,098","2,123","2,916","2,972","2,891","3,013","3,444","3,489","3,350","3,431","3,685","3,648","3,514"
"Selling, General & Admin","1,662","1,731","1,723","1,770","1,730","2,099","1,745","1,724","1,765","1,956","2,125","2,079","2,098","2,200","2,174","2,171","2,193","2,233","2,276","2,320","2,225","2,259","2,275","2,276","2,504","2,097","1,800","1,886","1,887","2,336","2,340","2,446","2,518","2,670","2,752","2,709","2,737","2,716","2,844","2,814"
Operating Expenses,"1,662","1,731","1,723","1,770","1,730","2,099","1,745","1,724","1,765","1,956","2,125","2,079","2,098","2,200","2,174","2,171","2,193","2,233","2,276","2,320","2,225","2,259","2,275","2,276","2,504","2,097","1,800","1,886","1,887","2,336","2,340","2,446","2,518","2,670","2,752","2,709","2,737","2,716","2,844","2,814"
Operating Income,332.63,424.52,465.61,315.45,327.31,121,493.47,432.58,377.62,546.83,566.83,492.42,435.96,559.4,619.37,528.55,482.2,683.94,628.14,451.9,529.59,720.53,668.32,552.49,60.27,-531.58,419.58,212.06,235.92,579.63,631.68,444.91,495.73,774.18,736.8,640.82,694.18,969.4,803.58,700.04
Interest Expense / Income,32.22,31.21,30.93,77.04,69.55,77.28,126.91,47.24,57.7,74.31,73.62,72.23,81,76.02,80.88,85.99,136.15,92.47,89.02,87.11,94.51,89.78,83.34,76.76,83.85,164.27,146.72,146.5,145.77,441.15,128.21,242.9,124.02,128.51,124.15,132.04,134.93,135.63,134.33,149.68
Other Expense / Income,3.72,-7.22,-2.19,2.21,-8.58,-25.03,-15.24,-7.76,-6.95,141.3,-7.22,-2.32,-4.82,-0.14,-7.98,-9.16,-18.83,-1.69,1.13,10.2,4.12,-51.56,3.11,-0.81,5.2,40.4,14.12,-15.56,-12.71,-3.54,-3.25,-10.68,-13.78,3.79,17.75,330.31,5.21,-124.17,6.64,5.25
Pretax Income,296.68,400.53,436.87,236.2,266.34,68.75,381.81,393.11,326.87,331.22,500.43,422.51,359.77,483.53,546.46,451.73,364.88,593.16,537.99,354.59,430.95,682.31,581.87,476.54,-28.78,-736.25,258.74,81.12,102.85,142.02,506.72,212.69,385.49,641.88,594.9,178.48,554.04,957.94,662.61,545.12
Income Tax,115.75,146.36,158.05,78.22,89.38,-4.28,137.39,120.71,109.74,115.55,176.54,147.34,121.5,178.35,178.82,167.62,34.8,144.23,106.95,87.21,-9.13,146.54,128.09,93.13,-25.48,-117.83,41.84,13.83,13.93,-9.08,128.71,45.25,82.16,131.89,129.33,37.26,124.43,224.2,159.22,129.88
Net Income,180.94,254.17,278.81,157.98,176.96,73.03,244.42,272.4,217.14,215.67,323.89,275.17,238.28,305.17,367.64,284.11,330.09,448.93,431.04,267.38,440.08,535.77,453.78,383.41,-3.3,-618.42,216.9,67.29,88.93,151.09,378.01,167.44,303.33,509.99,465.57,141.22,429.6,733.74,503.39,415.24
Net Income Growth,-10.17%,-10.20%,-2.37%,-25.07%,-2.20%,-71.27%,-12.34%,72.43%,22.71%,195.33%,32.51%,1.02%,9.74%,41.50%,13.51%,3.25%,38.53%,47.11%,17.25%,-5.89%,33.32%,19.34%,5.28%,43.40%,-,-,-52.20%,-82.45%,-,-,74.28%,148.84%,241.09%,237.53%,23.16%,-15.66%,41.63%,43.87%,8.12%,194.05%
Shares Outstanding (Basic),586,587,588,591,594,595,597,567,566,562,555,545,539,534,527,521,522,521,521,518,514,515,513,510,509,508,509,510,511,513,513,511,508,511,508,508,508,507,505,504
Shares Outstanding (Diluted),590,591,593,596,599,599,601,571,571,567,561,550,544,539,533,527,528,528,529,525,520,520,519,516,513,509,511,513,515,516,516,515,512,513,510,510,510,509,507,506
Shares Change,-0.41%,-1.03%,0.31%,1.36%,1.43%,1.33%,1.26%,-4.10%,-4.69%,-5.45%,-6.63%,-3.69%,-4.69%,-4.91%,-4.97%,-4.20%,-2.96%,-1.99%,-0.76%,-0.50%,-1.55%,-1.51%,-1.94%,-1.73%,-1.38%,-2.09%,-1.55%,-0.54%,0.38%,1.36%,0.99%,0.36%,-0.46%,-0.53%,-1.05%,-0.86%,-0.47%,-0.96%,-0.65%,-0.83%
