,2014-02-16,2014-05-11,2014-08-31,2014-11-23,2015-02-15,2015-05-10,2015-08-30,2015-11-22,2016-02-14,2016-05-08,2016-08-28,2016-11-20,2017-02-12,2017-05-07,2017-09-03,2017-11-26,2018-02-18,2018-05-13,2018-09-02,2018-11-25,2019-02-17,2019-05-12,2019-09-01,2019-11-24,2020-02-16,2020-05-10,2020-08-30,2020-11-22,2021-02-14,2021-05-09,2021-08-29,2021-11-21,2022-02-13,2022-05-08,2022-08-28,2022-11-20,2023-02-12,2023-05-07,2023-09-03,2023-11-26,Current
Market Capitalization,"51,052","50,757","53,069","61,164","64,798","64,183","61,506","71,341","65,373","64,292","71,812","65,726","75,549","79,097","69,403","74,996","84,115","85,903","102,237","96,432","95,353","108,659","129,632","131,594","140,616","135,097","153,814","168,161","156,252","170,075","199,081","235,841","226,004","223,101","235,577","231,779","221,860","221,325","241,184","261,819","321,255"
Market Cap Growth,14.70%,5.75%,8.63%,11.80%,26.93%,26.45%,15.90%,16.64%,0.89%,0.17%,16.76%,-7.87%,15.57%,23.03%,-3.35%,14.10%,11.34%,8.60%,47.31%,28.58%,13.36%,26.49%,26.80%,36.46%,47.47%,24.33%,18.65%,27.79%,11.12%,25.89%,29.43%,40.25%,44.64%,31.18%,18.33%,-1.72%,-1.83%,-0.80%,2.38%,12.96%,-
Enterprise Value,"49,555","48,467","50,847","58,579","62,375","63,404","61,222","71,184","65,493","63,385","72,244","64,702","74,656","77,351","70,197","74,589","84,790","85,351","101,555","94,959","94,723","106,990","127,011","130,823","139,946","134,953","150,676","163,937","157,266","169,177","197,039","232,480","222,954","220,306","233,567","229,152","217,294","216,621","234,834","253,302","312,738"
PE Ratio,25.99,25.66,25.79,28.73,28.62,27.82,25.88,30.22,28.31,27.50,30.56,27.22,31.69,31.15,25.91,27.04,28.42,28.54,32.62,29.57,27.65,30.14,35.43,35.22,37.22,36.41,38.43,38.89,35.97,35.99,39.76,45.66,41.00,39.52,40.31,39.39,36.67,36.89,38.33,40.17,49.35
PS Ratio,0.47,0.46,0.47,0.53,0.56,0.55,0.53,0.61,0.56,0.55,0.61,0.55,0.62,0.64,0.54,0.56,0.62,0.62,0.72,0.67,0.65,0.73,0.85,0.85,0.89,0.84,0.92,0.97,0.88,0.91,1.02,1.16,1.08,1.03,1.04,1.00,0.95,0.94,1.00,1.07,1.31
PB Ratio,4.43,4.30,4.31,4.95,6.35,6.06,5.79,6.58,5.94,5.59,5.95,5.49,6.07,7.99,6.44,6.77,7.16,7.07,7.99,7.32,6.88,7.50,8.50,8.30,8.46,8.04,8.41,11.32,9.98,10.32,11.34,12.77,11.64,11.17,11.41,10.80,9.73,9.39,9.63,10.01,12.29
P/FCF Ratio,36.39,32.23,26.65,27.81,29.18,33.02,32.51,50.42,50.52,34.13,111.68,24.59,30.43,36.77,16.43,22.84,28.93,25.55,36.45,31.45,35.86,42.25,38.60,39.90,33.66,34.25,25.42,26.20,26.90,24.60,37.07,40.53,37.47,54.41,67.29,81.30,40.52,38.01,35.76,29.74,36.49
P/OCF Ratio,14.32,13.70,13.32,14.66,14.86,15.66,14.35,17.98,16.94,14.32,21.81,12.46,15.18,16.75,10.32,12.63,15.14,14.19,17.71,16.22,16.98,19.34,20.40,20.95,19.75,19.55,17.36,17.88,17.71,16.58,22.22,24.65,22.76,28.51,31.87,34.37,23.27,22.47,21.79,19.97,24.51
Debt / Equity Ratio,0.43,0.42,0.41,0.41,0.49,0.57,0.58,0.56,0.45,0.44,0.43,0.43,0.41,0.40,0.61,0.58,0.55,0.53,0.51,0.49,0.47,0.45,0.45,0.58,0.48,0.69,0.56,0.69,0.66,0.62,0.58,0.55,0.48,0.45,0.44,0.42,0.40,0.38,0.35,0.36,0.36
Quick Ratio,0.56,0.57,0.59,0.55,0.48,0.48,0.46,0.42,0.41,0.43,0.38,0.40,0.40,0.34,0.41,0.41,0.41,0.44,0.45,0.43,0.41,0.43,0.47,0.45,0.47,0.58,0.60,0.49,0.42,0.45,0.47,0.46,0.46,0.43,0.42,0.42,0.50,0.51,0.52,0.55,0.55
