,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,252.21,141.74,158.09,241.1,142.64,208.14,172.32,206.14,155.43,237.93,197.44,356.39,242.24,235.88,165.23,238.25,237.57,141.64,254.66,192.49,385.73,170.37,168.28,279.68,167.65,167.97,170.83,147.7,341.13,142.22,447.95,78.91,335.21,262.04,138.69,494.75,241.29,146.9,367.92,172.03
Depreciation & Amortization,105.15,106.37,110.4,111.84,114.08,116.85,118.63,120.18,122.26,127.22,132.47,131.73,140.02,140.62,141.44,144.99,157.1,159.06,156.68,156.54,158.91,162.06,162.69,165.46,171.37,177.91,176.25,175.35,177.82,183.3,184.47,193.79,197.04,201.79,199.3,206.66,207.23,204.74,200.55,200.98
Share-Based Compensation,6.44,3.62,2.58,4.16,3.57,4.04,4.22,3.73,3.34,3.84,4.65,3.62,2.98,4.32,5.34,4.32,3.94,4.03,6.1,5.49,4.66,5.62,8.1,7.09,4.81,5.34,6.53,5.88,3.85,5.38,7.8,7.48,4.85,6.97,10.71,9.09,7.09,7.92,7.19,6.73
Other Operating Activities,-109.41,-31.4,-81.66,-125.38,-15.08,-92.66,-39.65,-27.68,-0.63,-91.2,-59.16,-184.19,-85.69,-80.92,-36.24,-29.44,-76.14,11.18,-108.06,0.75,-228.76,23.74,-63.13,-75.04,-36.94,-9.52,-66.4,4.22,-265.26,-0.76,-401.74,62.93,-245.66,-127.12,-52.34,-270.11,-114.12,36.55,-229.2,91.52
Operating Cash Flow,254.39,220.32,189.39,231.72,245.21,236.38,255.52,302.37,280.4,277.78,275.4,307.55,299.55,299.9,275.76,358.12,322.48,315.91,309.38,355.26,320.55,361.79,275.95,377.19,306.88,341.7,287.21,333.16,257.54,330.15,238.48,343.11,291.43,343.68,296.37,440.39,341.49,396.12,346.46,471.26
Operating Cash Flow Growth,53.58%,170.70%,1.92%,14.31%,-3.61%,7.29%,34.92%,30.49%,14.35%,17.52%,7.78%,1.71%,6.83%,7.96%,0.13%,16.44%,7.66%,5.34%,12.19%,-0.80%,-0.60%,14.52%,-10.81%,6.17%,-4.27%,-5.55%,4.08%,-11.67%,-16.08%,-3.38%,-16.97%,2.99%,13.16%,4.10%,24.27%,28.35%,17.18%,15.26%,16.90%,7.01%
Capital Expenditures,-476.5,-289.94,-283.67,-326.96,-441.09,-587.31,-330.2,-393.56,-314.12,-451.49,-334.43,-525.87,-355.4,-270.02,-254.6,-493.79,-497.85,-318.27,-325.24,-367.21,-554.78,-390.18,-374.69,-410.53,-438.02,-289.37,-160.08,-214.46,-317.03,-228.63,-275.38,-475.36,-600.43,-359.41,-289.84,-615.87,-367.64,-263.84,-271.15,-374.66
Acquisitions,486.68,65.91,173.04,139.91,116.89,153,18.9,107.51,105.36,126.45,-72.29,442.87,137.54,166.16,116.07,129.05,156.56,-1.75,295.89,166.08,447.59,70.73,96.09,254.36,1.14,152.06,121.78,69.68,453.35,80.08,538.98,78.75,286.59,267.74,40.11,622.98,169.26,3.96,252.8,108.1
Change in Investments,-31.12,0,23.14,2.07,3.94,-7.89,15.01,-6.12,-1.01,0,0,-11.07,-5.85,-4.8,-12.74,-13.37,13.31,0.69,31.95,15.41,12.99,6.26,-5.79,-0.06,1.67,0.78,1.25,1.13,1.48,-7.41,8.85,-35.64,5.54,1.47,-16.58,0.91,-13.55,-7.46,-12.19,-18.43
Other Investing Activities,34.78,-0.34,0.34,-,-,-,44.14,-,-3.23,-59.68,78.95,-60.03,57.95,-0.23,6.42,7.08,-12.66,0.06,-,6.95,-7,-,7.56,-10.95,-1.46,0.46,-12.01,7.45,4.1,-,-27.29,27.29,-,-,-,-,-,-,-,-
