,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"15,301","16,995","18,429","18,493","21,569","23,010","21,133","23,234","25,203","26,058","24,743","24,420","24,327","25,214","26,478","24,637","24,636","22,711","23,757","25,038","24,058","27,803","28,324","30,072","29,287","20,698","21,763","21,019","22,397","25,744","29,134","30,945","35,297","34,710","27,160","25,755","22,596","23,515","26,876","24,390","25,154"
Market Cap Growth,15.49%,17.27%,5.58%,12.45%,40.97%,35.39%,14.67%,25.63%,16.85%,13.25%,17.08%,5.10%,-3.48%,-3.24%,7.01%,0.89%,1.27%,-9.93%,-10.28%,1.63%,-2.35%,22.42%,19.23%,20.11%,21.74%,-25.55%,-23.17%,-30.11%,-23.52%,24.38%,33.87%,47.22%,57.59%,34.83%,-6.78%,-16.77%,-35.98%,-32.25%,-1.04%,-5.30%,-
Enterprise Value,"21,055","22,900","24,165","24,199","27,453","29,274","27,451","29,120","31,155","32,293","31,289","31,004","31,028","31,851","33,177","31,548","31,764","30,039","30,978","32,290","30,880","34,788","35,484","37,236","36,596","28,106","29,161","28,583","29,830","33,232","36,358","38,463","43,023","42,426","35,067","33,451","30,341","31,363","34,147","31,711","32,572"
PE Ratio,43.33,40.52,34.05,23.32,31.55,30.68,27.65,31.86,33.97,33.76,31.05,25.78,23.53,24.43,26.49,27.95,28.09,29.02,27.24,30.30,24.69,27.71,30.89,29.95,37.26,26.42,27.68,32.13,27.06,32.10,27.00,30.63,35.15,30.88,33.33,20.93,19.88,23.02,21.49,26.28,27.06
PS Ratio,10.46,10.88,11.54,11.29,12.80,13.32,11.93,12.80,13.58,13.56,12.58,12.16,11.89,12.25,12.69,11.61,11.41,10.34,10.63,11.07,10.53,12.14,12.33,13.02,12.60,8.77,9.22,8.98,9.73,11.44,13.03,13.76,15.38,14.72,11.13,10.20,8.71,8.86,9.95,8.93,9.24
PB Ratio,1.78,1.98,2.09,2.05,2.38,2.53,2.29,2.36,2.56,2.65,2.51,2.43,2.39,2.46,2.58,2.38,2.37,2.20,2.29,2.41,2.26,2.59,2.64,2.78,2.67,1.90,2.00,1.97,2.08,2.41,2.67,2.87,3.23,3.16,2.49,2.30,2.01,2.11,2.28,2.07,2.14
P/FCF Ratio,-10.72,-28.12,-35.94,-38.43,-47.40,-31.25,-29.49,-32.60,-45.78,-69.80,-69.18,-50.37,-47.99,-83.12,-118.66,-175.37,-94.76,-77.72,-72.15,-121.81,-90.99,-95.73,-75.87,-76.19,-100.43,-98.15,1452.40,125.84,93.84,89.43,235.26,-243.45,-93.72,-70.28,-60.30,-52.17,-107.19,-374.38,4501.12,87.72,90.81
P/OCF Ratio,21.12,19.69,21.26,20.64,24.33,25.49,21.81,22.35,23.45,23.35,21.78,21.40,20.97,21.32,22.39,19.98,19.61,17.85,18.19,19.22,18.49,20.64,21.56,22.52,22.16,15.90,16.57,16.56,18.36,21.31,25.13,26.46,29.34,28.53,21.31,18.77,15.89,15.95,17.63,15.68,16.23
Debt / Equity Ratio,0.71,0.74,0.71,0.69,0.72,0.72,0.70,0.64,0.66,0.66,0.69,0.68,0.69,0.68,0.68,0.69,0.71,0.74,0.73,0.72,0.66,0.67,0.70,0.69,0.68,0.76,0.72,0.73,0.72,0.72,0.71,0.74,0.76,0.74,0.75,0.73,0.75,0.74,0.70,0.69,0.69
Interest Coverage,6.65,4.33,4.62,6.20,4.17,5.57,4.89,5.77,4.68,6.48,5.24,8.45,5.88,5.79,4.30,5.99,5.52,3.57,5.50,4.56,7.99,4.56,4.36,6.65,4.13,4.01,4.18,3.77,7.57,3.69,8.98,2.45,7.09,5.68,3.36,9.73,5.32,3.65,8.13,4.67,5.40
Return on Capital (ROIC),Upgrade,2.08%,2.71%,3.38%,3.84%,3.89%,3.91%,4.14%,4.14%,4.27%,4.58%,4.50%,4.62%,4.53%,4.38%,4.42%,4.39%,4.46%,4.49%,4.54%,4.58%,4.66%,4.65%,4.53%,4.47%,4.46%,4.28%,4.33%,4.18%,3.79%,3.47%,3.19%,3.05%,3.13%,3.29%,3.56%,3.78%,3.85%,4.06%,4.09%,4.12%
Dividend Yield,3.60%,3.30%,3.10%,3.20%,2.80%,2.70%,3.00%,2.80%,2.70%,2.70%,2.90%,3.00%,3.00%,3.00%,2.90%,3.10%,3.20%,3.50%,3.40%,3.20%,3.40%,3.00%,2.90%,2.80%,2.90%,4.20%,4.00%,4.20%,4.00%,3.40%,3.00%,2.20%,2.50%,2.60%,3.30%,4.30%,3.90%,3.80%,3.40%,3.80%,3.84%
Payout Ratio,54.00%,106.40%,95.10%,63.40%,108.40%,79.60%,96.20%,81.20%,111.60%,78.00%,93.80%,51.90%,76.70%,82.60%,118.30%,82.10%,82.60%,142.70%,79.90%,105.80%,52.70%,123.60%,125.60%,76.00%,126.70%,133.60%,131.40%,151.40%,65.40%,155.90%,49.50%,0.00%,132.50%,85.00%,160.60%,44.90%,91.90%,157.10%,63.70%,136.40%,103.50%
Buyback Yield / Dilution,-32.45%,-13.12%,-0.18%,-1.38%,-2.01%,-2.03%,-1.99%,-1.31%,-3.69%,-3.75%,-3.76%,-3.32%,-0.33%,-0.24%,-0.45%,-0.56%,-0.55%,-0.56%,-0.31%,-0.10%,-0.10%,-0.30%,-0.86%,-1.04%,-1.04%,-1.54%,-0.95%,-0.78%,0.04%,0.79%,0.80%,0.80%,-0.09%,-0.16%,-0.15%,-0.15%,-0.11%,-0.12%,-1.56%,-1.56%,-1.56%
Total Shareholder Return,-28.85%,-9.82%,2.92%,1.82%,0.79%,0.67%,1.01%,1.49%,-0.99%,-1.05%,-0.86%,-0.32%,2.67%,2.76%,2.45%,2.54%,2.65%,2.94%,3.09%,3.10%,3.30%,2.70%,2.04%,1.76%,1.86%,2.66%,3.05%,3.42%,4.04%,4.19%,3.80%,3.00%,2.41%,2.44%,3.15%,4.15%,3.79%,3.68%,1.84%,2.24%,2.26%
