,2013-12-28,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-03-26,2016-06-25,2016-09-24,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-03-26,2022-06-25,2022-09-24,2022-12-31,2023-04-01,2023-07-01,2023-09-30,Current
Market Capitalization,"9,824","10,061","10,146","9,936","11,570","11,632","12,162","10,934","13,027","13,765","14,023","13,451","12,211","13,461","14,519","12,964","10,968","10,330","11,188","13,019","11,878","9,101","10,420","9,278","9,770","7,170","8,090","8,393","9,399","9,685","10,554","10,910","10,391","12,051","10,670","9,166","10,826","10,705","10,624","9,696","9,830"
Market Cap Growth,39.63%,24.14%,21.63%,11.02%,17.77%,15.61%,19.87%,10.04%,12.59%,18.34%,15.30%,23.02%,-6.26%,-2.21%,3.54%,-3.63%,-10.18%,-23.26%,-22.94%,0.43%,8.30%,-11.90%,-6.86%,-28.73%,-17.75%,-21.22%,-22.36%,-9.54%,-3.80%,35.08%,30.45%,29.98%,10.55%,24.43%,1.10%,-15.99%,4.19%,-11.17%,-0.43%,5.78%,-
Enterprise Value,"10,121","10,724","10,813","10,685","12,212","12,404","12,851","11,672","13,764","14,801","14,914","14,444","13,368","14,797","15,847","14,440","12,459","12,199","13,254","15,057","13,761","10,551","11,807","10,542","10,662","8,136","9,147","9,256","9,980","10,542","11,493","11,913","11,490","13,144","11,770","10,431","12,206","12,238","12,369","11,817","11,951"
PE Ratio,22.77,22.75,22.55,21.73,24.82,24.89,25.93,22.68,27.19,28.13,28.53,27.04,24.10,25.22,26.41,23.40,27.00,25.46,27.23,33.01,22.17,18.01,21.77,18.64,14.06,10.02,13.72,14.20,23.27,22.02,17.40,17.41,16.47,18.65,16.42,14.37,20.12,22.40,23.20,21.79,22.38
PS Ratio,1.03,1.04,1.02,0.98,1.12,1.12,1.17,1.04,1.23,1.26,1.26,1.19,1.06,1.14,1.21,1.06,1.24,1.25,1.49,1.95,1.26,0.96,1.08,0.95,0.98,0.71,0.87,0.87,0.93,0.91,0.89,0.89,0.84,0.95,0.84,0.73,0.86,0.85,0.84,0.76,0.77
PB Ratio,3.53,3.57,3.56,3.53,4.11,4.26,4.25,3.72,4.52,4.72,4.76,4.65,4.37,4.83,4.96,4.31,3.90,3.56,3.84,4.38,4.01,3.25,3.69,3.28,3.26,2.41,2.71,2.66,2.81,2.88,3.14,3.16,3.03,3.36,2.97,2.54,3.14,3.08,2.98,2.66,2.69
P/FCF Ratio,16.27,17.34,20.49,19.45,22.67,21.46,22.03,22.36,23.95,27.78,24.63,20.99,21.33,22.70,26.97,26.40,22.70,22.05,21.09,22.75,19.36,14.04,19.83,15.87,16.91,10.50,18.55,17.61,17.09,17.82,13.48,15.10,16.47,18.37,16.47,17.36,21.40,25.01,19.97,14.94,15.15
P/OCF Ratio,14.79,15.55,17.76,16.75,19.53,18.73,19.32,19.44,21.16,24.39,22.12,19.08,19.00,20.16,23.44,22.66,20.11,19.60,19.08,20.71,17.35,12.61,17.45,14.15,14.94,9.36,15.79,15.50,15.69,16.60,12.67,13.93,14.64,16.28,14.46,14.67,17.98,19.97,16.27,12.34,12.51
Debt / Equity Ratio,0.17,0.28,0.27,0.29,0.26,0.30,0.26,0.27,0.28,0.38,0.32,0.37,0.44,0.50,0.48,0.52,0.59,0.68,0.75,0.73,0.66,0.55,0.52,0.47,0.33,0.53,0.45,0.44,0.30,0.30,0.33,0.32,0.36,0.34,0.34,0.38,0.43,0.48,0.53,0.63,0.63
Quick Ratio,0.80,0.77,0.83,0.74,0.68,0.75,0.74,0.71,0.61,0.68,0.71,0.71,0.57,0.62,0.67,0.67,0.60,0.59,0.53,0.54,0.38,0.68,0.71,0.71,0.66,0.82,0.61,0.75,0.81,0.69,0.73,0.73,0.68,0.73,0.73,0.76,0.70,0.73,0.71,0.83,0.83
Current Ratio,1.83,1.78,1.89,1.72,1.64,1.81,1.78,1.74,1.51,1.65,1.72,1.61,1.44,1.48,1.55,1.55,1.44,1.44,1.29,1.30,1.30,1.66,1.70,1.63,1.58,1.64,1.48,1.49,1.66,1.68,1.79,1.70,1.67,1.79,1.83,1.84,1.79,1.82,1.72,1.97,1.97
Interest Coverage,37.93,29.86,31.26,27.45,29.08,25.36,28.30,29.10,27.43,24.47,23.95,26.42,20.99,16.69,16.93,15.70,11.29,11.43,11.16,7.76,8.17,10.16,12.76,15.75,40.86,22.53,-0.12,16.36,15.83,38.17,30.00,31.29,24.88,35.00,27.50,25.50,4.65,12.43,10.53,8.04,8.72
Return on Capital (ROIC),Upgrade,14.36%,13.12%,13.28%,13.11%,13.79%,13.82%,13.77%,13.69%,13.79%,12.92%,13.38%,13.30%,13.45%,13.66%,13.66%,13.12%,9.96%,8.68%,7.90%,7.04%,10.22%,11.50%,11.53%,12.74%,14.23%,12.65%,10.25%,10.04%,9.96%,10.78%,14.30%,14.06%,13.97%,13.78%,13.90%,13.36%,11.48%,10.03%,9.26%,8.39%
Buyback Yield / Dilution,2.78%,2.56%,2.26%,2.24%,1.59%,2.08%,2.01%,1.60%,1.93%,2.33%,2.20%,2.65%,3.67%,3.46%,3.47%,3.32%,2.95%,3.52%,3.07%,2.94%,2.15%,1.93%,3.09%,3.28%,3.67%,5.33%,4.73%,3.69%,2.43%,-0.21%,0.49%,1.41%,2.18%,2.90%,1.97%,2.83%,3.56%,4.45%,5.04%,4.12%,4.12%
Total Shareholder Return,2.78%,2.56%,2.26%,2.24%,1.59%,2.08%,2.01%,1.60%,1.93%,2.33%,2.20%,2.65%,3.67%,3.46%,3.47%,3.32%,2.95%,3.52%,3.07%,2.94%,2.15%,1.93%,3.09%,3.28%,3.67%,5.33%,4.73%,3.69%,2.43%,-0.21%,0.49%,1.41%,2.18%,2.90%,1.97%,2.83%,3.56%,4.45%,5.04%,4.12%,4.12%
