,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"64,564","68,626","57,891","65,206","78,564","93,631","94,537","91,491","85,156","83,611","87,354","91,787","93,239","87,579","87,213","73,455","68,247","61,870","68,040","80,366","67,164","45,112","46,232","53,195","40,537","37,668","32,946","32,913","41,414","45,519","43,898","38,779","39,788","37,859","30,301","35,890","30,645","26,203","21,849","17,226","18,955"
Market Cap Growth,66.86%,51.65%,27.44%,16.36%,21.68%,36.44%,63.30%,40.31%,8.39%,-10.70%,-7.60%,0.32%,9.49%,4.75%,-0.16%,-19.97%,-26.80%,-29.35%,-21.98%,9.41%,-1.59%,-27.09%,-32.05%,-33.81%,-39.64%,-16.50%,-28.74%,-38.13%,2.16%,20.84%,33.24%,17.82%,-3.92%,-16.83%,-30.97%,-7.45%,-22.98%,-30.79%,-27.89%,-52.00%,-
Enterprise Value,"67,853","71,027","59,735","66,875","92,621","105,429","105,920","103,198","95,596","93,845","96,575","101,061","100,328","94,536","96,847","85,630","82,170","75,095","81,652","95,376","84,387","61,883","62,045","93,419","80,591","77,621","72,068","72,621","81,037","84,284","76,097","72,859","75,437","70,678","65,778","67,170","66,382","61,672","54,643","50,179","51,908"
PE Ratio,23.14,23.83,29.96,31.67,23.21,23.57,22.40,20.42,25.28,26.38,20.93,22.30,21.95,20.34,21.39,19.10,16.51,14.34,13.54,15.09,13.09,9.37,11.61,14.37,11.61,49.56,72.25,-47.22,-67.12,19.90,17.27,6.03,6.33,7.04,6.99,-12.11,-9.75,-7.90,-7.09,30.01,33.30
PS Ratio,0.87,0.91,0.76,0.84,0.93,1.00,0.91,0.81,0.73,0.71,0.74,0.79,0.80,0.75,0.74,0.61,0.55,0.48,0.52,0.60,0.49,0.33,0.39,0.44,0.35,0.33,0.27,0.27,0.33,0.35,0.33,0.29,0.29,0.28,0.23,0.27,0.23,0.19,0.16,0.12,0.13
PB Ratio,3.11,3.20,2.82,3.16,2.55,2.97,3.06,2.98,2.89,2.71,2.92,3.13,3.10,2.86,3.18,2.83,2.50,2.23,2.62,3.14,2.71,1.87,1.97,2.25,1.71,1.82,1.60,1.64,1.96,2.06,1.87,1.48,1.49,1.44,1.20,1.74,1.45,1.24,1.09,0.88,0.97
P/FCF Ratio,23.84,28.06,20.77,17.62,21.67,21.44,21.42,22.27,16.54,15.40,13.39,14.62,13.64,13.35,14.77,11.51,11.97,10.24,9.87,12.84,14.12,10.25,11.88,11.62,7.69,8.64,8.02,7.84,9.87,9.13,10.51,9.56,10.97,11.01,14.00,25.58,31.21,-31.92,154.96,-32.56,-32.56
P/OCF Ratio,17.27,18.89,14.87,13.61,15.73,16.89,16.69,17.05,13.28,12.49,11.13,12.01,11.45,11.09,12.02,9.50,9.64,8.29,8.23,10.41,10.75,7.48,8.26,8.59,5.89,6.52,6.01,5.86,7.45,7.12,7.90,7.10,7.68,7.49,7.77,10.90,10.37,20.08,9.68,11.61,12.77
Debt / Equity Ratio,0.24,0.21,0.22,0.70,0.55,0.51,0.47,0.46,0.48,0.44,0.64,0.64,0.63,0.63,0.47,0.54,0.57,0.54,0.55,0.62,0.73,0.73,0.72,1.73,1.72,1.96,1.92,2.03,1.93,1.81,1.43,1.46,1.41,1.42,1.40,1.73,1.77,1.73,1.67,1.73,1.73
Quick Ratio,0.54,0.61,0.66,1.66,0.60,0.70,0.59,0.56,0.63,0.62,0.94,0.89,0.99,0.86,0.53,0.42,0.40,0.42,0.34,0.32,0.34,0.32,0.32,0.28,0.29,0.29,0.17,0.30,0.19,0.19,0.31,0.41,0.32,0.39,0.22,0.32,0.27,0.26,0.25,0.26,0.26
Current Ratio,1.42,1.42,1.38,2.36,1.24,1.30,1.19,1.20,1.25,1.25,1.52,1.50,1.56,1.30,1.07,0.96,0.90,0.93,0.82,0.80,0.79,0.76,0.73,0.67,0.66,0.69,0.67,0.69,0.84,0.77,0.72,0.83,0.74,0.78,0.75,0.70,0.63,0.63,0.63,0.66,0.66
Interest Coverage,30.92,31.60,4.21,22.29,17.90,12.32,0.85,10.25,9.79,10.69,8.23,8.36,8.59,9.58,5.81,8.03,13.26,10.24,11.51,9.09,8.64,7.32,6.72,6.28,8.02,-10.83,4.89,-2.79,8.80,3.65,14.78,45.83,11.55,1.44,-5.19,-45.98,6.48,-0.23,-1.14,-0.42,1.16
Return on Capital (ROIC),Upgrade,10.61%,10.86%,1.90%,1.87%,2.14%,2.95%,8.45%,9.64%,9.67%,9.75%,9.08%,9.02%,9.23%,9.35%,11.41%,11.39%,11.12%,11.43%,13.32%,13.14%,12.37%,11.80%,10.58%,6.22%,5.75%,1.19%,0.58%,0.36%,-0.02%,4.46%,4.00%,4.08%,4.59%,0.19%,-0.91%,-14.08%,-14.91%,-12.64%,-12.88%,-1.48%
Dividend Yield,1.80%,1.80%,2.10%,1.90%,1.60%,1.60%,1.60%,1.70%,1.80%,1.90%,1.80%,1.70%,1.70%,1.90%,1.90%,2.10%,2.30%,2.60%,2.40%,2.00%,2.40%,3.60%,3.50%,3.00%,4.00%,4.30%,4.80%,4.90%,3.90%,3.60%,3.70%,4.20%,4.10%,4.40%,5.50%,4.60%,5.40%,6.30%,7.60%,9.60%,4.55%
