,2014-03-29,2014-06-28,2014-09-27,2014-12-27,2015-03-28,2015-06-27,2015-09-26,2015-12-26,2016-04-02,2016-07-02,2016-10-01,2016-12-31,2017-04-01,2017-07-01,2017-09-30,2017-12-30,2018-03-31,2018-06-30,2018-09-29,2018-12-29,2019-03-30,2019-06-29,2019-09-28,2019-12-28,2020-03-28,2020-06-27,2020-09-26,2020-12-26,2021-03-27,2021-06-26,2021-09-25,2021-12-25,2022-04-02,2022-07-02,2022-10-01,2022-12-31,2023-04-01,2023-07-01,2023-09-30,2023-12-30
Revenue,"12,764","13,831","14,554","14,721","12,781","13,195","14,465","14,914","13,702","13,533","15,778","16,374","14,796","14,763","16,149","17,053","16,066","16,962","19,163","18,657","16,061","16,505","19,190","20,209","19,828","19,728","18,333","19,978","19,673","19,631","19,192","20,528","18,353","15,321","15,338","14,042","11,715","12,949","14,158","15,406"
Revenue Growth (YoY),1.46%,7.96%,7.94%,6.41%,0.13%,-4.60%,-0.61%,1.31%,7.21%,2.56%,9.08%,9.79%,7.98%,9.09%,2.35%,4.15%,8.58%,14.90%,18.66%,9.41%,-0.03%,-2.69%,0.14%,8.32%,23.45%,19.53%,-4.47%,-1.14%,-0.78%,-0.49%,4.69%,2.75%,-6.71%,-21.96%,-20.08%,-31.60%,-36.17%,-15.48%,-7.69%,9.71%
Cost of Revenue,"5,151","4,914","5,096","5,100","5,051","4,947","5,354","5,324","5,572","5,560","5,795","6,227","5,636","5,667","6,085","6,275","6,335","6,543","6,803","7,430","6,972","6,627","7,895","8,331","7,812","9,221","8,592","8,630","8,819","8,425","8,446","9,519","9,109","9,734","8,803","8,542","7,707","8,311","8,140","8,359"
Gross Profit,"7,613","8,917","9,458","9,621","7,730","8,248","9,111","9,590","8,130","7,973","9,983","10,147","9,160","9,096","10,064","10,778","9,731","10,419","12,360","11,227","9,089","9,878","11,295","11,878","12,016","10,507","9,741","11,348","10,854","11,206","10,746","11,009","9,244","5,587","6,535","5,500","4,008","4,638","6,018","7,047"
"Selling, General & Admin","2,047","2,061","1,979","2,049","1,953","1,949","1,910","2,118","2,226","2,007","2,006","2,138","2,099","1,850","1,661","1,842","1,900","1,725","1,605","1,720","1,583","1,639","1,536","1,592","1,541","1,447","1,435","1,757","1,328","1,599","1,674","1,942","1,752","1,800","1,744","1,706","1,303","1,374","1,340","1,617"
Research & Development,"2,846","2,859","2,842","2,990","2,995","3,087","2,927","3,119","3,246","3,145","3,069","3,225","3,311","3,262","3,209","3,253","3,311","3,371","3,428","3,433","3,332","3,438","3,208","3,384","3,275","3,354","3,272","3,655","3,623","3,715","3,803","4,049","4,362","4,400","4,302","4,464","4,109","4,080","3,870","3,987"
Other Operating Expenses,210,153,97,129,167,316,82,54,90,"1,503",446,-1,118,142,53,248,50,50,-22,-150,0,184,104,105,162,9,-25,52,"2,209",346,42,29,"-1,211",87,664,462,64,200,816,"-1,142"
Operating Expenses,"5,103","5,073","4,918","5,168","5,115","5,352","4,919","5,291","5,562","6,655","5,521","5,362","5,528","5,254","4,923","5,343","5,261","5,146","5,011","5,003","4,915","5,261","4,848","5,081","4,978","4,810","4,682","5,464","7,160","5,660","5,519","6,020","4,903","6,287","6,710","6,632","5,476","5,654","6,026","4,462"
Operating Income,"2,510","3,844","4,540","4,453","2,615","2,896","4,192","4,299","2,568","1,318","4,462","4,785","3,632","3,842","5,141","5,435","4,470","5,273","7,349","6,224","4,174","4,617","6,447","6,797","7,038","5,697","5,059","5,884","3,694","5,546","5,227","4,989","4,341",-700,-175,"-1,132","-1,468","-1,016",-8,"2,585"
Interest Expense / Income,-112,17,25,27,-26,13,104,14,82,126,132,363,69,-388,57,611,102,-459,132,99,61,63,46,-654,313,29,74,88,156,96,76,154,-997,119,-138,-150,-141,-224,-147,-117
