,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
reportedCurrency,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD,USD
operatingCashflow,10600000,28300000,-300000,-1600000,2600000,9900000,1300000,5100000,78000000,44700000,4200000,600000,-3300000,-29100000,-1600000,-6800000,17200000,-52800000,3100000,6700000
paymentsForOperatingActivities,None,3900000,4600000,4200000,24400000,4700000,3900000,3500000,23100000,3400000,3700000,3600000,23700000,4100000,4100000,7700000,21500000,3700000,4400000,4500000
proceedsFromOperatingActivities,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changeInOperatingLiabilities,-7700000,1000000,-3700000,-2500000,4100000,-2100000,-7000000,21000000,2200000,8500000,-7600000,9800000,-6000000,-1800000,7200000,-16000000,17800000,6800000,14400000,5200000
changeInOperatingAssets,3600000,1200000,2500000,-2600000,17300000,3200000,-5800000,29100000,-10300000,-1800000,3200000,12600000,8900000,12700000,41300000,-7400000,25100000,42100000,5400000,24500000
depreciationDepletionAndAmortization,4300000,5100000,6000000,5700000,6600000,6300000,6000000,6200000,6100000,6300000,7000000,6100000,6300000,7000000,6900000,8900000,7700000,7900000,7900000,8200000
capitalExpenditures,4700000,4000000,5800000,8100000,8400000,6400000,7700000,8900000,12900000,9600000,10900000,12900000,13100000,10800000,11100000,12900000,10600000,7700000,11200000,14200000
changeInReceivables,5600000,9000000,-13400000,-3000000,19000000,-6600000,-18100000,18300000,10100000,-9800000,-5700000,5400000,7500000,-31900000,31600000,-16700000,21900000,39100000,-28400000,12800000
changeInInventory,-1100000,10800000,5500000,-6000000,-5700000,1500000,3000000,300000,500000,4200000,2600000,0,-1500000,15300000,10500000,2200000,-4200000,8300000,11700000,3700000
profitLoss,4700000,3100000,4300000,2600000,2600000,-200000,-800000,2400000,78000000,1900000,900000,-1900000,-2500000,-15900000,-4400000,-8000000,-4900000,-5800000,-400000,3000000
cashflowFromInvestment,-5700000,-21600000,-5800000,-7800000,-8500000,-20600000,-8900000,-37300000,-20500000,-14700000,-12000000,-8400000,-17000000,-69300000,-84400000,-13200000,-10500000,-7700000,-2900000,-14200000
cashflowFromFinancing,0,800000,-100000,1900000,900000,1300000,240200000,6500000,-300000,-4800000,-1600000,-2600000,-300000,-17200000,-5000000,800000,-41900000,-1400000,-19400000,8700000
proceedsFromRepaymentsOfShortTermDebt,None,None,None,None,None,None,None,None,None,None,None,None,None,100000000,0,0,0,15000000,19000000,20000000
paymentsForRepurchaseOfCommonStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
paymentsForRepurchaseOfEquity,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
paymentsForRepurchaseOfPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayout,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayoutCommonStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
dividendPayoutPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
proceedsFromIssuanceOfCommonStock,0,0,0,0,0,None,0,-100000,0,None,0,0,0,None,None,None,0,None,0,None
proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet,0,0,0,0,0,None,None,0,300000,0,0,0,0,200000000,0,0,0,0,0,0
proceedsFromIssuanceOfPreferredStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
proceedsFromRepurchaseOfEquity,-1100000,900000,0,2100000,1000000,1400000,240500000,2500000,-600000,2500000,0,3400000,0,2900000,0,3200000,100000,2900000,0,3600000
proceedsFromSaleOfTreasuryStock,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
changeInCashAndCashEquivalents,10600000,2700000,-400000,-1700000,2600000,-24700000,1200000,4900000,78000000,28400000,4000000,300000,-37200000,-210000000,-111000000,-15200000,-45700000,-34800000,1300000,None
changeInExchangeRate,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
