,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"1,727","2,065","1,967","2,591","3,356","3,524","3,859","3,372","3,624","2,824","3,313","3,083","2,588","3,944","3,927","4,378","4,849","6,041","9,184","7,251","8,867","8,963","6,881","8,508","8,494","10,536","10,854","12,612","13,558","14,779","15,845","18,576","19,482","16,413","19,164","19,285","15,488","17,562","19,116","21,064","23,420"
Market Cap Growth,23.89%,22.28%,20.96%,62.92%,94.33%,70.69%,96.18%,30.17%,8.00%,-19.88%,-14.17%,-8.57%,-28.60%,39.67%,18.56%,42.00%,87.37%,53.20%,133.84%,65.62%,82.87%,48.36%,-25.08%,17.33%,-4.20%,17.55%,57.75%,48.24%,59.61%,40.26%,45.97%,47.29%,43.69%,11.06%,20.95%,3.82%,-20.50%,7.00%,-0.25%,9.23%,-
Enterprise Value,747,"1,107",435,920,721,455,671,477,639,138,57,-116,"-1,012",-4,-248,146,96,"1,437","5,228","3,726","5,172","6,009","3,911","5,578","5,970","7,368","7,928","8,935","9,540","10,282","10,938","13,328","14,081","10,925","13,675","14,171","9,505","11,147","11,818","14,342","16,698"
PE Ratio,62.61,190.78,101.53,41.79,39.25,30.20,26.33,23.58,26.07,21.23,25.68,59.29,24.65,-24.96,-13.22,-8.55,-10.06,-120.83,37.64,10.26,11.11,11.32,8.94,11.54,11.85,13.22,13.45,18.74,18.75,23.38,26.86,28.19,28.28,21.83,22.84,24.35,18.11,19.17,20.53,19.31,21.40
PS Ratio,0.24,0.27,0.23,0.27,0.31,0.29,0.29,0.24,0.24,0.17,0.19,0.17,0.14,0.21,0.20,0.22,0.25,0.31,0.48,0.38,0.48,0.51,0.40,0.51,0.49,0.60,0.59,0.65,0.63,0.63,0.62,0.67,0.67,0.54,0.62,0.60,0.48,0.54,0.57,0.62,0.69
PB Ratio,1.92,2.25,2.04,2.57,3.22,2.41,2.54,2.17,2.28,1.72,1.96,1.87,1.50,2.59,2.75,3.27,3.12,3.64,5.88,4.40,4.83,5.16,3.76,4.34,5.16,5.28,4.93,6.02,6.27,6.24,6.29,7.06,6.97,5.80,6.30,6.51,4.71,4.85,4.93,5.00,5.56
P/FCF Ratio,6.25,4.73,2.42,2.74,2.62,2.65,3.94,3.40,6.51,4.81,4.89,6.20,2.36,4.23,4.47,6.10,11.68,14.88,-24.89,-21.08,-18.06,-17.64,28.79,22.57,33.18,11.06,19.95,6.91,6.02,6.89,5.75,9.10,10.65,9.71,12.95,28.28,12.63,13.10,9.37,13.35,14.84
P/OCF Ratio,4.53,3.84,2.14,2.44,2.39,2.39,3.43,3.00,5.10,3.74,3.89,4.58,2.07,3.70,3.94,5.45,10.12,13.55,-26.70,-23.09,-19.32,-18.99,25.02,19.60,25.90,10.18,17.09,6.64,5.84,6.71,5.62,8.77,10.18,9.17,12.11,24.95,11.68,12.15,8.93,12.67,14.09
Debt / Equity Ratio,0.89,0.88,0.94,0.88,0.88,0.63,0.61,1.03,1.02,0.99,0.97,1.00,0.96,1.31,1.61,1.62,1.34,1.03,0.97,0.89,0.85,0.89,0.81,0.75,1.12,1.02,0.93,1.12,1.09,0.99,0.93,0.91,0.86,0.84,0.79,0.81,0.72,0.66,0.61,0.57,0.57
Quick Ratio,1.36,1.37,1.48,1.45,1.12,1.24,1.23,1.33,1.25,1.46,1.27,1.27,1.42,1.20,1.25,1.31,1.30,1.28,1.31,1.49,1.54,1.69,1.73,1.78,1.67,1.81,1.90,1.55,1.53,1.53,1.51,1.39,1.41,1.40,1.39,1.43,1.43,1.48,1.43,1.49,1.49
