,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"1,083","1,027","1,599","1,539","1,870","2,014","2,164","2,329","2,156","2,345","2,842","2,819","3,198","2,979","3,934","3,186","3,729","3,392","2,814","2,826","3,224","2,253","2,679","2,452","2,365","3,303","3,196","4,154","4,431","4,608","4,357","4,438","4,804","4,312","4,242","4,006","4,554","4,910","5,565","4,848"
Short-Term Investments,696.2,740.87,842.68,"1,019","1,678","1,975","1,952","2,175","2,447","1,968","2,049","2,025","2,056","2,957","2,538","3,215","3,106","2,913","2,655","2,157","2,024","2,239","1,778","1,946","2,010","1,906","1,769","1,875","1,938","2,241","2,900","3,202","2,988","3,567","3,639","3,499","3,810","3,886","4,111","4,259"
Cash & Cash Equivalents,"1,780","1,768","2,441","2,558","3,548","3,989","4,116","4,504","4,603","4,313","4,891","4,844","5,254","5,936","6,472","6,401","6,835","6,305","5,469","4,983","5,248","4,492","4,457","4,398","4,375","5,209","4,965","6,029","6,369","6,849","7,257","7,640","7,792","7,879","7,881","7,505","8,364","8,796","9,676","9,107"
Cash Growth,17.74%,21.01%,53.37%,56.08%,99.37%,125.59%,68.59%,76.08%,29.73%,8.12%,18.84%,7.55%,14.14%,37.63%,32.32%,32.14%,30.09%,6.22%,-15.50%,-22.15%,-23.22%,-28.75%,-18.50%,-11.74%,-16.63%,15.96%,11.40%,37.09%,45.58%,31.48%,46.16%,26.72%,22.34%,15.04%,8.60%,-1.77%,7.34%,11.64%,22.78%,21.35%
Receivables,338.23,473.51,425.68,596,491.43,631.12,619.89,597,863,"1,012","1,053",974,"1,006","1,006","1,002",871,950,"1,148","1,346","1,330","1,359","1,239","1,280","1,406","1,603","1,580","1,775","1,672","1,776","1,857","1,912","2,177","2,156","2,240","2,220","2,302","2,536","2,385","2,460","3,104"
Other Current Assets,163.43,130.11,120.56,49,236.13,186.1,174.67,205,298,220,169,170,142,227,234,239,411,574,486,149,124,132,140,163,346,273,213,175,163,168,197,247,198,213,391,277,259,260,332,331
Total Current Assets,"2,281","2,372","2,988","3,203","4,276","4,806","4,910","5,306","5,764","5,545","6,113","5,988","6,402","7,169","7,708","7,511","8,196","8,027","7,301","6,462","6,731","5,863","5,877","5,967","6,324","7,062","6,953","7,876","8,308","8,874","9,366","10,064","10,146","10,332","10,492","10,084","11,159","11,441","12,468","12,542"
"Property, Plant & Equipment",310.36,317.63,328.55,341,344.73,363.24,374.86,393,419,448,450,454,447,449,397,342,318,276,264,241,376,373,379,385,385,399,395,391,378,383,385,396,393,401,412,259,274,285,290,270
Long-Term Investments,289.58,345.63,316.12,431,101.37,110.96,101.97,109,116,333,116,110,296,118,117,119,120,117,118,120,100,98,79,79,82,87,93,136,138,145,156,212,221,219,242,238,242,249,261,261
Goodwill and Intangibles,324.33,319.23,321.67,361,356.75,352.51,417.64,641,768,757,768,760,751,671,531,255,250,201,195,190,185,180,176,172,168,164,265,941,923,929,915,"1,252","1,305","1,286","1,263","1,390","1,369","1,348","1,471","1,449"
