,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"40,119","49,890","56,556","55,706","75,003","89,964","129,948","184,449","262,893","215,870","211,670"
Market Cap Growth,72.90%,24.35%,13.36%,-1.50%,34.64%,19.95%,44.45%,41.94%,42.53%,-17.89%,-
Enterprise Value,"44,781","63,111","68,630","71,548","94,676","106,851","145,301","195,859","293,286","241,834","238,510"
PE Ratio,31.51,26.34,28.63,27.55,33.71,30.62,35.16,28.93,34.03,31.06,35.46
PS Ratio,2.38,2.94,3.09,2.66,3.08,3.52,4.03,4.70,5.85,5.04,4.94
PB Ratio,2.38,2.43,2.65,2.59,2.95,3.26,4.38,5.35,7.84,4.90,4.53
P/FCF Ratio,18.30,20.84,20.85,15.93,19.82,22.23,19.07,26.27,38.04,31.16,35.66
P/OCF Ratio,15.32,17.71,17.92,13.91,16.51,18.09,15.68,19.33,28.72,25.68,28.55
EV/Sales Ratio,2.65,3.72,3.76,3.42,3.89,4.18,4.51,4.99,6.53,5.64,5.57
EV/EBITDA Ratio,12.26,15.19,15.45,13.89,15.16,16.16,14.24,16.10,24.33,35.26,23.06
EV/EBIT Ratio,22.74,25.59,25.58,22.95,23.79,24.66,18.45,20.46,33.81,70.04,35.87
EV/FCF Ratio,20.43,26.36,25.31,20.46,25.01,26.40,21.32,27.90,42.44,34.91,40.18
Debt / Equity Ratio,0.62,0.71,0.59,0.77,0.83,0.69,0.60,0.63,1.04,0.78,0.78
Debt / EBITDA Ratio,2.87,3.51,2.82,3.23,3.36,2.87,1.74,1.79,2.89,5.03,3.38
Debt / FCF Ratio,4.78,6.08,4.62,4.75,5.55,4.69,2.60,3.10,5.05,4.98,5.88
Quick Ratio,1.23,0.71,0.73,0.80,0.75,1.00,1.09,1.56,0.93,0.98,1.03
Current Ratio,1.57,1.18,1.38,1.45,1.35,1.71,1.91,2.13,1.50,1.48,1.63
Asset Turnover,0.41,0.40,0.41,0.40,0.37,0.43,0.44,0.47,0.41,0.46,0.45
Interest Coverage,6.14,5.22,5.63,5.22,5.01,5.67,6.80,14.09,18.71,11.56,5.19
Return on Equity (ROE),11.24%,9.61%,9.47%,10.33%,11.56%,13.40%,21.48%,22.39%,17.04%,13.63%,12.83%
Return on Assets (ROA),5.95%,4.61%,4.95%,4.85%,5.18%,6.57%,10.92%,11.19%,7.31%,6.17%,6.07%
Return on Capital (ROIC),8.31%,6.80%,7.23%,7.13%,7.34%,8.96%,14.50%,15.59%,10.10%,9.14%,8.38%
Earnings Yield,3.17%,3.80%,3.49%,3.63%,2.97%,3.27%,2.84%,3.46%,2.94%,3.22%,2.83%
FCF Yield,4.31%,4.39%,4.23%,4.87%,4.66%,4.21%,3.11%,3.69%,2.67%,3.20%,2.80%
Dividend Yield,0.54%,0.47%,0.43%,0.43%,0.32%,0.30%,0.23%,0.18%,0.15%,0.21%,0.26%
Payout Ratio,16.98%,12.39%,12.18%,11.79%,10.65%,9.05%,8.04%,5.29%,5.11%,6.55%,9.06%
Buyback Yield / Dilution,-9.98%,0.10%,1.12%,-0.15%,-2.01%,0.74%,0.99%,0.50%,0.76%,1.52%,1.27%
Total Shareholder Return,-9.44%,0.57%,1.55%,0.28%,-1.69%,1.03%,1.22%,0.68%,0.91%,1.73%,1.53%
