,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"9,971","10,388","9,467","9,101","9,297","8,509","7,328","7,765","7,412","6,583","8,111","6,662","7,559","7,971","7,716","9,444","9,207","9,035","7,690","6,638","7,277","7,894","8,147","8,317","5,280","6,979","8,253","10,613","15,022","15,225","13,903","13,222","13,054","9,126","8,785","10,476","9,941","11,183","11,463","14,044","15,125"
Market Cap Growth,-,-,1.84%,-12.75%,-6.75%,-18.09%,-22.60%,-14.69%,-20.28%,-22.64%,10.69%,-14.20%,1.99%,21.09%,-4.86%,41.76%,21.80%,13.35%,-0.34%,-29.71%,-20.97%,-12.63%,5.94%,25.29%,-27.45%,-11.58%,1.29%,27.60%,184.53%,118.14%,68.46%,24.59%,-13.10%,-40.06%,-36.81%,-20.77%,-23.85%,22.54%,30.48%,34.05%,-
Enterprise Value,"6,764","7,243","6,732","7,183","7,270","6,558","5,430","5,882","5,809","4,805","6,989","5,366","5,982","6,334","6,120","7,775","7,279","8,953","7,661","6,700","7,175","7,704","9,364","9,589","6,168","7,867","9,133","11,467","16,215","16,418","15,146","14,343","15,248","11,320","11,215","13,265","12,362","13,445","13,985","16,452","17,533"
PE Ratio,-11.10,43.46,34.18,33.83,38.10,-57.88,-198.04,-66.36,-25.65,36.78,-737.34,-18.35,-34.52,-10.80,-11.78,-21.03,-5.86,-5.97,-5.19,-5.09,-44.10,50.93,-47.09,-45.45,-5.72,-5.50,-8.19,-12.31,-283.44,46.14,28.26,26.66,26.16,14.65,18.81,35.04,37.23,75.05,82.47,61.60,65.60
PS Ratio,1.15,1.22,1.11,1.07,1.09,1.00,0.87,0.93,0.91,0.79,0.98,0.81,0.91,0.98,0.94,1.14,1.10,1.00,0.81,0.67,0.71,0.78,0.82,0.85,0.55,0.78,0.94,1.22,1.71,1.63,1.43,1.32,1.28,0.88,0.85,1.03,0.98,1.13,1.16,1.41,1.52
PB Ratio,0.77,0.78,0.74,0.72,0.75,0.71,0.63,0.66,0.64,0.57,0.70,0.61,0.68,0.74,0.71,0.87,0.95,0.97,0.83,0.72,0.78,0.86,0.94,0.93,0.70,0.92,1.08,1.31,1.83,1.85,1.69,1.58,1.59,1.11,1.12,1.29,1.23,1.39,1.45,1.72,1.85
P/FCF Ratio,18.64,15.48,11.76,11.31,12.91,12.07,11.15,14.46,16.85,9.93,28.06,17.13,12.54,15.66,10.44,14.57,14.66,17.01,13.33,11.73,17.24,17.20,20.78,27.91,17.84,18.46,15.60,14.62,13.92,17.48,18.01,17.00,17.34,10.64,11.53,17.76,19.26,16.97,18.76,18.10,19.49
P/OCF Ratio,11.28,10.09,7.96,7.81,8.84,10.24,9.74,12.27,14.04,7.50,17.41,12.50,13.17,16.14,10.14,13.55,12.44,11.94,8.80,7.29,7.64,8.51,9.68,10.91,7.24,8.95,9.09,9.91,10.90,12.31,12.09,11.17,10.82,6.74,7.00,9.66,10.00,10.24,10.73,11.36,12.24
Debt / Equity Ratio,-,-,-,-,-,-,-,-,0.03,0.03,0.03,0.02,0.02,0.04,0.03,0.02,0.02,0.21,0.20,0.18,0.17,0.16,0.31,0.28,0.32,0.32,0.32,0.30,0.42,0.42,0.41,0.39,0.49,0.49,0.49,0.51,0.51,0.51,0.51,0.51,0.51
Quick Ratio,1.88,2.03,1.83,1.47,1.49,1.53,1.50,1.57,1.22,1.38,1.22,1.33,1.29,1.34,1.34,1.43,1.39,1.11,1.00,0.94,0.89,0.95,0.85,1.04,1.01,1.01,1.01,1.05,1.15,1.15,1.10,1.19,0.94,0.94,0.97,1.01,1.00,1.03,1.02,1.16,1.16
