,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,54.16,92.56,72.08,66.85,46.17,71.92,84.31,111.87,285.16,640
Depreciation & Amortization,6.36,8.09,13.28,16.36,21.85,24.2,28.47,28.19,32.47,34.9
Share-Based Compensation,8.07,6.39,14.12,17.36,24.66,21.18,20.19,28.55,32.82,54.43
Other Operating Activities,-62.05,-153.16,8.51,-196.75,-8.32,145.25,-163.3,-45.64,-791.25,-65.76
Operating Cash Flow,6.54,-46.13,107.99,-96.19,84.35,262.55,-30.33,122.96,-440.8,663.58
Operating Cash Flow Growth,-51.87%,-,-,-,-,211.28%,-,-,-,-
Capital Expenditures,-40.57,-35.1,-34.11,-29.37,-24.82,-24.85,-44.34,-58.02,-45.18,-36.79
Acquisitions,0,0,0,0,0,0,0,0,0,-2.19
Change in Investments,0,-0.66,0,0,-1.1,0,0.75,0,-1.1,-0.5
Other Investing Activities,0.41,-0.42,-1.02,-,-,-,-,-,-,-
Investing Cash Flow,-40.16,-36.18,-35.13,-29.37,-25.92,-24.85,-43.59,-58.02,-46.28,-39.49
Share Issuance / Repurchase,23.93,23.34,12.19,-7.58,3.04,0,28.34,-101.61,20.99,-119.53
Debt Issued / Paid,10.98,48.8,-0.11,66.55,-49.4,-92.78,3.7,65.89,511.96,-300.56
Other Financing Activities,2.31,7.87,1.03,-1.24,-4.47,-3.05,-8.24,-8.72,-10.08,-28.2
Financing Cash Flow,37.22,80.01,13.1,57.72,-50.83,-95.83,23.8,-44.44,522.87,-448.29
Exchange Rate Effect,0.24,-0.27,-0.06,-0.05,-0.01,-0.12,0.38,0.56,-0.68,-3.4
Net Cash Flow,3.83,-2.56,85.9,-67.87,7.59,141.76,-49.75,21.06,35.11,172.4
Free Cash Flow,-34.03,-81.23,73.88,-125.55,59.52,237.71,-74.67,64.94,-485.98,626.79
Free Cash Flow Growth,-,-,-,-,-,299.35%,-,-,-,-
Free Cash Flow Margin,-2.32%,-4.16%,3.32%,-5.05%,1.77%,6.79%,-2.24%,1.83%,-9.35%,8.80%
Free Cash Flow Per Share,-0.78,-1.75,1.54,-2.60,1.21,4.76,-1.47,1.27,-9.44,11.84
