,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"26,741","25,617","27,398","29,773","31,935","30,740","31,098","34,436","35,809","40,111","38,206","40,995","41,527","44,815","50,090","53,426","60,777","53,658","55,262","42,519","45,761","54,864","63,414","57,970","50,719","51,251","52,597","50,802","53,957","58,498","57,663","61,365","69,812","74,391","72,764","83,976","70,668","69,218","66,601","70,592","67,660"
Market Cap Growth,60.76%,31.56%,24.96%,17.02%,19.42%,20.00%,13.50%,15.66%,12.13%,30.48%,22.86%,19.05%,15.97%,11.73%,31.11%,30.32%,46.36%,19.73%,10.32%,-20.41%,-24.71%,2.25%,14.75%,36.34%,10.83%,-6.59%,-17.06%,-12.37%,6.38%,14.14%,9.63%,20.79%,29.38%,27.17%,26.19%,36.85%,1.23%,-6.95%,-8.47%,-15.94%,-
Enterprise Value,"28,783","28,068","29,922","31,835","35,707","35,250","36,223","38,503","40,919","45,359","43,490","45,512","47,184","49,651","54,439","56,600","64,800","66,506","67,923","54,823","59,967","68,695","77,417","69,803","63,020","62,665","63,154","61,499","64,558","68,710","67,749","72,202","82,124","87,710","84,597","95,028","83,732","81,402","80,048","83,161","80,229"
PE Ratio,13.10,12.41,13.42,14.39,16.18,15.42,15.27,17.30,17.37,19.59,17.90,20.07,19.43,20.60,22.60,18.62,19.87,16.30,14.19,13.17,14.07,16.51,21.05,25.79,22.51,21.38,21.47,15.93,11.95,12.86,12.47,8.76,12.11,13.11,13.17,17.15,14.78,14.89,14.26,34.34,33.33
PS Ratio,1.10,1.06,1.14,1.24,1.33,1.28,1.30,1.46,1.52,1.70,1.61,1.66,1.65,1.75,1.92,2.06,2.31,1.99,1.94,1.41,1.45,1.67,1.91,1.71,1.48,1.48,1.49,1.38,1.45,1.56,1.55,1.72,1.98,2.13,2.07,2.29,1.90,1.83,1.72,1.80,1.72
PB Ratio,2.53,2.50,2.77,4.12,4.73,4.98,5.46,6.24,6.37,7.06,6.63,7.80,7.47,7.57,7.72,7.49,7.91,6.52,6.07,5.19,5.24,5.95,6.52,6.57,5.60,5.28,5.03,4.80,5.13,5.24,5.05,4.75,5.25,5.45,5.22,5.48,4.67,4.47,4.18,4.77,4.57
P/FCF Ratio,15.77,13.68,14.92,14.65,18.53,17.29,22.07,20.36,17.02,19.82,17.61,21.66,26.02,30.80,31.80,31.71,33.80,24.57,27.73,16.49,23.80,21.09,21.47,19.11,17.11,13.93,13.60,16.44,13.21,20.38,21.03,27.44,39.33,161.37,110.92,51.81,52.66,28.64,31.02,33.62,32.22
P/OCF Ratio,12.86,11.02,11.88,11.48,13.64,12.84,15.40,15.93,12.99,14.67,13.11,14.57,17.06,19.18,19.74,20.45,21.59,16.86,18.08,11.11,14.52,14.13,15.06,13.49,12.03,10.36,10.18,11.80,10.31,14.91,15.47,17.20,22.20,38.75,34.78,28.95,26.30,18.20,18.02,18.22,17.46
Debt / Equity Ratio,0.56,0.58,0.60,0.82,0.95,1.04,1.13,1.16,1.14,1.12,1.11,1.34,1.27,1.05,0.96,2.02,1.87,1.75,1.53,1.70,1.71,1.62,1.55,1.60,1.72,1.61,1.49,1.47,1.34,1.27,1.24,1.11,1.09,1.06,0.97,0.89,1.03,1.01,0.97,1.06,1.06
Quick Ratio,1.35,1.25,1.20,1.13,1.09,0.98,0.89,0.95,0.93,0.91,0.93,1.04,1.06,0.92,1.00,2.22,2.41,1.10,1.06,0.97,0.99,1.05,1.07,0.94,1.11,1.20,1.25,1.21,1.28,1.31,1.28,1.10,1.13,1.09,0.93,0.87,1.03,0.98,0.98,0.86,0.86
Current Ratio,1.63,1.55,1.47,1.32,1.35,1.25,1.16,1.16,1.15,1.13,1.13,1.22,1.27,1.11,1.21,2.34,2.52,1.24,1.26,1.17,1.18,1.25,1.29,1.13,1.29,1.36,1.44,1.60,1.46,1.49,1.47,1.30,1.31,1.30,1.14,1.08,1.22,1.20,1.28,1.15,1.15
Interest Coverage,12.39,11.80,11.06,10.47,10.26,10.81,10.72,9.28,9.89,10.86,11.39,7.57,11.51,11.68,11.71,14.58,7.99,7.78,11.26,3.84,8.49,8.50,9.58,-3.38,9.42,8.81,8.58,2.91,20.46,10.57,10.66,26.15,9.60,9.78,9.93,21.43,8.74,7.71,8.93,-4.91,5.30
Return on Capital (ROIC),Upgrade,13.52%,13.84%,14.03%,17.10%,16.44%,17.45%,18.45%,18.43%,18.87%,18.59%,19.16%,20.17%,20.51%,21.58%,20.92%,10.93%,10.67%,10.70%,12.18%,14.84%,14.11%,14.40%,13.06%,15.51%,14.36%,14.14%,13.72%,14.05%,14.29%,13.91%,13.93%,10.68%,10.99%,10.68%,10.36%,10.40%,9.97%,9.89%,10.22%,6.74%
