,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Cash & Equivalents,"3,885","3,476","3,402","3,863","2,646","1,907","1,292","2,319","1,277","1,139","1,103","2,541","1,403","1,383","1,878","11,225","10,369","1,539","1,228","1,579",755,"1,088","1,127","2,245","3,278","4,178","4,995","4,907","3,517","3,941","4,055","3,530","2,174","1,169","1,666","2,577","2,495","3,384","2,082","3,109"
Cash & Cash Equivalents,"3,885","3,476","3,402","3,863","2,646","1,907","1,292","2,319","1,277","1,139","1,103","2,541","1,403","1,383","1,878","11,225","10,369","1,539","1,228","1,579",755,"1,088","1,127","2,245","3,278","4,178","4,995","4,907","3,517","3,941","4,055","3,530","2,174","1,169","1,666","2,577","2,495","3,384","2,082","3,109"
Cash Growth,22.05%,-29.12%,-31.19%,-24.99%,-31.89%,-45.14%,-62.02%,-39.97%,-51.74%,-40.27%,-14.63%,9.57%,9.87%,21.42%,70.26%,341.76%,639.06%,11.28%,-34.61%,-85.93%,-92.72%,-29.30%,-8.22%,42.18%,334.17%,284.01%,343.21%,118.57%,7.29%,-5.67%,-18.82%,-28.06%,-38.19%,-70.34%,-58.91%,-27.00%,14.77%,189.48%,24.97%,20.64%
Receivables,"3,234","3,280","3,233","2,806","3,131","3,151","3,268","2,841","3,346","3,483","3,659","3,299","4,072","4,280","4,414","4,519","5,110","7,087","7,302","6,474","7,951","7,489","7,888","6,660","8,054","7,449","7,681","6,641","7,229","7,328","7,264","6,959","7,831","8,598","8,366","7,494","8,276","7,966","8,034","7,147"
Inventory,781,741,671,742,818,856,856,807,898,973,797,816,933,"1,039","1,007",398,435,690,719,654,778,810,810,783,785,832,853,759,860,863,872,811,838,909,989,978,"1,115","1,287","1,355","1,109"
Other Current Assets,704,893,816,369,548,546,535,367,185,186,212,200,160,162,300,445,243,406,883,973,959,772,"1,011",997,"1,011",720,"1,023","3,037",647,630,737,"1,126",713,961,"1,277","1,439",924,"1,232","1,679","2,341"
Total Current Assets,"8,604","8,390","8,122","7,780","7,143","6,460","5,951","6,334","5,706","5,781","5,771","6,856","6,568","6,864","7,599","16,587","16,157","9,722","10,132","9,680","10,443","10,159","10,836","10,685","13,128","13,179","14,552","15,344","12,253","12,762","12,928","12,426","11,556","11,637","12,298","12,488","12,810","13,869","13,150","13,706"
"Property, Plant & Equipment","2,793","2,818","2,845","2,991","2,989","3,005","3,005","3,064","3,230","3,299","3,334","3,588","3,656","3,802","3,925","4,225","4,285","5,864","6,025","6,372","7,703","7,800","8,122","8,423","8,425","8,591","8,666","8,604","8,645","8,739","8,829","9,549","9,719","9,794","10,005","10,611","10,617","10,739","10,887","11,471"
Goodwill and Intangibles,"12,468","12,468","12,463","12,466","12,464","12,464","12,458","12,460","12,462","12,463","12,464","12,450","12,454","12,453","12,456","12,507","12,455","20,076","20,102","20,044","19,987","19,914","19,830","19,748","19,672","19,616","19,555","18,301","18,250","18,198","18,145","18,093","18,056","18,001","17,949","17,900","17,880","17,861","17,838","17,822"
Other Long-Term Assets,"1,670","1,675","1,613","3,335","2,670","2,623","2,552","2,566","2,535","2,538","2,531","2,720","2,735","2,694","2,533","1,809","1,898","1,716","1,684","1,557","1,618","1,711","1,765","2,233","1,978","2,089","1,999","2,220","2,275","2,443","2,444","2,511","2,572","2,482","2,481","2,756","2,937","3,140","3,021","3,545"
Total Long-Term Assets,"16,931","16,961","16,921","18,792","18,123","18,092","18,015","18,090","18,227","18,300","18,329","18,758","18,845","18,949","18,914","18,541","18,638","27,656","27,811","27,973","29,308","29,425","29,717","30,404","30,075","30,296","30,220","29,125","29,170","29,380","29,418","30,153","30,347","30,277","30,435","31,267","31,434","31,740","31,746","32,838"
Total Assets,"25,535","25,351","25,043","26,572","25,266","24,552","23,966","24,424","23,933","24,081","24,100","25,614","25,413","25,813","26,513","35,128","34,795","37,378","37,943","37,653","39,751","39,584","40,553","41,089","43,203","43,475","44,772","44,469","41,423","42,142","42,346","42,579","41,903","41,914","42,733","43,755","44,244","45,609","44,896","46,544"
