,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"6,303","6,752","6,147","7,368","6,989","6,521","6,625","7,079","8,428","9,017","8,709","8,620","9,019","9,152","9,605","9,852","9,453","9,796","9,952","9,968","11,126","11,651","12,810","13,152","11,833","11,936","12,894","12,870","13,534","13,948","14,009","15,390","15,650","14,700","13,297","13,859","13,411","13,193","12,244","13,091","12,338"
Market Cap Growth,13.16%,20.72%,11.82%,28.71%,10.89%,-3.42%,7.77%,-3.92%,20.59%,38.27%,31.46%,21.76%,7.01%,1.49%,10.29%,14.29%,4.82%,7.04%,3.61%,1.18%,17.70%,18.94%,28.72%,31.93%,6.35%,2.45%,0.66%,-2.14%,14.38%,16.85%,8.65%,19.58%,15.64%,5.40%,-5.09%,-9.95%,-14.31%,-10.25%,-7.91%,-5.54%,-
Enterprise Value,"9,849","10,382","9,782","11,220","10,723","10,338","10,453","11,069","12,473","13,133","12,994","13,176","13,634","13,872","14,442","15,105","14,778","15,357","15,603","15,891","17,249","18,017","19,157","19,663","18,239","18,493","19,708","19,982","20,635","21,244","21,380","23,234","23,575","22,794","21,564","22,557","22,304","22,216","21,377","22,538","21,785"
PE Ratio,15.90,17.18,15.82,19.23,18.80,17.27,16.39,18.72,22.29,22.86,25.40,23.20,24.02,23.72,22.54,21.54,19.79,20.24,19.12,19.47,21.55,22.83,24.13,23.61,19.67,18.62,19.51,20.96,22.01,22.32,22.06,23.35,23.02,21.15,19.97,20.20,20.44,20.08,17.77,18.62,17.39
PS Ratio,1.87,1.98,1.82,2.20,2.12,2.00,2.00,2.18,2.63,2.79,2.67,2.60,2.71,2.74,2.89,2.91,2.74,2.80,2.83,2.82,3.09,3.26,3.52,3.61,3.31,3.36,3.71,3.77,3.98,4.04,3.94,4.20,4.08,3.71,3.27,3.30,3.18,3.16,2.97,3.25,3.06
PB Ratio,1.89,2.02,1.79,2.14,1.94,1.80,1.77,1.90,2.24,2.38,2.26,2.23,2.31,2.26,2.31,2.36,2.23,2.25,2.18,2.17,2.38,2.48,2.58,2.53,2.15,2.15,2.26,2.26,2.35,2.40,2.34,2.57,2.58,2.40,2.12,2.21,2.12,2.05,1.82,1.93,1.82
P/FCF Ratio,286.49,-178.14,-328.71,-657.89,-111.11,-141.76,-38.14,-79.45,-49.90,-60.97,-45.62,-11.67,-10.28,-7.84,-9.18,-12.96,-11.98,-13.11,-10.40,-9.58,-10.55,-11.75,-14.26,-14.96,-14.72,-15.53,-14.60,-16.25,-18.21,-18.70,-23.83,-31.54,-32.95,-28.32,-22.89,-15.30,-12.43,-11.96,-11.16,-15.15,-15.15
P/OCF Ratio,7.63,8.93,7.22,8.26,7.66,6.79,8.05,8.13,10.74,10.44,10.49,21.94,31.81,888.51,50.53,18.89,16.91,14.65,19.42,18.88,20.13,21.96,21.54,19.93,18.52,17.00,21.97,25.69,27.85,35.85,25.85,26.44,22.75,21.78,22.54,28.52,31.70,26.54,19.65,15.10,14.23
Debt / Equity Ratio,1.07,1.09,1.06,1.14,1.07,1.07,1.06,1.07,1.08,1.09,1.13,1.18,1.19,1.17,1.17,1.26,1.26,1.28,1.29,1.30,1.31,1.39,1.32,1.25,1.17,1.22,1.23,1.26,1.23,1.26,1.23,1.32,1.32,1.32,1.37,1.39,1.43,1.40,1.39,1.40,1.40
Quick Ratio,0.14,0.10,0.09,0.40,0.45,0.36,0.57,0.30,0.29,0.24,0.42,0.43,0.37,0.36,0.23,0.24,0.17,0.33,0.46,0.23,0.27,0.30,0.31,0.20,0.27,0.49,0.45,0.36,0.24,0.24,0.26,0.23,0.36,0.22,0.35,0.23,0.31,0.23,0.36,0.23,0.23
