,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"92,667","96,873","96,080","175,642","183,143","183,335","120,843","118,316","113,529","157,693","124,400"
Market Cap Growth,-9.65%,4.54%,-0.82%,82.81%,4.27%,0.10%,-34.09%,-2.09%,-4.05%,38.90%,-
Enterprise Value,"88,645","94,785","96,003","176,767","188,426","200,607","158,836","160,174","153,310","194,035","160,742"
PE Ratio,17.02,18.72,19.09,20.77,17.51,-288.26,-10.18,-28.16,-23.00,-70.97,-70.97
PS Ratio,1.02,1.01,1.03,1.87,1.81,2.40,2.08,1.90,1.70,2.03,1.60
PB Ratio,10.69,15.29,117.60,106.06,540.25,-21.28,-6.60,-7.89,-7.15,-9.15,-9.15
P/FCF Ratio,13.92,13.93,12.13,15.01,13.35,-46.46,-6.22,-30.60,48.83,35.36,27.89
P/OCF Ratio,10.46,10.35,9.15,13.16,11.95,-74.95,-6.56,-34.64,32.33,26.46,20.87
EV/Sales Ratio,0.98,0.99,1.03,1.88,1.86,2.62,2.73,2.57,2.30,2.49,2.07
EV/EBITDA Ratio,9.45,10.23,12.03,14.13,13.28,273.31,-15.87,-1841.08,-421.18,83.10,68.84
EV/EBIT Ratio,11.87,12.76,15.77,16.89,15.60,-130.52,-12.96,-71.79,-65.43,409.36,339.12
EV/FCF Ratio,13.32,13.63,12.12,15.11,13.73,-50.84,-8.18,-41.42,65.94,43.51,36.04
Debt / Equity Ratio,1.05,1.57,12.18,6.71,40.85,-3.17,-3.47,-3.87,-3.59,-3.04,-3.04
Debt / EBITDA Ratio,0.97,1.08,1.25,0.89,0.98,37.20,-6.35,-667.84,-156.60,22.40,22.40
Debt / FCF Ratio,1.36,1.43,1.26,0.95,1.01,-6.92,-3.27,-15.03,24.52,11.73,11.73
Quick Ratio,0.51,0.48,0.46,0.32,0.31,0.25,0.43,0.36,0.33,0.29,0.29
Current Ratio,1.41,1.35,1.25,1.14,1.08,1.05,1.39,1.33,1.22,1.14,1.14
Asset Turnover,0.98,0.99,1.04,0.98,0.88,0.60,0.38,0.43,0.49,0.57,0.57
Interest Coverage,22.43,27.02,19.90,29.08,25.43,-2.13,-5.68,-0.82,-0.91,0.19,0.19
Return on Equity (ROE),42.10%,76.00%,267.30%,4229.00%,-3579.10%,14.20%,92.30%,26.20%,30.90%,13.70%,13.70%
Return on Assets (ROA),5.90%,5.30%,5.60%,8.80%,9.10%,-0.50%,-7.70%,-2.90%,-3.60%,-1.60%,-1.60%
Return on Capital (ROIC),32.20%,33.04%,52.82%,67.63%,75.69%,-14.27%,-28.65%,-7.30%,-8.57%,-2.21%,-2.21%
Earnings Yield,5.88%,5.34%,5.24%,4.82%,5.71%,-0.35%,-9.83%,-3.55%,-4.35%,-1.41%,-1.79%
FCF Yield,7.18%,7.18%,8.24%,6.66%,7.49%,-2.15%,-16.07%,-3.27%,2.05%,2.83%,3.59%
Dividend Yield,2.20%,2.50%,2.80%,1.90%,2.10%,2.50%,1.00%,0.00%,0.00%,0.00%,0.00%
Payout Ratio,39.10%,48.40%,55.10%,40.50%,37.90%,-733.90%,-9.80%,0.00%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,5.13%,6.02%,7.88%,3.50%,4.65%,0.90%,-0.31%,-4.10%,-1.41%,-1.51%,-1.51%
Total Shareholder Return,7.33%,8.52%,10.68%,5.40%,6.75%,3.40%,0.69%,-4.10%,-1.41%,-1.51%,-1.51%
