,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"17,852","18,726","16,985","19,168","16,921","16,132","13,468","13,187","15,007","14,552","16,809","18,676","21,370","21,285","23,300","26,589","22,755","20,722","24,345","19,739","22,202","21,810","23,198","26,441","16,653","23,498","26,013","35,086","40,716","39,634","36,099","40,883","36,457","31,586","31,113","37,366","43,111","50,041","50,027","59,189","66,781"
Market Cap Growth,30.69%,31.51%,4.72%,-0.16%,-5.22%,-13.85%,-20.71%,-31.20%,-11.31%,-9.79%,24.80%,41.62%,42.40%,46.27%,38.62%,42.37%,6.48%,-2.65%,4.48%,-25.77%,-2.43%,5.25%,-4.71%,33.95%,-24.99%,7.74%,12.14%,32.70%,144.50%,68.67%,38.77%,16.52%,-10.46%,-20.31%,-13.81%,-8.60%,18.25%,58.43%,60.79%,58.40%,-
Enterprise Value,"18,344","18,863","17,132","20,173","18,280","17,165","15,034","14,618","16,154","15,463","17,917","19,706","26,545","26,232","28,258","31,503","27,439","24,824","28,462","24,108","26,334","25,547","28,392","35,093","24,996","31,204","33,179","41,692","46,944","45,447","42,147","48,845","44,104","42,502","44,555","50,609","55,958","62,116","61,760","70,585","78,177"
PE Ratio,17.66,17.99,15.77,17.57,14.93,15.94,14.53,15.65,20.16,18.04,20.45,21.22,22.93,21.64,22.01,30.44,22.74,19.53,21.15,14.03,15.29,14.31,15.59,19.15,12.46,19.55,21.99,24.59,26.57,22.70,19.23,22.50,21.55,24.01,24.85,29.66,28.69,24.02,21.33,22.48,25.72
PS Ratio,1.36,1.42,1.28,1.44,1.29,1.27,1.09,1.11,1.30,1.28,1.50,1.67,1.86,1.77,1.84,1.99,1.63,1.45,1.69,1.36,1.54,1.52,1.64,1.86,1.17,1.72,1.91,2.60,3.01,2.76,2.43,2.67,2.33,1.99,1.91,2.17,2.37,2.63,2.54,2.99,3.37
PB Ratio,2.77,2.81,2.58,3.33,3.29,3.16,2.78,2.75,2.99,3.18,3.62,4.13,4.51,4.05,4.22,4.82,3.88,3.54,3.99,3.39,3.69,3.66,3.81,4.18,2.65,3.77,3.98,4.94,5.51,4.72,4.25,4.67,4.07,3.57,3.55,4.01,4.41,4.85,4.74,5.24,5.91
P/FCF Ratio,16.50,15.79,14.57,16.22,14.41,13.82,14.27,12.80,13.33,13.47,14.23,16.64,19.00,19.15,19.47,23.21,18.50,14.48,17.54,12.82,13.50,13.79,12.40,14.45,9.62,12.60,12.11,13.91,15.61,15.82,16.50,20.02,17.81,14.03,13.82,16.75,18.22,19.15,17.99,20.70,23.35
P/OCF Ratio,13.84,13.49,12.43,13.83,12.43,11.83,12.00,11.11,11.75,12.02,12.88,14.91,16.50,16.37,16.36,19.65,16.11,12.98,16.04,11.74,12.42,12.61,11.48,13.12,8.64,11.35,11.03,13.50,15.30,15.39,15.96,18.36,16.26,12.94,12.57,14.87,16.04,16.79,15.77,18.18,20.51
Debt / Equity Ratio,0.40,0.35,0.33,0.52,0.66,0.58,0.69,0.69,0.65,0.66,0.70,0.71,1.27,1.12,1.07,1.10,1.00,0.85,0.84,0.94,0.88,1.19,1.49,1.54,1.45,1.36,1.22,1.02,0.91,0.78,0.77,0.97,0.91,1.30,1.59,1.50,1.37,1.22,1.15,1.04,1.04
Quick Ratio,1.25,1.36,1.44,1.69,1.47,1.66,1.44,1.51,1.57,1.66,1.56,1.60,0.97,0.92,0.91,0.93,1.04,1.04,1.02,0.95,1.02,1.84,1.49,0.83,0.89,0.91,0.87,0.85,0.97,1.06,0.90,0.54,0.59,0.59,0.64,0.65,0.65,0.47,0.46,0.44,0.44
