,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,"8,486","8,524","8,292","8,139","9,024","10,074","9,008","9,358","10,385","9,879"
Revenue Growth (YoY),-4.56%,0.45%,-2.72%,-1.85%,10.87%,11.64%,-10.58%,3.89%,10.97%,-4.87%
Cost of Revenue,"5,074","4,952","4,728","4,529","4,904","5,639","5,000","4,831","5,124","5,124"
Gross Profit,"3,412","3,572","3,564","3,610","4,120","4,435","4,008","4,527","5,261","4,755"
"Selling, General & Admin","2,449","2,627","2,722","2,728","3,049","3,191","2,995","3,254","3,592","3,335"
Other Operating Expenses,646,582,594,"1,376",823,847,"2,474",848,797,864
Operating Expenses,"3,095","3,209","3,316","4,104","3,872","4,038","5,469","4,102","4,389","4,199"
Operating Income,317,363,248,-494,248,397,"-1,461",425,872,556
Interest Expense / Income,68,56,43,-39,7,59,25,53,99,100
Other Expense / Income,624,269,80,255,"1,400",57,-238,-19,98,164
Pretax Income,-375,38,125,-710,"-1,159",281,"-1,248",391,675,292
Income Tax,-614,185,-54,28,355,126,21,61,52,143
Net Income,239,-147,179,-738,"-1,514",155,"-1,269",330,623,149
Net Income Growth,-52.77%,-,-,-,-,-,-,-,88.79%,-76.08%
Shares Outstanding (Basic),579,583,580,582,583,585,588,591,586,573
Shares Change,0.03%,0.72%,-0.55%,0.32%,0.19%,0.39%,0.57%,0.40%,-0.86%,-2.10%
EPS (Basic),0.41,-0.26,0.30,-1.27,-2.60,0.27,-2.16,0.56,1.06,0.26
EPS (Diluted),0.41,-0.26,0.30,-1.27,-2.60,0.26,-2.16,0.56,1.05,0.26
EPS Growth,-52.87%,-,-,-,-,-,-,-,87.50%,-75.24%
Free Cash Flow,671,705,663,509,531,459,378,871,858,659
Free Cash Flow Per Share,1.16,1.21,1.14,0.88,0.91,0.78,0.64,1.47,1.47,1.15
Dividend Per Share,-,-,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.200
Gross Margin,40.21%,41.91%,42.98%,44.35%,45.66%,44.02%,44.49%,48.38%,50.66%,48.13%
Operating Margin,3.74%,4.26%,2.99%,-6.07%,2.75%,3.94%,-16.22%,4.54%,8.40%,5.63%
Profit Margin,2.82%,-1.72%,2.16%,-9.07%,-16.78%,1.54%,-14.09%,3.53%,6.00%,1.51%
Free Cash Flow Margin,7.91%,8.27%,8.00%,6.25%,5.88%,4.56%,4.20%,9.31%,8.26%,6.67%
Effective Tax Rate,-,486.84%,-43.20%,-,-,44.84%,-,15.60%,7.70%,48.97%
EBITDA,245,592,673,-300,-680,999,-579,"1,124","1,462","1,106"
EBITDA Margin,2.89%,6.95%,8.12%,-3.69%,-7.54%,9.92%,-6.43%,12.01%,14.08%,11.20%
Depreciation & Amortization,552,498,505,449,472,659,644,680,688,714
EBIT,-307,94,168,-749,"-1,152",340,"-1,223",444,774,392
EBIT Margin,-3.62%,1.10%,2.03%,-9.20%,-12.77%,3.38%,-13.58%,4.74%,7.45%,3.97%
