,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"15,231","14,427","15,033","16,108","17,314","18,952","19,613","20,317","20,902","22,869","24,174","21,865","23,069","24,741","25,982","27,142","27,327","29,466","30,335","33,358","29,284","34,569","35,775","40,708","78,616","64,508","65,355","69,007","76,336","79,693","71,271","71,849","68,525","66,133","57,510","59,846","64,182","70,997","77,874","68,862","88,852"
Market Cap Growth,44.39%,22.99%,29.16%,22.54%,13.68%,31.37%,30.46%,26.13%,20.72%,20.67%,23.25%,7.62%,10.37%,8.19%,7.48%,24.13%,18.46%,19.10%,16.75%,22.90%,7.16%,17.32%,17.93%,22.03%,168.46%,86.60%,82.68%,69.52%,-2.90%,23.54%,9.05%,4.12%,-10.23%,-17.02%,-19.31%,-16.71%,-6.34%,7.36%,35.41%,15.07%,-
Enterprise Value,"18,679","17,968","18,552","19,547","20,810","22,508","23,319","24,243","24,920","27,035","28,465","26,192","27,331","29,071","30,424","31,928","31,902","33,688","34,793","37,960","34,828","39,992","41,090","62,171","99,622","85,580","86,360","89,329","96,114","100,066","91,273","91,905","88,927","86,340","78,142","80,328","84,698","92,355","99,995","90,819","110,809"
PE Ratio,23.51,20.64,21.06,20.29,22.96,24.81,27.05,28.86,29.36,27.79,26.62,24.19,24.81,27.86,28.97,29.66,21.93,20.72,20.89,23.05,24.67,34.95,37.23,43.68,88.04,60.86,77.90,76.25,79.68,91.60,62.68,55.23,51.37,38.92,28.36,28.76,25.37,29.29,31.04,23.11,30.97
PS Ratio,3.16,2.95,3.04,3.21,3.42,3.71,3.81,3.91,3.98,4.31,4.50,4.02,4.19,4.44,4.65,4.84,4.80,5.13,5.25,5.76,5.03,5.87,5.99,5.29,7.72,5.18,4.54,4.58,5.14,5.37,4.62,4.55,4.22,3.98,3.38,3.45,3.62,3.91,4.22,3.66,4.72
PB Ratio,4.25,4.19,4.33,4.65,5.26,5.89,6.24,7.08,7.86,8.52,9.15,8.51,9.08,10.21,10.87,11.55,10.01,9.92,10.64,12.54,12.77,14.44,14.05,1.25,2.38,2.03,2.07,2.18,2.36,2.50,2.24,2.27,2.21,2.12,1.85,1.97,2.08,2.36,2.60,2.33,3.00
P/FCF Ratio,19.23,17.03,16.22,15.72,17.06,18.07,19.75,21.54,21.18,19.58,21.36,19.13,20.22,22.68,22.52,24.04,22.85,26.69,28.14,30.13,24.57,29.50,31.83,24.52,37.91,26.43,20.84,21.84,23.51,23.98,21.37,25.19,23.84,25.05,23.55,21.12,20.45,20.60,23.03,17.96,23.17
P/OCF Ratio,14.82,13.18,12.50,12.25,13.25,13.93,14.66,15.60,15.53,15.16,16.87,15.26,16.12,17.86,18.11,19.33,18.43,21.17,21.70,23.02,18.87,22.26,23.46,18.61,28.13,19.49,15.81,16.67,18.41,18.92,16.81,18.53,16.99,16.97,15.03,13.83,13.90,14.39,16.15,13.24,17.09
Debt / Equity Ratio,1.07,1.12,1.11,1.11,1.15,1.20,1.35,1.48,1.61,1.66,1.72,1.80,1.80,1.91,1.98,2.17,1.79,1.55,1.69,1.98,2.60,2.45,5.40,0.69,0.66,0.69,0.69,0.67,0.64,0.67,0.66,0.66,0.69,0.67,0.69,0.70,0.69,0.74,0.77,0.79,0.79
Quick Ratio,0.86,0.74,0.77,0.83,0.73,0.71,0.96,0.77,0.72,0.71,0.74,0.73,0.66,0.65,0.67,0.66,0.68,0.75,0.77,0.70,0.73,0.71,4.59,0.22,0.23,0.29,0.20,0.25,0.22,0.22,0.20,0.21,0.20,0.21,0.21,0.22,0.17,0.23,0.23,0.18,0.18
Current Ratio,1.18,1.08,1.12,1.13,0.97,1.00,1.28,1.09,1.00,0.96,1.02,1.03,0.95,0.90,0.96,1.01,1.02,1.05,1.09,1.01,1.11,1.07,4.97,1.08,1.08,1.07,1.04,1.06,1.04,1.03,1.03,1.05,1.03,1.04,1.05,1.06,1.04,1.08,1.10,1.07,1.07
Interest Coverage,9.28,6.71,7.51,9.76,7.78,7.68,4.94,9.17,8.36,11.95,9.05,9.00,8.95,9.31,8.50,8.33,9.98,13.51,8.18,7.78,7.80,5.49,5.88,2.53,2.55,3.52,0.86,3.23,2.84,2.83,3.84,3.80,3.33,5.57,5.18,4.31,5.78,4.40,4.72,5.62,5.14
Return on Capital (ROIC),Upgrade,9.47%,10.39%,10.53%,10.85%,11.31%,11.47%,11.31%,11.93%,12.34%,12.30%,12.52%,12.77%,13.29%,13.86%,13.78%,13.43%,17.85%,20.60%,20.88%,20.23%,18.26%,16.66%,8.59%,2.59%,2.40%,2.81%,2.58%,2.74%,2.91%,2.77%,3.13%,3.51%,3.47%,4.00%,4.65%,4.91%,5.85%,5.86%,6.14%,7.21%
Buyback Yield / Dilution,3.07%,4.33%,5.66%,4.51%,5.69%,6.03%,5.13%,5.88%,6.19%,6.46%,6.16%,6.03%,5.05%,3.54%,4.14%,3.66%,3.41%,3.85%,3.72%,3.99%,4.71%,5.34%,4.03%,-44.88%,-29.04%,-73.19%,-70.37%,-13.97%,-30.37%,1.63%,1.19%,1.56%,2.52%,3.34%,3.26%,3.69%,3.84%,3.94%,4.86%,5.38%,5.38%
Total Shareholder Return,3.07%,4.33%,5.66%,4.51%,5.69%,6.03%,5.13%,5.88%,6.19%,6.46%,6.16%,6.03%,5.05%,3.54%,4.14%,3.66%,3.41%,3.85%,3.72%,3.99%,4.71%,5.34%,4.03%,-44.88%,-29.04%,-73.19%,-70.37%,-13.97%,-30.37%,1.63%,1.19%,1.56%,2.52%,3.34%,3.26%,3.69%,3.84%,3.94%,4.86%,5.38%,5.38%
