,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"19,226","18,329","20,076","16,790","16,413","17,641","13,408","15,574","16,633","17,123","17,326"
Market Cap Growth,0.45%,-4.67%,9.53%,-16.37%,-2.24%,7.48%,-23.99%,16.16%,6.80%,2.94%,-
Enterprise Value,"21,386","20,280","22,002","17,918","17,647","19,750","14,733","16,905","18,785","19,195","19,398"
PE Ratio,17.42,16.76,17.48,15.43,12.37,13.17,14.18,11.06,12.64,12.31,12.66
PS Ratio,1.25,1.21,1.30,1.10,1.07,1.18,1.02,1.09,1.16,1.17,1.18
PB Ratio,6.75,7.47,9.29,6.42,6.44,6.18,4.35,4.76,5.12,4.74,4.79
P/FCF Ratio,15.22,9.18,11.23,8.99,10.75,10.06,8.13,12.17,19.61,12.75,12.90
P/OCF Ratio,13.02,8.33,10.28,8.30,9.53,9.50,7.77,8.01,17.95,12.04,12.19
EV/Sales Ratio,1.40,1.34,1.43,1.17,1.15,1.32,1.12,1.18,1.31,1.31,1.32
EV/EBITDA Ratio,9.86,9.43,9.68,7.74,7.51,8.52,8.32,7.21,8.20,8.18,8.27
EV/EBIT Ratio,11.41,10.91,11.11,8.81,8.46,9.46,9.51,7.93,9.07,8.99,9.09
EV/FCF Ratio,16.93,10.16,12.31,9.59,11.56,11.26,8.93,13.21,22.14,14.29,14.44
Debt / Equity Ratio,1.60,1.86,2.29,1.88,1.92,2.25,2.25,2.03,2.00,1.80,1.80
Debt / EBITDA Ratio,2.10,2.13,2.18,2.13,2.08,2.77,3.91,2.83,2.83,2.77,2.77
Debt / FCF Ratio,3.60,2.29,2.77,2.64,3.20,3.66,4.20,5.19,7.66,4.84,4.84
Quick Ratio,0.74,0.69,0.75,0.79,0.74,0.76,0.86,0.85,0.83,0.81,0.81
Current Ratio,0.92,0.84,0.91,0.93,0.90,0.91,1.00,0.98,0.97,0.95,0.95
Asset Turnover,0.73,0.73,0.71,0.67,0.66,0.59,0.54,0.54,0.56,0.57,0.57
Interest Coverage,10.58,10.26,8.56,8.18,7.83,8.55,6.98,9.02,9.93,9.77,9.77
Return on Equity (ROE),33.80%,43.90%,50.20%,45.70%,53.70%,52.80%,35.70%,43.00%,44.50%,42.40%,42.40%
Return on Assets (ROA),5.30%,5.20%,5.30%,4.80%,5.70%,5.30%,3.90%,5.30%,5.20%,5.40%,5.40%
Return on Capital (ROIC),17.09%,17.83%,18.75%,16.86%,19.16%,16.62%,11.38%,16.45%,15.10%,15.10%,15.10%
Earnings Yield,5.74%,5.97%,5.72%,6.48%,8.08%,7.59%,7.05%,9.04%,7.91%,8.13%,8.03%
FCF Yield,6.57%,10.89%,8.90%,11.13%,9.30%,9.94%,12.30%,8.22%,5.10%,7.85%,7.75%
Dividend Yield,2.50%,2.60%,2.50%,3.10%,3.30%,3.20%,4.20%,3.80%,3.40%,3.20%,3.20%
Payout Ratio,44.50%,45.10%,44.80%,48.10%,41.00%,42.70%,59.40%,42.60%,43.80%,40.10%,40.52%
Buyback Yield / Dilution,3.57%,2.39%,2.63%,2.27%,2.79%,2.84%,1.27%,1.12%,4.07%,2.93%,2.93%
Total Shareholder Return,6.07%,4.99%,5.13%,5.37%,6.09%,6.04%,5.47%,4.92%,7.47%,6.13%,6.13%
