,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"23,995","23,324","25,222","26,719","29,801","27,674","25,148","29,368","26,989","25,417","24,754","23,035","25,725","24,614","21,177","19,276","19,726","15,171","16,677","13,288","14,350","14,039","14,069","14,794","13,988","15,239","13,730","15,716","17,840","16,565","14,365","14,509","15,709","14,240","18,171","20,150","19,452","24,078","21,764","24,844","25,406"
Market Cap Growth,69.14%,44.57%,42.47%,17.11%,24.19%,18.65%,-0.29%,9.92%,-9.44%,-8.16%,-1.56%,-21.56%,-4.68%,-3.16%,-14.45%,-16.32%,-23.32%,-38.36%,-21.25%,-31.06%,-27.26%,-7.46%,-15.64%,11.33%,-2.52%,8.55%,-2.41%,6.23%,27.54%,8.70%,4.62%,-7.68%,-11.94%,-14.03%,26.49%,38.88%,23.82%,69.09%,19.77%,23.29%,-
Enterprise Value,"24,874","24,431","26,760","27,814","30,621","28,550","27,724","32,569","29,937","28,600","28,285","26,616","29,818","28,130","29,999","27,786","27,129","22,421","23,633","20,155","19,992","19,539","20,848","21,069","18,921","19,243","17,724","18,712","21,072","19,394","17,556","16,991","18,965","14,838","19,946","21,758","20,196","24,736","22,588","24,976","25,538"
PE Ratio,69.35,20.00,23.08,24.20,25.82,22.78,18.88,21.45,19.42,17.81,18.30,17.05,19.11,19.11,19.36,10.57,11.62,59.26,22.69,-349.69,4783.17,10.30,-3.39,-3.51,-3.36,-4.12,14.11,11.37,15.50,27.11,12.66,26.14,-16.45,-15.26,-16.61,-15.83,42.01,92.25,139.51,38.88,40.80
PS Ratio,0.26,0.26,0.28,0.28,0.30,0.27,0.24,0.26,0.23,0.21,0.20,0.18,0.20,0.19,0.16,0.14,0.15,0.11,0.12,0.09,0.10,0.10,0.10,0.10,0.09,0.10,0.09,0.10,0.11,0.10,0.09,0.09,0.09,0.08,0.10,0.10,0.10,0.12,0.10,0.12,0.12
PB Ratio,3.67,3.64,4.03,4.38,4.68,4.42,3.87,4.38,4.02,3.88,3.80,3.64,3.87,3.62,3.17,2.54,2.62,2.50,2.82,2.20,2.30,2.22,15.63,14.81,11.63,8.52,9.66,7.97,9.97,9.25,10.31,14.54,-22.54,-20.08,-10.20,-9.10,-8.76,-8.44,-6.23,-7.20,-7.20
P/FCF Ratio,12.78,10.25,18.34,11.58,13.94,12.07,11.79,11.30,9.62,10.14,9.36,13.42,41.03,30.88,11.10,11.73,7.59,6.36,10.57,7.76,5.88,5.86,10.33,8.85,7.55,9.60,5.48,5.23,11.19,8.16,12.78,12.91,34.38,5.15,5.29,7.13,4.26,10.16,7.59,7.24,7.40
P/OCF Ratio,11.38,9.24,15.44,10.48,12.48,10.90,10.36,10.00,8.44,8.55,7.92,10.39,23.37,20.79,9.37,9.71,6.71,5.48,8.54,6.50,5.18,5.16,8.26,7.29,6.28,7.77,4.76,4.62,8.90,6.82,9.49,9.73,19.76,4.56,4.79,6.31,3.91,8.48,6.48,6.28,6.43
Debt / Equity Ratio,0.60,0.62,0.64,0.65,0.63,0.88,0.85,0.82,0.83,0.85,0.85,0.86,0.82,1.53,1.50,1.28,1.27,1.49,1.52,1.50,1.46,1.27,8.88,7.94,6.04,3.79,4.74,3.42,3.76,3.48,4.06,5.65,-8.05,-7.50,-2.96,-2.38,-2.13,-1.65,-1.34,-1.37,-1.37
Quick Ratio,0.60,0.55,0.55,0.53,0.57,0.65,0.56,0.49,0.51,0.50,0.49,0.45,0.45,0.70,0.43,0.39,0.46,0.42,0.44,0.42,0.47,0.46,0.42,0.40,0.46,0.47,0.47,0.48,0.48,0.45,0.44,0.45,0.44,0.50,0.46,0.45,0.46,0.46,0.43,0.43,0.43
Current Ratio,1.29,1.19,1.18,1.20,1.20,1.26,1.19,1.16,1.15,1.11,1.11,1.10,1.13,1.34,1.06,1.09,1.10,1.07,1.06,1.05,1.07,1.07,1.05,1.03,1.05,1.10,1.13,1.17,1.20,1.12,1.12,1.15,1.08,1.08,1.04,1.04,1.03,1.00,0.99,0.98,0.98
Interest Coverage,15.91,11.82,13.79,13.53,16.94,15.61,13.89,12.56,14.91,14.02,12.20,12.16,13.24,6.54,3.17,4.64,6.52,-14.22,10.55,6.34,5.93,4.55,-79.98,5.43,8.95,17.61,-13.73,10.26,10.76,3.73,10.20,-25.30,-2.63,0.21,5.36,-4.48,20.36,9.20,-0.93,62.13,18.34
Return on Capital (ROIC),Upgrade,5.27%,12.07%,11.43%,12.20%,12.35%,11.40%,12.16%,12.01%,12.19%,12.74%,12.16%,12.42%,12.08%,8.31%,7.57%,12.97%,12.50%,4.67%,7.98%,1.20%,1.54%,11.10%,-48.81%,-49.25%,-51.47%,-51.04%,3.55%,8.22%,5.26%,4.80%,18.60%,-4.89%,-11.32%,-15.68%,-25.67%,-2.29%,15.69%,17.18%,14.27%,50.30%
Dividend Yield,1.70%,1.80%,1.70%,1.60%,1.50%,1.70%,1.90%,1.70%,1.90%,2.10%,2.20%,2.40%,2.20%,2.30%,2.70%,3.00%,2.90%,3.80%,3.50%,4.20%,4.00%,4.10%,4.10%,3.80%,4.00%,3.70%,4.10%,3.60%,3.20%,3.40%,3.90%,3.80%,3.50%,3.80%,3.00%,2.60%,2.60%,2.10%,1.70%,2.00%,1.92%
Payout Ratio,32.80%,49.70%,43.40%,39.40%,31.20%,43.50%,33.10%,39.10%,32.80%,43.60%,46.30%,44.00%,37.10%,53.10%,128.30%,13.80%,57.00%,-12.90%,24.40%,50.60%,48.10%,72.90%,-2.90%,64.10%,40.10%,21.80%,-56.50%,22.70%,118.50%,122.80%,52.20%,288.80%,-9.70%,105.50%,121.00%,-99.20%,36.70%,-208.70%,0.00%,69.50%,78.22%
Buyback Yield / Dilution,-0.58%,0.58%,1.16%,3.47%,3.75%,2.92%,2.65%,0.60%,0.90%,1.51%,2.72%,3.92%,3.93%,2.14%,1.24%,0.94%,0.94%,2.50%,3.77%,5.06%,5.08%,4.49%,3.27%,2.00%,1.67%,1.68%,1.01%,-0.34%,-,-0.34%,1.37%,4.75%,6.46%,7.14%,5.54%,7.12%,6.18%,6.23%,8.42%,5.75%,5.75%
Total Shareholder Return,1.12%,2.38%,2.86%,5.07%,5.25%,4.62%,4.55%,2.30%,2.80%,3.61%,4.92%,6.32%,6.13%,4.44%,3.94%,3.94%,3.84%,6.30%,7.27%,9.26%,9.08%,8.59%,7.37%,5.80%,5.67%,5.38%,5.11%,3.26%,3.20%,3.06%,5.27%,8.55%,9.96%,10.94%,8.54%,9.72%,8.78%,8.33%,10.12%,7.75%,7.66%
