,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,"1,189","1,214","1,280","1,262","1,285","1,316","1,278","1,263","1,364","1,371","1,402","1,312","1,523","1,386","1,412","1,411","1,224","1,558","1,915",710,"2,159","1,913","1,700","2,152",-99,"2,714","2,227","2,694","2,227","2,295","1,785","3,323","1,215",820,"1,408","3,114","2,241","2,605","1,811","3,356"
Revenue Growth (YoY),7.80%,9.96%,11.11%,7.68%,8.07%,8.40%,-0.16%,0.08%,6.15%,4.18%,9.70%,3.88%,11.66%,1.09%,0.71%,7.55%,-19.63%,12.41%,35.62%,-49.68%,76.39%,22.79%,-11.23%,203.10%,-,41.87%,31.00%,25.19%,-,-15.44%,-19.85%,23.35%,-45.44%,-64.27%,-21.12%,-6.29%,84.44%,217.68%,28.62%,7.77%
Cost of Revenue,4,3,3,0,4,3,3,0,2,5,3,0,4,4,3,0,4,3,3,0,8,4,5,0,5,5,5,0,4,5,5,0,4,5,4,23,5,7,5,8
Gross Profit,"1,185","1,211","1,277","4,931","1,281","1,313","1,275","1,263","1,362","1,366","1,399","5,437","1,519","1,382","1,409","5,719","1,220","1,555","1,912","5,391","2,151","1,909","1,695","2,152",-104,"2,709","2,222","2,694","2,223","2,290","1,780","3,323","1,211",815,"1,404","3,091","2,236","2,598","1,806","3,348"
Other Operating Expenses,"-1,052","-1,091","-1,005",471,"-1,094","-1,052","-1,018",652,"-1,084","-1,187","-1,133",672,"-1,230","-1,241","-1,267",520,"-1,257","-1,278","-1,280",816,"-1,271","-1,366","-1,387","1,668","-1,459","-1,550","-1,595",163,"-1,442","-1,405","-1,583",6,"-1,562",5,"-1,969",-5,"-1,954","-1,941","-1,954",0
Operating Expenses,"-1,052","-1,091","-1,005",471,"-1,094","-1,052","-1,018",652,"-1,084","-1,187","-1,133",672,"-1,230","-1,241","-1,267",520,"-1,257","-1,278","-1,280",816,"-1,271","-1,366","-1,387","1,668","-1,459","-1,550","-1,595",163,"-1,442","-1,405","-1,583",6,"-1,562",5,"-1,969",-5,"-1,954","-1,941","-1,954",0
Operating Income,133,120,272,"4,460",187,261,257,"4,477",278,179,266,"4,765",289,141,142,"5,199",-37,277,632,"4,575",880,543,308,"6,233","-1,563","1,159",627,"7,353",781,885,197,"1,860",-347,"-1,028",-565,"1,300",282,664,-148,"1,490"
Interest Income,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,160,169,165,167,168,175,176,177,182,188,188,0,195,206,206,217,223,0
Interest Expense,14,13,13,13,13,13,14,13,13,13,13,14,13,13,13,14,13,13,14,13,13,13,14,13,13,14,13,14,13,13,13,14,13,13,14,13,14,13,13,14
Other Expense / Income,-,-,-,"4,211",-,-,-,"4,248",-,-,-,"4,623",-,-,-,"4,988",-,-,-,"5,143",-,161,160,"5,608",165,167,168,"6,198",176,177,182,188,188,-,195,206,206,202,210,-14
