,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,343.9,357.25,322.59,286.17,316.16,624.33,774.43,"1,382","2,331","2,291"
Revenue Growth (YoY),47.70%,3.88%,-9.70%,-11.29%,10.48%,97.47%,24.04%,78.46%,68.65%,-1.72%
Cost of Revenue,230.86,249.03,264.58,230.12,221.71,403.09,428.44,827.63,"1,356","1,232"
Gross Profit,113.04,108.22,58.01,56.04,94.45,221.25,345.98,554.42,974.6,"1,058"
"Selling, General & Admin",72.09,76.71,66.23,45.35,56.13,75.54,103.62,233.06,355.1,369.63
Research & Development,45.39,50.82,50.7,33.16,32.59,40.38,55.92,105.53,168.85,227.34
Other Operating Expenses,0,0,3.78,16.92,4.13,2.6,0,0,2.38,15.68
Operating Expenses,117.47,127.53,120.71,95.42,92.85,118.52,159.54,338.59,526.33,612.65
Operating Income,-4.43,-19.31,-62.7,-39.38,1.6,102.73,186.44,215.83,448.26,445.74
Interest Expense / Income,1.86,0.5,2.77,8.21,10.69,9.69,21,45.15,9.44,8.84
Other Expense / Income,0.99,0.89,0.51,-2.25,1.13,2.92,46.03,49.75,-13.23,-76.24
Pretax Income,-7.29,-20.7,-65.99,-45.34,-10.23,90.11,119.41,120.93,452.05,513.14
Income Tax,0.77,1.38,1.48,-0.15,1.4,-71.03,-14.59,-24.52,54.69,74.2
Net Income,-8.05,-22.08,-67.46,-45.19,-11.63,161.15,134,145.45,397.36,438.94
Net Income Growth,-,-,-,-,-,-,-16.85%,8.55%,173.20%,10.46%
Shares Outstanding (Basic),43,45,51,83,100,117,126,134,135,136
Shares Outstanding (Diluted),43,45,51,83,100,132,142,143,144,143
Shares Change,3.02%,4.03%,13.19%,64.17%,20.11%,32.15%,7.80%,0.68%,1.06%,-0.76%
EPS (Basic),-0.19,-0.49,-1.34,-0.54,-0.12,1.38,1.07,1.09,2.94,3.22
EPS (Diluted),-0.19,-0.49,-1.34,-0.54,-0.12,1.23,0.95,1.02,2.77,3.08
EPS Growth,-,-,-,-,-,-,-22.76%,7.37%,171.57%,11.19%
Free Cash Flow,10.97,-33.69,-45.12,-32.56,11.98,124.28,195.78,299.52,698.37,586.38
Free Cash Flow Per Share,0.26,-0.76,-0.89,-0.39,0.12,1.06,1.56,2.23,5.16,4.30
Gross Margin,32.87%,30.29%,17.98%,19.58%,29.87%,35.44%,44.68%,40.12%,41.81%,46.20%
Operating Margin,-1.29%,-5.40%,-19.44%,-13.76%,0.50%,16.45%,24.07%,15.62%,19.23%,19.46%
Profit Margin,-2.34%,-6.18%,-20.91%,-15.79%,-3.68%,25.81%,17.30%,10.52%,17.05%,19.16%
Free Cash Flow Margin,3.19%,-9.43%,-13.99%,-11.38%,3.79%,19.91%,25.28%,21.67%,29.96%,25.60%
Effective Tax Rate,-,-,-,-,-,-78.83%,-12.21%,-20.28%,12.10%,14.46%
EBITDA,2.84,-9.66,-52.58,-28.13,10.13,113.92,158.51,196.93,520.26,596.69
EBITDA Margin,0.82%,-2.70%,-16.30%,-9.83%,3.20%,18.25%,20.47%,14.25%,22.32%,26.05%
Depreciation & Amortization,8.26,10.54,10.64,9,9.67,14.12,18.1,30.85,58.78,74.71
EBIT,-5.42,-20.2,-63.21,-37.13,0.46,99.81,140.41,166.08,461.49,521.98
EBIT Margin,-1.58%,-5.65%,-19.60%,-12.97%,0.15%,15.99%,18.13%,12.02%,19.80%,22.79%
