,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"7,066","6,969","7,193","6,839","6,969","6,981","7,342","7,057","7,050","6,568","7,459","7,652","8,752","9,072","8,949","9,316","10,472","9,602","9,245","9,769","8,313","9,034","9,835","10,448","11,397","7,739","7,901","8,510","9,939","9,980","9,816","9,056","9,464","9,993","9,611","9,715","11,726","10,617","10,475","10,310","11,903"
Market Cap Growth,44.06%,24.44%,19.40%,3.21%,-1.38%,0.16%,2.06%,3.18%,1.16%,-5.92%,1.59%,8.44%,24.15%,38.14%,19.98%,21.75%,19.65%,5.84%,3.30%,4.87%,-20.62%,-5.92%,6.39%,6.94%,37.10%,-14.33%,-19.67%,-18.54%,-12.80%,28.96%,24.24%,6.41%,-4.78%,0.13%,-2.09%,7.27%,23.90%,6.24%,8.99%,6.13%,-
Enterprise Value,"8,249","8,185","8,414","8,054","8,133","8,229","8,659","8,359","8,222","7,856","8,829","8,948","10,074","10,470","10,290","10,667","11,814","11,010","10,652","11,666","9,857","10,617","11,357","11,965","12,969","9,454","9,890","10,378","11,767","11,842","11,924","10,900","11,398","11,935","11,561","11,691","13,710","12,587","12,456","12,470","14,063"
PE Ratio,13.37,12.87,13.35,12.69,12.84,13.13,13.91,13.05,13.37,12.40,13.79,13.98,15.92,16.22,15.95,16.56,7.20,6.43,6.01,6.25,11.85,12.67,13.75,14.15,14.98,10.44,10.86,11.91,13.58,13.40,12.73,11.74,12.70,12.43,11.60,11.70,15.85,12.49,12.46,11.36,13.44
PS Ratio,2.02,1.96,2.00,1.88,1.93,1.98,2.10,2.04,1.87,1.72,1.94,1.97,2.22,2.28,2.23,2.29,2.52,2.29,2.17,2.27,1.93,2.08,2.24,2.35,2.52,1.70,1.72,1.83,2.10,2.05,1.98,1.80,1.85,1.94,1.86,1.87,2.25,2.03,1.99,1.93,2.22
PB Ratio,1.87,1.66,1.60,1.51,1.48,1.43,1.71,1.65,1.74,1.50,1.53,1.50,1.92,1.91,1.77,1.80,1.68,1.65,1.66,1.76,1.54,1.50,1.47,1.43,1.56,1.19,1.01,1.03,1.13,1.27,1.14,1.05,1.10,1.45,1.81,2.23,2.97,2.76,2.63,2.23,2.57
P/FCF Ratio,6.37,6.40,7.00,7.04,8.16,8.14,8.30,7.64,6.51,5.73,6.01,5.69,6.37,6.07,5.94,6.28,7.43,7.26,7.25,7.84,6.74,7.07,7.57,7.90,8.62,6.24,5.62,6.21,6.93,6.85,7.20,6.40,6.76,6.97,6.86,6.94,8.41,7.21,7.02,7.27,8.39
P/OCF Ratio,6.31,6.31,6.88,6.89,8.06,8.03,8.16,7.43,6.29,5.56,5.87,5.62,6.26,5.97,5.84,6.16,7.33,7.11,7.08,7.63,6.51,6.85,7.30,7.62,8.36,6.03,5.46,6.03,6.73,6.63,6.97,6.21,6.58,6.83,6.73,6.80,8.24,7.07,6.83,7.05,8.14
Debt / Equity Ratio,0.32,0.30,0.28,0.28,0.26,0.26,0.32,0.32,0.30,0.30,0.29,0.28,0.31,0.31,0.28,0.28,0.23,0.26,0.27,0.36,0.31,0.27,0.24,0.22,0.23,0.28,0.27,0.24,0.22,0.25,0.26,0.23,0.23,0.30,0.40,0.47,0.53,0.56,0.52,0.49,0.49
Interest Coverage,12.52,11.37,11.18,11.35,12.11,10.72,11.01,11.94,10.87,10.60,9.59,11.37,10.11,10.09,10.54,11.52,10.97,10.84,11.12,10.82,9.63,11.72,11.67,12.73,12.08,10.75,10.30,11.68,12.68,11.33,12.27,12.05,12.07,15.75,13.66,10.80,11.45,12.03,11.25,13.28,12.01
Return on Capital (ROIC),Upgrade,11.40%,10.67%,9.98%,9.91%,9.86%,9.43%,10.17%,10.34%,10.80%,10.09%,9.30%,9.17%,10.07%,9.80%,9.36%,9.33%,20.86%,22.48%,23.97%,22.91%,10.94%,10.22%,9.47%,9.10%,9.28%,9.72%,8.01%,7.71%,7.50%,8.35%,7.75%,7.97%,7.62%,9.72%,12.02%,14.00%,15.55%,15.49%,15.27%,14.41%
Dividend Yield,1.10%,0.90%,1.10%,0.90%,0.90%,1.20%,0.90%,1.20%,0.70%,1.00%,0.90%,0.60%,0.80%,0.70%,0.80%,0.70%,0.70%,0.50%,0.60%,0.70%,0.80%,0.80%,0.70%,0.70%,0.60%,1.00%,0.90%,0.90%,0.80%,0.80%,0.80%,0.90%,0.80%,0.80%,0.80%,0.80%,0.70%,1.00%,0.80%,0.80%,0.72%
Payout Ratio,22.50%,0.00%,25.30%,0.00%,23.50%,14.20%,13.50%,11.70%,0.00%,27.20%,12.40%,0.00%,12.60%,26.10%,12.70%,0.00%,1.70%,9.90%,10.10%,10.30%,11.00%,9.70%,10.30%,9.50%,10.20%,11.20%,11.50%,10.60%,9.60%,10.90%,10.20%,10.60%,11.20%,8.30%,9.10%,10.60%,9.50%,18.60%,0.00%,8.30%,9.64%
Buyback Yield / Dilution,4.75%,5.45%,5.06%,4.94%,5.15%,4.31%,4.26%,4.19%,4.13%,4.60%,4.33%,4.27%,3.79%,2.89%,3.04%,2.88%,2.70%,3.12%,2.93%,3.12%,3.38%,3.37%,3.18%,3.19%,2.92%,2.45%,3.19%,2.37%,3.35%,3.95%,3.18%,4.50%,3.52%,3.82%,4.32%,4.21%,3.67%,2.86%,3.09%,2.69%,2.69%
Total Shareholder Return,5.85%,6.35%,6.16%,5.84%,6.05%,5.51%,5.16%,5.39%,4.83%,5.60%,5.23%,4.87%,4.59%,3.59%,3.84%,3.58%,3.40%,3.62%,3.53%,3.82%,4.18%,4.17%,3.88%,3.89%,3.52%,3.45%,4.09%,3.27%,4.15%,4.75%,3.98%,5.40%,4.32%,4.62%,5.12%,5.01%,4.37%,3.86%,3.89%,3.49%,3.40%
