,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31,2017-08-31,2017-11-30,2018-02-28,2018-05-31,2018-08-31,2018-11-30,2019-02-28,2019-05-31,2019-08-31,2019-11-30,2020-02-29,2020-05-31,2020-08-31,2020-11-30,2021-02-28,2021-05-31,2021-08-31,2021-11-30,2022-02-28,2022-05-31,2022-08-31,2022-11-30,2023-02-28,2023-05-31,2023-08-31,2023-11-30,Current
Market Capitalization,"8,970","8,361","8,010","9,696","10,295","9,569","10,447","10,772","8,867","9,784","10,366","9,691","11,441","12,030","12,137","14,770","13,577","16,851","17,024","14,113","15,555","16,049","16,429","18,946","19,059","18,878","23,362","23,724","25,943","31,028","33,515","32,510","26,863","23,713","22,568","25,573","28,026","31,001","34,229","36,375","41,858"
Market Cap Growth,21.07%,10.52%,30.46%,39.46%,14.78%,14.45%,30.43%,11.10%,-13.87%,2.25%,-0.77%,-10.04%,29.03%,22.96%,17.09%,52.41%,18.67%,40.07%,40.26%,-4.45%,14.57%,-4.76%,-3.49%,34.24%,22.53%,17.63%,42.20%,25.22%,36.12%,64.36%,43.46%,37.03%,3.55%,-23.57%,-32.66%,-21.34%,4.33%,30.73%,51.67%,42.24%,-
Enterprise Value,"12,765","12,098","11,906","13,461","14,834","14,208","15,101","14,890","13,687","14,494","14,714","13,211","16,566","17,044","17,088","18,888","23,203","25,887","25,587","21,307","23,946","24,627","24,696","25,512","26,381","24,966","28,563","26,961","29,480","34,305","36,412","34,405","30,109","27,016","25,283","24,981","27,978","30,829","33,645","32,904","38,387"
PE Ratio,17.93,16.70,14.36,15.18,15.24,13.27,13.63,13.42,10.66,11.28,11.78,10.63,14.20,15.02,14.91,18.22,14.94,16.76,14.08,8.32,8.64,8.40,8.34,10.25,9.49,8.97,10.35,9.62,8.46,9.18,8.13,7.34,6.83,5.36,5.04,5.54,5.95,7.28,8.78,9.24,10.94
PS Ratio,1.42,1.25,1.13,1.25,1.28,1.11,1.15,1.14,0.90,0.96,0.99,0.89,1.01,1.02,0.99,1.17,1.02,1.09,0.95,0.69,0.73,0.74,0.76,0.85,0.83,0.84,1.03,1.06,1.11,1.27,1.31,1.20,0.96,0.79,0.71,0.76,0.83,0.92,1.02,1.06,1.22
PB Ratio,2.11,1.90,1.75,2.01,2.08,1.86,1.95,1.91,1.52,1.60,1.58,1.38,1.61,1.64,1.61,1.88,1.04,1.24,1.21,0.97,1.05,1.06,1.07,1.19,1.19,1.14,1.36,1.32,1.37,1.59,1.62,1.56,1.30,1.10,0.98,1.06,1.15,1.24,1.33,1.37,1.57
P/FCF Ratio,-11.80,-10.43,-13.98,-12.41,-8.99,-9.31,-10.97,-24.17,110.45,31.14,17.50,21.22,15.34,25.81,15.95,15.80,19.83,14.98,12.69,8.65,12.18,13.65,13.13,12.84,7.92,5.78,5.73,5.71,6.20,8.71,13.02,13.17,13.56,13.16,13.42,7.97,6.58,6.51,6.56,7.16,8.24
P/OCF Ratio,-10.18,-9.09,-11.63,-12.30,-9.16,-9.02,-10.68,-25.67,93.60,24.49,15.57,19.08,14.25,22.98,14.47,15.03,18.16,14.51,12.33,8.34,11.76,12.92,13.00,12.78,7.98,5.86,5.72,5.66,6.19,8.62,12.86,12.84,12.95,12.70,12.74,7.83,6.49,6.39,6.45,7.02,8.08
Debt / Equity Ratio,1.09,1.06,1.02,0.97,1.04,1.03,0.98,0.89,0.92,0.87,0.75,0.65,0.81,0.79,0.73,0.81,0.79,0.73,0.67,0.59,0.63,0.62,0.59,0.49,0.51,0.45,0.42,0.33,0.32,0.30,0.27,0.22,0.22,0.22,0.18,0.17,0.17,0.15,0.13,0.11,0.11
Interest Coverage,10.77,22.26,32.82,72.38,43.91,73.88,114.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Return on Capital (ROIC),Upgrade,5.76%,5.43%,5.75%,6.34%,6.11%,6.47%,6.75%,6.85%,6.86%,7.04%,7.19%,7.46%,6.68%,6.59%,6.80%,6.18%,3.48%,3.82%,4.78%,6.17%,6.71%,7.16%,7.31%,7.85%,8.35%,8.62%,9.28%,10.28%,10.91%,12.10%,13.08%,15.22%,15.95%,17.38%,18.86%,18.40%,17.54%,15.58%,13.95%,13.88%
Dividend Yield,0.40%,0.40%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.40%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.30%,0.40%,0.30%,0.30%,0.30%,0.30%,0.40%,0.50%,0.60%,0.80%,0.90%,0.90%,0.90%,1.00%,1.30%,1.60%,1.80%,1.70%,1.60%,1.40%,1.30%,1.20%,1.33%
Payout Ratio,10.50%,6.00%,4.60%,3.30%,7.10%,4.50%,3.70%,3.20%,5.90%,4.00%,3.80%,3.10%,25.00%,4.50%,3.80%,3.10%,7.50%,4.20%,2.90%,1.60%,5.40%,3.10%,2.50%,1.90%,9.80%,7.50%,5.90%,8.80%,7.80%,9.40%,5.50%,6.40%,22.10%,8.30%,7.40%,8.20%,18.20%,12.50%,9.70%,7.80%,14.57%
Buyback Yield / Dilution,-6.48%,-6.25%,-5.92%,-5.57%,-0.31%,-0.38%,-0.39%,-2.49%,-3.11%,-4.63%,-6.78%,-8.30%,-10.92%,-9.20%,-7.00%,-3.27%,-2.33%,-38.91%,-40.51%,-40.39%,-35.10%,0.77%,2.23%,3.83%,2.57%,3.38%,3.07%,1.54%,1.01%,-0.37%,-0.02%,1.04%,4.41%,5.71%,6.70%,5.92%,3.07%,2.06%,1.36%,2.34%,2.34%
Total Shareholder Return,-6.08%,-5.85%,-5.52%,-5.27%,-0.01%,-0.08%,-0.09%,-2.19%,-2.71%,-4.23%,-6.48%,-7.90%,-10.62%,-8.90%,-6.70%,-2.97%,-2.03%,-38.61%,-40.21%,-39.99%,-34.80%,1.07%,2.53%,4.13%,2.97%,3.88%,3.67%,2.34%,1.91%,0.53%,0.88%,2.04%,5.71%,7.31%,8.50%,7.62%,4.67%,3.46%,2.66%,3.54%,3.67%
