,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,Current
Market Capitalization,"16,355","14,305","14,246","13,641","12,230","12,201","13,045","9,046","7,321","9,403","11,969","12,001","10,866","11,361","11,675","12,372","13,228","11,050","10,745","9,935","9,637","11,050","9,719","7,351","7,102","6,852","6,848","6,919","6,489","7,501","6,974","8,697","15,458","21,947","20,782","20,781","19,373","18,853","19,164","20,424","18,564"
Market Cap Growth,56.40%,0.55%,-4.82%,-13.29%,-25.23%,-14.71%,-8.43%,-33.69%,-40.13%,-22.93%,-8.25%,32.67%,48.41%,20.81%,-2.45%,3.09%,21.74%,-2.74%,-7.96%,-19.69%,-27.15%,0.00%,-9.56%,-26.01%,-26.30%,-37.99%,-29.54%,-5.87%,-8.63%,9.48%,1.85%,25.69%,138.22%,192.58%,197.99%,138.95%,25.32%,-14.10%,-7.79%,-1.72%,-
Enterprise Value,"17,462","15,556","15,432","14,943","13,823","13,930","14,949","11,026","9,337","10,408","13,010","13,026","11,928","12,357","12,683","13,384","14,300","11,609","11,537","10,916","10,803","11,941","10,636","8,463","8,108","7,841","7,899","8,081","7,445","8,352","7,928","9,770","17,689","23,977","22,988","22,269","20,725","19,862","20,397","21,698","19,838"
PE Ratio,58.46,41.59,38.17,33.75,117.07,323.70,-120.52,-40.29,-64.28,-45.79,-49.72,-50.96,-26.05,-43.66,-66.42,-83.63,131.76,98.74,80.91,41.82,17.30,15.73,11.55,9.09,10.43,14.51,21.30,32.01,32.28,27.47,25.57,24.73,13.35,13.38,7.32,5.23,4.77,4.56,6.15,9.11,8.57
PS Ratio,9.37,7.60,7.25,6.68,5.63,5.73,6.86,5.34,5.40,8.01,10.74,10.72,9.40,8.16,7.27,7.36,7.50,6.43,6.27,5.31,4.40,4.69,3.99,3.17,3.44,3.78,4.26,4.70,4.43,4.87,4.56,5.18,4.48,4.70,3.01,2.31,2.14,2.06,2.47,3.10,2.81
PB Ratio,7.42,6.31,5.93,5.76,5.71,5.61,6.08,4.26,3.64,3.19,4.16,4.19,4.23,4.20,4.42,4.68,5.24,4.59,4.99,4.74,4.62,4.76,4.14,3.32,3.30,3.16,3.16,3.27,2.93,3.25,3.03,3.74,1.32,1.87,1.71,1.64,1.53,1.49,1.51,1.60,1.45
P/FCF Ratio,106.70,122.19,93.08,69.15,-60.04,-49.74,-34.90,-21.87,-36.91,-192.42,250.05,132.03,149.45,103.87,69.46,70.33,53.11,11.62,11.72,11.03,10.84,21.34,16.89,11.55,10.76,21.13,38.55,78.82,31.96,23.91,17.99,18.59,16.32,11.97,9.39,5.97,5.12,5.04,5.61,8.87,8.06
P/OCF Ratio,15.96,13.40,12.73,11.36,9.89,9.77,11.97,10.30,9.77,17.12,25.83,28.41,27.34,18.94,15.06,14.41,14.73,12.26,11.75,10.26,8.72,7.80,6.61,4.90,4.91,6.44,7.83,9.45,8.34,8.69,7.70,8.50,9.27,8.13,6.11,4.22,3.55,3.35,3.55,4.66,4.24
Debt / Equity Ratio,0.53,0.57,0.51,0.68,0.82,0.86,0.93,0.96,1.00,0.54,0.54,0.53,0.61,0.57,0.58,0.58,0.62,0.64,0.71,0.62,0.59,0.53,0.52,0.55,0.57,0.56,0.56,0.55,0.51,0.45,0.49,0.50,0.28,0.30,0.27,0.18,0.17,0.17,0.17,0.17,0.17
Quick Ratio,0.68,0.67,0.71,1.16,0.79,0.83,0.82,0.67,0.51,3.51,2.78,3.16,2.67,3.25,2.96,1.53,1.10,2.23,1.56,1.47,1.47,2.29,2.08,0.91,1.29,0.95,0.75,0.38,1.01,1.25,0.93,0.80,1.71,1.54,1.65,1.57,1.72,1.61,1.64,0.99,0.99
Current Ratio,0.93,0.86,0.85,1.36,0.83,0.87,0.91,0.81,0.62,3.62,2.89,3.33,2.78,3.34,3.14,1.64,1.21,2.42,1.67,1.69,1.90,2.83,2.70,1.43,1.73,1.40,1.22,0.84,1.07,1.31,1.05,0.95,1.75,1.57,1.80,1.66,1.85,1.66,1.74,1.05,1.05
Interest Coverage,10.05,11.75,12.90,10.93,-20.84,3.70,-0.78,-0.04,-6.39,-2.28,-3.43,0.15,-21.62,9.13,2.80,2.22,-21.50,8.82,3.34,12.40,21.80,28.96,17.21,9.56,15.10,6.08,3.69,-0.53,15.07,14.58,4.15,7.46,51.58,38.05,73.18,76.75,118.09,52.29,17.88,25.53,47.67
Return on Capital (ROIC),Upgrade,9.44%,10.71%,11.30%,11.10%,-3.47%,-4.89%,-8.37%,-11.05%,-3.15%,-5.25%,-6.51%,-6.39%,-13.64%,-9.10%,-6.76%,-6.18%,-3.91%,-3.71%,-3.24%,-0.46%,18.50%,21.16%,24.64%,24.55%,19.71%,13.56%,9.21%,6.27%,7.15%,9.26%,9.00%,11.18%,8.02%,11.14%,18.75%,26.87%,27.60%,28.02%,21.05%,15.11%
Dividend Yield,0.20%,0.20%,0.20%,0.20%,0.30%,0.30%,0.30%,0.40%,0.50%,0.40%,0.30%,0.30%,0.30%,0.30%,0.40%,0.50%,0.60%,0.90%,0.90%,1.00%,1.10%,1.00%,1.30%,1.80%,2.00%,2.20%,2.30%,2.30%,2.50%,2.10%,2.30%,1.90%,5.90%,5.90%,8.00%,10.00%,10.10%,10.20%,8.30%,6.10%,3.24%
Payout Ratio,10.50%,7.70%,7.10%,8.30%,-3.80%,20.00%,-28.60%,-50.00%,-7.40%,-16.70%,-14.30%,-100.00%,-3.10%,8.70%,100.00%,125.00%,-55.60%,23.10%,66.70%,21.40%,11.30%,11.30%,20.90%,40.90%,27.00%,71.40%,125.00%,-250.00%,30.30%,31.20%,137.50%,68.80%,45.70%,74.70%,39.20%,43.00%,51.90%,64.80%,71.40%,46.50%,27.78%
