,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Net Income,248,292,190,-846,303,353,252,247,294,383,892,537,399,421,414,262,491,461,495,511,410,555,617,541,639,792,455,454,755,798,797,675,"1,235",972,608,433,795,511,742,579
Depreciation & Amortization,33,33,34,34,33,33,38,53,42,45,47,47,43,45,46,46,45,52,54,55,52,52,49,51,49,51,54,52,50,45,42,41,137,304,297,275,287,284,282,290
Share-Based Compensation,17,30,25,28,18,19,18,23,14,20,20,22,19,22,24,34,13,33,27,21,12,21,20,25,11,11,38,30,19,31,40,32,94,49,17,54,46,51,46,28
Other Operating Activities,-178,-15,127,"1,175","-1,832",47,233,389,-165,7,-342,-303,-108,-167,45,471,-189,-3,-78,76,-181,89,76,387,-19,83,262,605,-56,49,88,192,"-1,244",-871,-108,351,-534,-77,-57,437
Operating Cash Flow,120,340,376,391,"-1,478",452,541,712,185,455,617,303,353,321,529,813,360,543,498,663,293,717,762,"1,004",680,937,809,"1,141",768,923,967,940,222,454,814,"1,113",594,769,"1,013","1,334"
Operating Cash Flow Growth,361.54%,233.33%,110.06%,60.25%,-,32.94%,43.88%,82.10%,-,0.66%,14.05%,-57.44%,90.81%,-29.45%,-14.26%,168.32%,1.98%,69.16%,-5.86%,-18.45%,-18.61%,32.04%,53.01%,51.43%,132.08%,30.68%,6.17%,13.65%,12.94%,-1.49%,19.53%,-17.62%,-71.09%,-50.81%,-15.82%,18.40%,167.57%,69.38%,24.45%,19.86%
Capital Expenditures,-20,-17,-15,-40,-16,-26,-32,-65,-16,-20,-31,-48,-23,-33,-21,-46,-33,-27,-28,-25,-20,-26,-31,-38,-11,-7,-25,-33,-18,-7,-8,-2,-16,-24,-21,-28,-28,-31,-36,-48
Acquisitions,-15,-1,34,-6,-2,14,"-2,391",-3,-7,-45,978,361,1,-69,-10,-3,-57,-189,-17,-132,-1,-3,64,-66,-183,0,3,-3,-7,-1,0,-75,"2,913",868,-29,-33,-222,938,-5,7
Change in Investments,0,1,-2,16,-1,-6,4,-1,-1,1,-1,0,0,0,0,-5,3,-2,4,-10,0,-3,0,-7,11,4,4,0,1,-1,-1,-1,4,0,-6,0,-3,2,-8,-4
Other Investing Activities,-,-,-,320,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Investing Cash Flow,-35,-17,17,290,-19,-18,"-2,419",-69,-24,-64,946,313,-22,-102,-31,-54,-87,-218,-41,-167,-21,-32,33,-111,-183,-3,-18,-36,-24,-9,-9,-78,"2,901",844,-56,-61,-253,909,-49,-45
Dividends Paid,-82,-82,-81,-81,-94,-91,-89,-89,-96,-95,-95,-94,-106,-106,-104,-105,-127,-126,-126,-124,-141,-140,-140,-139,-161,-162,-161,-161,-186,-185,-186,-186,-186,-286,-277,-275,-290,-288,-286,-283
Share Issuance / Repurchase,-71,-158,26,34,-53,-148,-223,-464,-195,-113,-731,4,-172,-136,-469,-149,"-1,090",6,0,-542,-621,8,-493,-94,"-1,145",4,-9,2,3,4,3,3,"-7,000","-1,498","-2,501",-998,-497,-997,-495,"-1,299"
