,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"12,046","8,989","11,406","14,345","15,982","19,104","30,154","49,695","47,618","66,544","89,437"
Market Cap Growth,30.30%,-25.37%,26.88%,25.77%,11.41%,19.53%,57.84%,64.81%,-4.18%,39.75%,-
Enterprise Value,"9,638","9,792","11,972","14,259","15,339","20,788","31,643","50,644","51,571","69,192","91,987"
PE Ratio,20.67,24.55,16.19,15.49,19.92,16.25,24.78,23.91,14.34,19.65,33.55
PS Ratio,4.11,3.19,3.82,4.12,3.96,4.18,5.19,7.18,5.17,6.34,9.25
PB Ratio,3.28,21.33,16.55,10.82,9.86,7.18,11.31,14.71,33.98,22.79,29.38
P/FCF Ratio,16.84,16.05,15.52,13.74,13.75,18.69,18.54,25.42,15.70,19.99,28.19
P/OCF Ratio,15.47,14.84,15.01,13.29,13.00,16.57,16.95,22.74,14.37,18.13,25.73
EV/Sales Ratio,3.29,3.48,4.01,4.10,3.80,4.55,5.45,7.32,5.60,6.59,9.51
EV/EBITDA Ratio,11.06,15.78,11.42,10.53,9.39,12.56,17.32,17.76,12.85,15.37,24.04
EV/EBIT Ratio,12.23,18.13,12.20,11.00,9.77,14.62,21.40,20.11,14.13,16.93,26.93
EV/FCF Ratio,13.48,17.48,16.29,13.66,13.20,20.34,19.46,25.90,17.00,20.79,28.99
Debt / Equity Ratio,0.20,7.57,4.44,2.21,1.38,1.29,1.30,1.02,4.75,2.02,1.94
Debt / EBITDA Ratio,0.86,5.14,2.92,2.17,1.37,2.07,1.90,1.21,1.66,1.31,1.54
Debt / FCF Ratio,1.04,5.70,4.16,2.81,1.93,3.35,2.13,1.76,2.20,1.77,1.86
Quick Ratio,4.07,2.97,3.10,2.77,2.91,1.54,1.82,1.81,1.57,1.33,1.13
Current Ratio,5.12,3.90,3.86,3.40,3.75,2.44,2.78,2.71,2.50,2.24,1.91
Asset Turnover,0.54,0.56,0.63,0.67,0.72,0.62,0.63,0.70,0.78,0.77,0.69
Interest Coverage,14.65,5.10,7.98,10.58,13.73,11.41,9.23,16.01,22.76,13.76,11.51
Return on Equity (ROE),16.20%,29.00%,154.30%,87.80%,56.50%,54.20%,47.20%,68.30%,99.20%,131.40%,93.00%
Return on Assets (ROA),10.70%,7.30%,14.90%,17.70%,14.40%,16.00%,13.30%,21.10%,28.00%,24.80%,19.30%
Return on Capital (ROIC),14.17%,15.69%,21.49%,24.03%,22.43%,21.18%,22.56%,32.49%,43.10%,41.59%,33.17%
Earnings Yield,4.84%,4.07%,6.18%,6.46%,5.02%,6.15%,4.04%,4.18%,6.98%,5.09%,3.03%
FCF Yield,5.94%,6.23%,6.44%,7.28%,7.27%,5.35%,5.39%,3.93%,6.37%,5.00%,3.55%
Dividend Yield,2.50%,32.90%,2.80%,2.30%,2.50%,2.50%,1.70%,1.10%,1.30%,1.10%,0.88%
Payout Ratio,51.30%,818.60%,46.00%,36.10%,49.10%,39.80%,42.50%,26.70%,19.00%,21.40%,29.43%
Buyback Yield / Dilution,0.67%,2.63%,4.23%,-0.45%,0.07%,0.27%,-0.67%,1.63%,2.50%,7.47%,4.02%
Total Shareholder Return,3.17%,35.53%,7.03%,1.85%,2.57%,2.77%,1.03%,2.73%,3.80%,8.57%,4.90%
