,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01,2023-12-31,Current
Market Capitalization,"19,050","23,314","23,319","26,978","26,974","30,860","24,347","26,460","24,637","20,687","26,788","18,797","24,930","25,423","29,526","31,900","33,800","41,019","53,881","44,090","46,575","54,488","44,720","48,237","40,606","53,260","44,597","53,693","56,143","69,311","57,742","59,797","57,391","29,993","29,397","31,745","36,343","29,723","21,558","22,139","22,774"
Market Cap Growth,183.77%,145.80%,129.94%,93.20%,41.60%,32.37%,4.41%,-1.92%,-8.66%,-32.96%,10.02%,-28.96%,1.19%,22.89%,10.22%,69.71%,35.58%,61.35%,82.49%,38.21%,37.80%,32.84%,-17.00%,9.41%,-12.82%,-2.26%,-0.28%,11.31%,38.26%,30.14%,29.47%,11.37%,2.22%,-56.73%,-49.09%,-46.91%,-36.67%,-0.90%,-26.67%,-30.26%,-
Enterprise Value,"19,380","23,910","23,771","27,633","27,742","31,572","24,906","26,782","24,905","20,768","27,213","19,334","25,197","25,502","29,478","32,011","33,591","41,044","54,524","44,943","46,766","54,363","44,727","48,031","40,462","53,333","44,687","53,738","54,534","67,498","59,133","61,034","58,655","31,294","30,886","33,213","37,832","31,134","22,818","21,778","22,407"
PE Ratio,79.41,125.06,62.36,44.00,49.35,75.46,51.51,63.32,68.75,42.95,51.96,37.97,16.71,49.65,45.28,117.28,40.62,49.07,67.69,52.49,49.97,46.02,47.78,50.46,58.68,283.30,62.29,52.23,95.48,93.66,45.54,133.47,166.84,-14.02,-1.93,-56.69,3028.60,-31.76,-7.15,-31.45,-31.45
PS Ratio,12.61,14.46,13.43,14.49,13.63,14.90,11.37,11.92,10.94,8.94,11.30,7.84,10.28,10.22,11.39,11.59,11.51,13.21,16.61,13.23,13.71,16.01,12.93,13.61,11.42,15.89,13.77,16.58,16.17,17.48,13.49,13.21,12.33,6.39,6.26,6.93,8.17,6.66,4.83,4.92,5.06
PB Ratio,12.11,21.58,18.30,18.44,16.62,17.20,12.57,14.31,11.90,9.67,11.55,8.28,9.75,9.36,10.34,11.22,11.00,12.24,14.99,11.47,11.44,12.58,10.07,10.46,8.76,11.67,9.49,11.44,11.41,13.38,5.45,5.57,5.27,2.87,4.37,4.81,5.43,4.53,3.66,2.82,2.90
P/FCF Ratio,77.00,71.21,62.37,75.14,72.54,88.95,62.78,51.24,52.15,42.06,63.48,45.20,48.45,53.60,54.31,56.66,52.57,54.55,65.00,52.12,56.59,77.73,64.72,57.29,43.15,50.92,47.80,60.26,63.08,77.18,123.12,177.44,275.92,565.91,372.11,-428.99,-160.10,-133.29,127.56,78.23,80.47
P/OCF Ratio,56.75,54.85,47.83,53.82,50.80,58.85,43.50,40.12,38.95,30.51,41.37,27.35,30.57,32.74,34.29,36.46,35.13,38.02,47.43,38.61,42.93,58.40,49.25,45.90,35.81,43.27,39.93,49.72,51.94,63.36,86.31,109.72,131.93,97.70,55.78,80.98,158.01,141.54,53.76,46.32,47.64
Debt / Equity Ratio,0.54,1.18,1.01,0.88,0.80,0.73,0.57,0.59,0.49,0.48,0.53,0.56,0.49,0.48,0.46,0.47,0.44,0.41,0.55,0.52,0.60,0.43,0.42,0.41,0.40,0.40,0.39,0.40,0.57,0.47,0.24,0.24,0.24,0.25,0.37,0.53,0.45,0.45,0.39,0.09,0.09
Quick Ratio,1.20,2.10,1.81,2.25,2.42,2.59,3.17,2.90,3.63,3.09,3.05,2.75,3.00,3.32,3.65,3.43,2.35,2.39,2.20,2.23,3.28,5.95,5.99,6.00,3.61,3.28,3.40,3.18,4.06,5.52,2.04,1.82,1.36,0.68,0.63,0.98,0.98,1.00,1.10,1.14,1.14
Current Ratio,1.42,2.50,2.23,2.62,2.90,3.09,3.79,3.43,4.31,3.69,3.62,3.29,3.52,3.88,4.22,3.99,2.71,2.74,2.46,2.49,3.66,6.79,6.82,6.69,4.10,3.76,3.88,3.60,4.45,6.08,2.68,2.48,1.85,1.00,0.93,1.28,1.42,1.40,1.69,1.66,1.66
Asset Turnover,Upgrade,0.14,0.15,0.15,0.15,0.15,0.15,0.15,0.16,0.15,0.15,0.14,0.14,0.13,0.14,0.14,0.15,0.14,0.14,0.13,0.12,0.11,0.12,0.13,0.13,0.12,0.09,0.11,0.13,0.12,0.13,0.07,0.08,0.08,0.08,0.10,0.09,0.09,0.10,0.11,0.11
Interest Coverage,9.45,10.10,10.88,18.32,15.78,13.56,10.98,20.78,14.25,19.87,19.58,17.23,7.50,17.88,18.10,20.91,19.82,20.64,16.07,9.85,13.60,13.67,28.00,24.36,17.18,8.73,14.73,8.25,10.16,11.69,-38.93,3.15,30.67,-96.50,-609.50,-14.11,-4.57,4.63,39.68,0,0
