,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Cash & Equivalents,518.51,675.22,829.9,636.15,533.54,591.06,551.53,768.77,754.91,951.66,794.7,734.52,981,"1,219","1,354","1,225","1,560","1,344","1,346","1,144","2,270","1,943","1,815","2,042","1,991","1,770","1,761","1,810","4,433","4,196","1,080","1,232","1,351","1,289","1,000","2,011","1,494","1,553",927,"1,048"
Short-Term Investments,573.29,427.84,441.53,702.22,832.95,919.33,887.88,617.45,588.18,473.59,741.57,824.21,797,674,687,920,813,"1,168","2,043","2,368","1,345","1,230","1,351","1,372","1,341","1,498","1,563","1,662",197,90,185,107,65,38,41,26,24,6,6,6
Cash & Cash Equivalents,"1,092","1,103","1,271","1,338","1,366","1,510","1,439","1,386","1,343","1,425","1,536","1,559","1,778","1,893","2,041","2,145","2,373","2,512","3,389","3,512","3,615","3,173","3,166","3,414","3,332","3,268","3,324","3,472","4,630","4,286","1,265","1,339","1,416","1,327","1,041","2,037","1,518","1,559",933,"1,054"
Cash Growth,2.28%,-2.34%,23.68%,14.82%,25.16%,36.93%,13.21%,3.58%,-1.71%,-5.64%,6.73%,12.44%,32.38%,32.82%,32.85%,37.61%,33.46%,32.70%,66.05%,63.73%,52.34%,26.31%,-6.58%,-2.79%,-7.83%,2.99%,4.99%,1.70%,38.96%,31.15%,-61.94%,-61.43%,-69.42%,-69.04%,-17.71%,52.13%,7.20%,17.48%,-10.37%,-48.26%
Receivables,293.05,258.69,276.68,289.46,350.04,368.61,413.47,385.53,402.51,372.48,381.63,381.32,368,372,383,411,400,395,433,514,457,470,541,573,472,385,464,487,517,540,604,648,614,642,628,671,665,741,690,734
Inventory,164.23,177.53,199.3,191.14,205.18,223.62,233.78,270.78,287.92,311.36,312.24,300.17,299,309,327,333,350,362,374,386,412,420,417,359,384,435,415,372,364,380,401,431,465,518,559,568,586,617,615,587
Other Current Assets,82.87,81.44,159.55,70.97,138.56,135.08,123.77,54.3,40.27,33.92,47.7,77.88,72,69,54,91,71,68,66,78,61,93,98,105,136,106,126,152,131,104,181,295,260,404,259,285,403,306,268,234
Total Current Assets,"1,632","1,621","1,907","1,890","2,060","2,238","2,210","2,097","2,074","2,143","2,278","2,318","2,517","2,643","2,805","2,980","3,194","3,337","4,262","4,490","4,545","4,156","4,222","4,451","4,324","4,194","4,329","4,483","5,642","5,310","2,451","2,713","2,755","2,891","2,487","3,561","3,172","3,223","2,506","2,609"
"Property, Plant & Equipment",210.37,230.11,247.64,265.26,280.63,302.84,308.72,342.69,385.25,511.35,633.86,713.33,734,837,862,931,983,"1,036","1,060","1,075","1,426","1,412","1,430","1,444","1,449","1,439","1,455","1,454","1,444","1,481","1,685","1,696","1,740","1,748","1,748","1,744","1,740","1,707","1,621","1,551"
Goodwill,723.26,721.65,724.89,724.9,724.9,724.9,756.69,752.63,776.03,776,776,776,771,771,771,771,775,831,831,831,831,824,824,824,824,894,897,897,897,966,"7,098","7,113","7,113","7,158","3,238","3,239","3,239","3,239","2,527","2,545"
Intangible Assets,316.98,304.85,299.35,314.5,301.3,288.18,286.35,273.62,269.58,268.47,255.56,242.65,207,196,185,175,168,205,195,185,175,162,152,145,138,156,149,142,134,162,"3,351","3,250","3,209","3,202","3,335","3,285","3,237","3,188","3,029","2,993"
Other Long-Term Assets,171.01,157.72,99.38,142.83,131.98,149.51,171.37,221.98,289.05,286.25,284.58,230.53,369,411,423,400,422,442,411,378,413,419,461,452,526,565,574,609,638,756,478,445,457,449,448,423,423,417,439,413
Total Long-Term Assets,"1,422","1,414","1,371","1,447","1,439","1,465","1,523","1,591","1,720","1,842","1,950","1,963","2,081","2,215","2,241","2,277","2,348","2,514","2,497","2,469","2,845","2,817","2,867","2,865","2,937","3,054","3,075","3,102","3,113","3,365","12,612","12,504","12,519","12,557","8,769","8,691","8,639","8,551","7,616","7,502"
Total Assets,"3,054","3,035","3,278","3,337","3,499","3,703","3,734","3,688","3,794","3,985","4,228","4,281","4,598","4,858","5,046","5,257","5,542","5,851","6,759","6,959","7,390","6,973","7,089","7,316","7,261","7,248","7,404","7,585","8,755","8,675","15,063","15,217","15,274","15,448","11,256","12,252","11,811","11,774","10,122","10,111"
Accounts Payable,86.47,91.51,96.07,82.63,106.67,107.88,123.43,139.23,154.68,250.67,134.09,137.93,142,175,158,160,151,149,156,184,137,139,143,149,130,135,156,192,178,200,248,332,291,282,281,293,242,244,240,245
Deferred Revenue,73.85,81.57,87.21,95.57,95.7,97.92,113.22,117.56,125.17,118.89,133.95,141.15,153,154,149,150,153,168,154,175,169,167,161,167,158,153,154,186,188,182,198,234,232,226,225,245,258,-750,242,0
Current Debt,848.02,298.02,301.12,304.26,307.43,302.45,102.17,74.93,0,0.51,179.56,223.98,193,129,126,154,641,646,"1,129","1,107",631,44,49,45,499,503,507,511,488,53,66,71,571,"1,320","1,246","1,248",749,750,85,0
Other Current Liabilities,141.45,178.1,372,239.71,200.45,216.81,245.04,278.78,201.38,211.44,181.26,201.6,227,224,232,282,235,254,296,338,304,262,266,304,267,324,298,355,414,439,402,456,396,"1,053",917,987,981,"2,059",915,"1,325"
Total Current Liabilities,"1,150",649.21,856.4,722.16,710.25,725.05,583.86,610.49,481.23,581.51,628.86,704.67,715,682,665,746,"1,180","1,217","1,735","1,804","1,241",612,619,665,"1,054","1,115","1,115","1,244","1,268",874,914,"1,093","1,490","2,881","2,669","2,773","2,230","2,303","1,482","1,570"
Long-Term Debt,0,972.95,979.84,986.78,993.78,"1,001","1,008","1,016","1,023","1,031","1,041","1,048","1,055","1,169","1,180","1,182",710,723,860,890,"1,830","1,818","1,822","1,836","1,348","1,340","1,344","1,344","2,336","2,383","2,471","2,469","2,044","1,270","1,243","2,231","2,234","2,214","2,187",687
Other Long-Term Liabilities,330.18,332.47,167.66,165.7,171.74,183.33,205.19,213.05,218.91,232.3,238.53,257.9,271,292,346,485,579,560,570,420,249,211,209,202,224,230,245,303,229,238,"1,085",915,845,853,613,649,654,702,555,0
Total Long-Term Liabilities,330.18,"1,305","1,147","1,152","1,166","1,184","1,213","1,229","1,242","1,264","1,279","1,306","1,326","1,461","1,526","1,667","1,289","1,283","1,430","1,310","2,079","2,029","2,031","2,038","1,572","1,570","1,589","1,647","2,565","2,621","3,556","3,384","2,889","2,123","1,856","2,880","2,888","2,916","2,742",687
Total Liabilities,"1,480","1,955","2,004","1,875","1,876","1,909","1,797","1,839","1,723","1,845","1,908","2,010","2,041","2,143","2,191","2,413","2,469","2,500","3,165","3,114","3,320","2,641","2,650","2,703","2,626","2,685","2,704","2,891","3,833","3,495","4,470","4,477","4,379","5,004","4,525","5,653","5,118","5,219","4,224","2,257"
Total Debt,848.02,"1,271","1,281","1,291","1,301","1,303","1,110","1,091","1,023","1,032","1,220","1,272","1,248","1,298","1,306","1,336","1,351","1,369","1,989","1,997","2,461","1,818","1,822","1,836","1,847","1,843","1,851","1,855","2,824","2,383","2,471","2,469","2,615","2,590","2,489","3,479","2,983","2,964","2,187",687
