,2014-03-30,2014-06-29,2014-09-28,2014-12-28,2015-03-29,2015-06-28,2015-09-27,2016-01-03,2016-04-03,2016-07-03,2016-10-02,2017-01-01,2017-04-02,2017-07-02,2017-10-01,2017-12-31,2018-04-01,2018-07-01,2018-09-30,2018-12-30,2019-03-31,2019-06-30,2019-09-29,2019-12-29,2020-03-29,2020-06-28,2020-09-27,2021-01-03,2021-04-04,2021-07-04,2021-10-03,2022-01-02,2022-04-03,2022-07-03,2022-10-02,2023-01-01,2023-04-02,2023-07-02,2023-10-01,2023-12-31
Revenue,420.78,447.57,480.63,512.38,538.57,539.38,550.27,591.55,571.76,600.12,607.14,619.35,598,662,714,778,782,830,853,867,846,838,907,953,859,633,794,953,"1,093","1,126","1,108","1,198","1,223","1,162","1,115","1,083","1,087","1,176","1,119","1,122"
Revenue Growth (YoY),27.14%,29.32%,34.71%,32.29%,27.99%,20.51%,14.49%,15.45%,6.16%,11.26%,10.33%,4.70%,4.59%,10.31%,17.60%,25.62%,30.77%,25.38%,19.47%,11.44%,8.18%,0.96%,6.33%,9.92%,1.54%,-24.46%,-12.46%,0%,27.24%,77.88%,39.55%,25.71%,11.89%,3.20%,0.63%,-9.60%,-11.12%,1.20%,0.36%,3.60%
Cost of Revenue,142.49,147.03,146.69,127.44,163.54,163.01,162.73,181.19,174.71,176.32,180.99,199.91,230,228,232,236,244,255,256,277,262,265,259,291,240,205,268,323,329,324,338,381,408,395,398,411,432,444,435,448
Gross Profit,278.29,300.54,333.94,384.94,375.03,376.37,387.54,410.36,397.05,423.81,426.15,419.44,368,434,482,542,538,575,597,590,584,573,648,662,619,428,526,630,764,802,770,817,815,767,717,672,655,732,684,674
Research & Development,77.04,82.99,85.08,142.95,91.77,96.18,99.23,114.35,123.99,124.59,125.92,129.92,145,130,134,137,137,151,159,176,169,166,151,161,156,155,172,200,197,202,436,350,323,327,325,346,341,358,315,341
Other Operating Expenses,-8.31,-39.77,-7.05,-10.82,1.92,-10.76,-11.87,-8.99,-5.85,-4.89,-6.34,-8.77,451,-2,-6,-6,3,5,-9,13,29,141,-38,1,-11,69,53,166,-24,20,965,45,-38,-53,-15,-41,-14,-1,-28,0
Operating Expenses,186.61,197.63,204.97,265.12,208.09,220.62,235.87,261.6,273.23,273.12,265.06,276.01,308,299,301,312,320,348,356,393,380,368,340,394,430,332,364,498,571,615,"1,315",776,631,737,471,778,719,808,618,826
Operating Income,92.1,100.24,119.49,202.88,176.13,151.93,140.78,144,121.45,161.87,160.7,143.02,60,143,181,230,218,227,241,197,204,205,308,268,189,96,162,132,193,187,-545,41,184,-579,"-3,657",-127,-64,-88,-754,-164
Interest Income,0.96,1.46,0.53,0.95,1.69,1.34,2.77,-0.78,1.22,3.4,2.06,3.12,4,5,4,6,5,11,14,13,23,20,16,16,14,7,5,15,1,0,0,0,0,1,3,7,17,17,13,0
Interest Expense,9.74,9.92,10.99,11.08,11.16,11.21,12.82,6.93,8.53,8.15,8.21,8.3,8,8,10,11,11,11,15,20,15,15,11,11,11,11,11,16,19,16,14,13,6,6,6,9,14,-19,-19,0
Other Expense / Income,-0.48,31.32,-3.4,0.69,-11.39,0.9,-0.75,-0.33,-3.82,-3.87,-11.77,-12.63,-474,-9,-11,-9,-20,-14,-3,-32,-30,-139,43,4,14,-73,-59,-167,6,-36,-979,-58,38,53,12,39,17,37,60,4
Pretax Income,83.79,60.47,112.44,192.06,178.05,141.17,128.92,135.01,115.6,156.98,154.36,134.24,511,141,175,224,221,232,232,210,233,346,270,269,178,165,215,298,169,207,420,86,140,-637,"-3,672",-168,-78,-89,-782,-168
Income Tax,23.81,13.86,18.95,38.78,41.39,38.93,13.3,32.14,28.38,40.58,37.43,26.7,157,21,23,166,24,32,44,12,9,53,36,30,5,118,36,41,22,22,103,-26,54,-102,144,-28,-81,145,-28,8
Net Income,59.98,46.61,93.49,153.28,136.66,102.25,118.18,104.48,89.59,120.41,128.89,123.76,373,128,163,68,208,209,199,210,233,296,234,239,173,47,179,257,147,185,317,112,86,-535,"-3,816",-140,3,-234,-754,-176
