,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"5,021","5,307","5,195","7,618","11,913","18,254","24,392","58,661","39,894","45,571","52,586"
Market Cap Growth,61.43%,5.70%,-2.11%,46.63%,56.39%,53.23%,33.62%,140.49%,-31.99%,14.23%,-
Enterprise Value,"4,738","4,764","4,486","6,807","10,801","17,032","23,330","58,331","39,202",-,"51,159"
PE Ratio,198.14,664.52,161.41,242.61,35.86,55.91,49.93,96.67,46.53,39.70,47.23
PS Ratio,6.52,5.26,4.07,5.10,6.61,8.47,9.40,17.55,9.03,8.59,9.91
PB Ratio,7.43,7.03,6.20,12.92,11.79,13.81,28.50,75.04,-141.67,0,-96.61
P/FCF Ratio,30.55,21.65,18.65,16.59,20.33,25.50,25.47,48.73,27.52,26.32,30.37
P/OCF Ratio,25.54,18.78,15.03,12.82,18.65,22.59,22.51,39.12,23.05,23.55,27.17
EV/Sales Ratio,6.15,4.72,3.52,4.55,6.00,7.90,8.99,17.45,8.87,-,9.64
EV/EBITDA Ratio,58.24,77.26,45.11,41.01,37.67,41.97,41.63,80.16,36.37,-,36.48
EV/EBIT Ratio,79.87,158.40,88.07,61.61,46.76,49.48,47.46,90.67,40.27,-,38.78
EV/FCF Ratio,28.82,19.43,16.11,14.83,18.43,23.79,24.36,48.46,27.05,-,29.55
Debt / Equity Ratio,0.00,0.01,0.02,0.04,0.03,0,0,1.26,-3.52,0,-2.28
Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,0.92,0.80,0.71
Debt / FCF Ratio,-,-,-,-,-,-,-,-,0.68,0.57,0.57
Quick Ratio,1.82,1.70,1.69,1.56,1.67,1.77,1.40,1.45,1.13,0,1.03
Current Ratio,2.11,1.87,1.86,1.67,1.77,1.88,1.50,1.55,1.24,0,1.19
Asset Turnover,0.54,0.56,0.60,0.66,0.59,0.55,0.64,0.56,0.71,0,0.73
Interest Coverage,11.00,2.81,5.88,8.14,8.72,0,0,43.65,53.87,-59.10,-71.37
Return on Equity (ROE),4.33%,1.18%,4.26%,3.75%,56.36%,32.32%,36.95%,70.89%,109.67%,-407.60%,-247.69%
Return on Assets (ROA),2.17%,0.56%,1.80%,1.47%,14.71%,10.61%,12.57%,15.00%,14.48%,18.43%,15.81%
Return on Capital (ROIC),4.17%,1.03%,4.24%,3.32%,51.89%,29.34%,36.28%,74.28%,53.01%,156.22%,209.36%
Earnings Yield,0.50%,0.15%,0.62%,0.41%,2.79%,1.79%,2.00%,1.03%,2.15%,2.52%,2.18%
FCF Yield,3.27%,4.62%,5.36%,6.03%,4.92%,3.92%,3.93%,2.05%,3.63%,3.80%,3.29%
Dividend Yield,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.69%,0.00%,0.00%,0.00%
Payout Ratio,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,163.05%,0.00%,0.00%,0.00%
Buyback Yield / Dilution,-0.66%,-4.05%,-0.09%,-1.01%,2.18%,-0.46%,4.19%,0.36%,-0.02%,5.66%,2.46%
Total Shareholder Return,-0.66%,-4.05%,-0.09%,-1.01%,2.18%,-0.46%,4.19%,2.04%,-0.02%,5.66%,2.46%
