,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31
Revenue,599.84,604.72,642.42,598.57,884.4,718.29,693.22,722.61,657.21,669.33,654.01,696.66,722.06,737.26,754.87,857.79,821.63,853.87,777.75,921.7,832.06,885.05,879.75,992.56,738.85,764.05,746.87,879.15,829.29,773.9,830.57,894.2,"1,128","1,480","2,092","2,621","2,580","2,370","2,311","2,356"
Revenue Growth (YoY),-6.51%,4.83%,8.66%,-6.42%,47.44%,18.78%,7.91%,20.72%,-25.69%,-6.82%,-5.66%,-3.59%,9.87%,10.15%,15.42%,23.13%,13.79%,15.82%,3.03%,7.45%,1.27%,3.65%,13.11%,7.69%,-11.20%,-13.67%,-15.10%,-11.43%,12.24%,1.29%,11.21%,1.71%,35.99%,91.19%,151.85%,193.11%,128.80%,60.19%,10.46%,-10.10%
Cost of Revenue,404.24,397.36,436.97,436.13,625.94,506.26,474.17,484.84,414.68,421.22,415.04,455.96,467.11,465.3,479.21,554.09,516.65,542.52,497.21,601.32,548.58,559.14,569.88,654.05,496.83,530.69,492.81,613.73,565.6,525.48,581.29,657.61,678.7,899.17,"1,048","1,620","1,304","1,812","2,256","3,060"
Gross Profit,195.6,207.36,205.45,162.44,258.47,212.03,219.05,237.77,242.53,248.1,238.97,240.7,254.96,271.96,275.66,303.7,304.98,311.36,280.54,320.38,283.49,325.91,309.87,338.51,242.02,233.36,254.06,265.42,263.69,248.42,249.27,236.59,449.03,580.42,"1,044","1,001","1,277",558.49,54.93,-704.05
"Selling, General & Admin",78.1,67.01,66.01,144.01,135.77,88.01,81.01,47.77,82.63,86.06,86.3,98.78,108.93,116.59,106.47,118.3,101.37,123.64,100.17,120.92,113.36,126.72,108.14,185.16,101.88,106.95,96.09,124.91,93.19,121.52,103.48,123.3,112.57,128.94,134.48,148.16,154.31,397.07,173.87,194.25
Research & Development,22.57,21.94,22.41,21.39,26.49,21.93,21.9,21.86,19.87,20.5,21.01,19.09,24.32,17.34,21.76,20.91,20.99,16.07,16.61,16.38,14.98,13.46,15.59,14.26,16.1,14.21,13.53,15.38,14.64,13.98,13.29,12.13,16.08,17.39,18.36,20.15,20.47,21.42,21.08,22.75
Other Operating Expenses,17,8.18,10.55,20.38,59.52,22.83,29.71,15.13,18.56,19.03,6.75,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-429.41,0.98,132.45,8.4,0,0,0,0,0,0,-71.19
Operating Expenses,117.68,97.12,98.97,185.78,221.78,132.77,132.63,84.76,121.06,125.59,114.06,130.92,133.25,133.92,128.23,139.21,122.36,139.71,116.78,137.3,128.33,140.18,123.72,199.43,117.97,121.16,109.62,140.28,107.82,-293.92,117.75,267.88,137.05,146.33,152.84,168.31,174.78,418.49,194.95,145.81
Operating Income,77.92,110.24,106.47,-23.34,36.69,79.26,86.42,153.01,121.47,122.52,124.91,109.78,121.71,138.04,147.42,164.49,182.62,171.65,163.76,183.08,155.15,185.74,186.15,139.09,124.04,112.2,144.43,125.14,155.86,542.33,131.52,-31.29,311.98,434.1,890.98,833.01,"1,102",140,-140.01,-849.87
Interest Expense / Income,8.77,8.73,8.75,15.1,35.75,20.6,19.29,19.46,15.11,15.8,15.95,18.32,68.51,14.59,15.79,16.46,13.54,13.31,12.99,12.57,12.59,11.6,11.11,22.4,16.89,17.85,19.23,19.15,43.88,7.15,5.14,5.31,27.83,41.41,29.69,24.04,26.78,25.58,29.33,34.39
