,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30,2023-12-31,Current
Market Capitalization,"5,280","5,688","4,608","4,705","5,926","6,201","4,948","6,284","7,176","8,906","9,609","9,682","11,892","11,689","15,059","14,131","10,261","10,448","10,821","8,185","8,670","7,460","7,368","7,745","5,987","8,209","9,496","15,705","17,041","19,663","25,609","27,346","25,883","24,474","30,974","25,406","25,905","26,177","19,954","16,955","14,386"
Market Cap Growth,-4.93%,3.94%,-10.02%,-8.81%,12.24%,9.02%,7.37%,33.56%,21.09%,43.64%,94.20%,54.06%,65.71%,31.24%,56.71%,45.96%,-13.71%,-10.61%,-28.14%,-42.08%,-15.51%,-28.60%,-31.91%,-5.38%,-30.95%,10.03%,28.87%,102.78%,184.64%,139.53%,169.69%,74.12%,51.88%,24.47%,20.95%,-7.09%,0.09%,6.96%,-35.58%,-33.26%,-
Enterprise Value,"5,827","6,236","5,008","5,150","9,678","9,984","8,557","9,888","10,514","12,226","12,825","9,781","12,350","12,410","15,803","14,831","11,044","11,156","11,878","9,335","10,045","8,971","8,997","10,182","8,598","11,032","12,338","18,530","18,502","20,884","27,036","29,301","27,909","27,001","32,961","27,124","27,554","28,092","22,010","20,232","17,663"
PE Ratio,13.69,17.48,14.97,35.30,49.45,41.46,34.81,18.77,13.80,58.21,44.52,15.04,25.48,13.21,17.20,257.64,75.78,31.23,31.31,11.80,12.47,13.64,12.87,14.52,11.81,18.73,24.89,41.79,46.79,27.96,120.72,221.11,91.99,92.86,19.94,9.45,7.05,6.68,6.00,10.78,9.18
PS Ratio,2.19,2.34,1.85,1.92,2.17,2.18,1.71,2.22,2.57,3.25,3.56,3.62,4.34,4.16,5.17,4.60,3.24,3.18,3.27,2.42,2.56,2.18,2.09,2.16,1.71,2.43,2.93,5.02,5.29,6.09,7.73,8.22,7.14,5.65,5.54,3.47,2.95,2.71,2.02,1.76,1.50
PB Ratio,3.29,3.78,3.16,3.46,1.91,1.95,1.57,1.93,2.03,2.82,2.91,2.55,3.27,3.11,3.86,3.85,2.70,2.83,3.07,2.28,2.36,1.96,1.92,1.97,1.54,2.04,2.30,3.68,2.97,3.19,4.50,4.86,4.44,4.02,4.60,3.18,2.81,2.67,2.02,1.80,1.53
P/FCF Ratio,14.68,12.63,10.27,12.32,24.13,40.00,27.41,47.19,27.74,33.60,32.73,17.97,26.27,50.10,132.81,-1029.68,-195.71,128.34,2566.07,-53.21,-29.45,-24.64,-23.65,-63.45,-195.13,-64.56,-324.52,-304.57,-1232.90,132.46,-473.71,-44.87,-42.21,-23.52,-100.70,39.32,26.51,27.16,42.92,-20.58,-20.58
P/OCF Ratio,10.92,10.36,8.44,9.55,15.23,18.75,13.06,17.42,14.71,18.54,19.30,13.16,18.42,27.30,42.27,46.49,29.92,17.94,17.85,14.99,18.08,14.30,14.31,10.77,7.31,11.28,11.37,19.66,21.25,20.13,30.94,79.43,65.95,1307.73,38.27,13.32,10.69,9.91,8.40,12.79,10.85
Debt / Equity Ratio,0.67,0.71,0.72,2.16,1.29,1.26,1.22,1.17,1.01,1.11,1.05,0.62,0.47,0.46,0.46,0.50,0.39,0.44,0.48,0.48,0.50,0.50,0.51,0.78,0.82,0.88,0.86,0.84,0.35,0.33,0.36,0.43,0.43,0.57,0.50,0.40,0.35,0.36,0.37,0.44,0.44
Quick Ratio,2.33,1.18,1.33,2.57,0.67,0.67,0.70,0.42,0.74,0.59,0.67,2.45,1.50,1.57,1.46,1.42,1.55,1.46,1.09,1.03,0.88,0.81,0.73,0.92,0.96,0.94,0.79,0.74,1.22,1.36,0.74,0.57,0.57,1.13,1.03,1.05,0.93,0.79,0.84,0.73,0.73
