,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Net Income,267.51,304.69,295.77,463.77,605.67,615.52,"1,034","1,034","1,377","1,240"
Depreciation & Amortization,146.47,165.34,189.87,205.76,230.36,261.27,259.9,276.07,276.07,0
Share-Based Compensation,13.67,14.7,1.41,3.24,4.89,11.34,15.04,15.89,15.89,0
Other Operating Activities,-35.98,69.15,78.54,-136.49,59.2,44.9,-96.71,365.25,22.46,-
Operating Cash Flow,391.67,553.88,565.58,536.29,900.12,933.02,"1,213","1,692","1,692","1,240"
Operating Cash Flow Growth,11.69%,41.41%,2.11%,-5.18%,67.84%,3.66%,29.97%,39.50%,0%,-26.73%
Capital Expenditures,-367.68,-462.06,-417.94,-382.13,-588.29,-225.08,-550.08,-775.15,-775.15,0
Acquisitions,0,0,0,0,0,3.69,19.55,0,0,0
Change in Investments,-,-,-,-,-,-390.15,-794.52,-533.02,-533.02,-
Other Investing Activities,21.87,24.44,10.54,14.38,7.9,59.88,869.76,760.7,760.7,-
Investing Cash Flow,-345.81,-437.62,-407.4,-367.75,-580.39,-551.66,-455.29,-547.47,-547.47,0
Dividends Paid,0,0,0,-32.93,-42.57,-71.02,-92.37,-134.48,-134.48,0
Common Stock Issued,0,0,0,0,0,99.92,45,0,0,0
Share Repurchases,-5.53,-114.12,-130.32,-8.01,-163.27,-364.06,-536.47,"-1,277.22","-1,277.22",0
Other Financing Activities,-46.78,-253.7,-289.8,-26.35,-377.6,-776.46,"-1,185.28","-2,563.1","-2,563.1",-
Financing Cash Flow,-41.25,-139.58,-159.48,-51.26,-256.91,-383.5,-696.18,"-1,420.36","-1,420.36",0
Net Cash Flow,4.61,-23.32,-1.3,117.29,62.82,-2.14,61.13,-276.25,-276.25,"1,240"
Free Cash Flow,23.99,91.82,147.64,154.17,311.82,707.94,662.53,916.43,916.43,"1,240"
Free Cash Flow Growth,-56.42%,282.68%,60.79%,4.42%,102.26%,127.03%,-6.41%,38.32%,0%,35.25%
Free Cash Flow Margin,0.86%,3.09%,4.94%,4.59%,7.71%,17.63%,12.60%,14.64%,14.64%,21.13%
Free Cash Flow Per Share,0.19,0.72,1.18,1.25,2.53,5.97,5.69,8.10,8.10,11.26
