,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,690","5,043","7,130","10,828","10,117","14,896","22,573","40,261","31,880","44,352","46,204"
Market Cap Growth,46.42%,-24.61%,41.37%,51.87%,-6.56%,47.24%,51.53%,78.36%,-20.82%,39.12%,-
Enterprise Value,"6,811","5,166","7,225","10,795","9,972","14,595","22,210","40,174","31,794","43,998","45,831"
PE Ratio,25.01,16.55,24.11,23.35,16.70,24.20,21.82,38.92,23.15,35.78,37.61
PS Ratio,2.40,1.70,2.38,3.22,2.50,3.71,4.29,6.43,5.09,7.56,7.88
PB Ratio,4.48,2.99,3.85,4.76,3.77,4.48,6.13,11.02,8.73,10.42,10.85
P/FCF Ratio,278.80,54.93,48.29,70.23,32.45,21.04,34.07,43.93,34.79,35.78,57.48
P/OCF Ratio,17.08,9.11,12.61,20.19,11.24,15.97,18.62,23.80,18.85,35.78,31.75
EV/Sales Ratio,2.44,1.74,2.42,3.21,2.47,3.63,4.23,6.42,5.08,7.50,7.81
EV/EBITDA Ratio,15.51,10.43,14.99,18.68,12.22,16.14,15.98,21.80,17.25,22.39,26.52
EV/EBIT Ratio,23.27,15.66,24.74,29.00,17.04,22.70,19.65,25.64,20.29,-,30.80
EV/FCF Ratio,283.84,56.26,48.93,70.02,31.98,20.62,33.52,43.84,34.69,35.50,57.01
Debt / Equity Ratio,0.10,0.08,0.06,0.04,0.02,0.03,0.03,0.03,0.03,0.02,0.01
Debt / EBITDA Ratio,0.35,0.27,0.22,0.16,0.06,0.11,0.07,0.05,0.05,0.04,0.03
Debt / FCF Ratio,6.49,1.46,0.71,0.62,0.14,0.14,0.15,0.11,0.11,0.06,0.07
Quick Ratio,1.50,1.25,1.19,1.55,1.85,3.18,2.83,1.59,1.59,0.80,0.80
Current Ratio,1.69,1.34,1.33,1.67,1.98,3.33,2.98,1.76,1.76,2.10,2.10
Asset Turnover,1.25,1.21,1.11,1.09,1.14,0.92,1.09,1.29,1.29,1.06,1.13
Interest Coverage,66.76,95.63,111.69,267.36,4323.02,231.09,805.79,1177.63,1177.63,3535.93,0
Return on Equity (ROE),17.91%,18.09%,15.98%,20.37%,22.60%,18.50%,28.11%,28.32%,37.70%,29.11%,29.11%
Return on Assets (ROA),11.96%,12.35%,10.97%,15.11%,17.08%,14.09%,21.45%,21.38%,28.46%,22.49%,22.49%
Return on Capital (ROIC),16.54%,17.04%,15.32%,19.56%,22.26%,14.00%,27.43%,36.68%,36.68%,28.45%,28.58%
Earnings Yield,4.00%,6.04%,4.15%,4.28%,5.99%,4.13%,4.58%,2.57%,4.32%,2.79%,2.68%
FCF Yield,0.36%,1.82%,2.07%,1.42%,3.08%,4.75%,2.94%,2.28%,2.87%,2.79%,1.74%
Dividend Yield,0.00%,0.00%,0.00%,0.30%,0.42%,0.48%,0.41%,0.33%,0.42%,0.00%,0.49%
Payout Ratio,0.00%,0.00%,0.00%,7.10%,7.03%,11.54%,8.93%,13.00%,9.77%,0.00%,18.47%
Buyback Yield / Dilution,0.00%,0.91%,2.60%,0.90%,0.47%,3.69%,1.76%,2.86%,-0.00%,2.64%,1.29%
Total Shareholder Return,0.00%,0.91%,2.60%,1.20%,0.89%,4.16%,2.17%,3.20%,0.42%,2.64%,1.78%
