,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"17,418","13,200","14,035","13,626","15,853","18,517","21,846","26,897","28,313","41,352","46,448"
Market Cap Growth,-1.82%,-24.21%,6.33%,-2.92%,16.34%,16.81%,17.98%,23.12%,5.27%,46.05%,-
Enterprise Value,"17,676","14,899","16,008","15,641","17,535","20,372","23,658","29,418","30,693",-,"48,506"
PE Ratio,21.73,17.17,23.16,23.26,20.27,21.81,31.43,25.79,18.30,22.61,25.80
PS Ratio,1.75,1.32,1.38,1.31,1.41,1.61,1.85,2.07,1.86,2.51,2.82
PB Ratio,5.30,5.61,7.36,7.45,7.57,8.99,10.44,12.45,10.35,0,5.70
P/FCF Ratio,30.43,20.70,19.53,16.63,19.38,22.55,23.59,39.44,26.29,26.07,29.29
P/OCF Ratio,18.15,13.05,13.99,12.90,15.00,17.77,19.45,28.71,21.24,20.36,22.87
EV/Sales Ratio,1.77,1.49,1.58,1.50,1.56,1.77,2.01,2.26,2.02,-,2.94
EV/EBITDA Ratio,11.38,9.85,12.00,12.22,12.30,13.43,19.36,16.74,12.50,-,17.65
EV/EBIT Ratio,13.15,11.60,14.75,15.40,15.00,15.82,22.75,18.71,13.71,-,19.18
EV/FCF Ratio,30.88,23.36,22.27,19.09,21.44,24.81,25.55,43.13,28.50,-,30.58
Debt / Equity Ratio,0.15,0.82,1.18,1.28,1.06,1.08,1.15,1.28,0.99,0,0.33
Debt / EBITDA Ratio,0.35,0.32,1.45,1.76,1.64,1.46,1.81,1.36,1.12,1.05,0.99
Debt / FCF Ratio,0.95,0.76,2.70,2.74,2.86,2.70,2.39,3.51,2.56,1.71,1.71
Quick Ratio,1.10,0.81,0.92,1.10,1.28,1.06,1.43,1.31,1.22,0,1.56
Current Ratio,2.34,1.68,1.85,2.13,2.37,2.12,2.72,2.63,2.48,0,2.88
Asset Turnover,1.88,1.72,1.78,1.80,1.91,1.91,1.87,1.98,2.01,0,2.05
Interest Coverage,133.47,38.73,16.88,13.03,13.16,15.97,10.96,17.78,23.82,27.58,24.22
Return on Equity (ROE),24.10%,23.42%,25.75%,30.73%,42.79%,40.56%,33.74%,49.83%,71.62%,66.87%,22.45%
Return on Assets (ROA),15.22%,14.51%,10.43%,10.29%,13.47%,14.46%,11.57%,16.57%,23.47%,24.10%,22.45%
Return on Capital (ROIC),21.19%,21.66%,16.20%,16.80%,21.14%,21.66%,19.00%,25.85%,33.82%,35.89%,17.97%
Earnings Yield,4.60%,5.83%,4.32%,4.30%,4.93%,4.58%,3.18%,3.88%,5.46%,4.42%,3.94%
FCF Yield,3.29%,4.83%,5.12%,6.01%,5.16%,4.43%,4.24%,2.54%,3.80%,3.84%,3.41%
Dividend Yield,1.67%,2.32%,2.16%,2.23%,1.99%,1.77%,1.55%,1.33%,1.31%,0.95%,0.80%
Payout Ratio,36.35%,39.85%,50.00%,51.98%,40.41%,38.63%,48.63%,34.23%,23.92%,21.43%,20.51%
Buyback Yield / Dilution,1.94%,4.97%,7.49%,4.70%,2.50%,2.89%,2.19%,2.79%,2.11%,1.96%,1.97%
Total Shareholder Return,3.61%,7.29%,9.65%,6.93%,4.49%,4.66%,3.73%,4.12%,3.41%,2.90%,2.77%
