,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"2,318","3,223","2,249","2,641","2,773","3,135","2,314","2,688","2,278","2,616","1,905","2,450","1,995","2,591","2,142","2,254","2,107","2,818","2,016","2,394","2,468","2,980","2,316","2,302","2,478","2,781","2,050","2,370","2,402","2,889","1,874","1,903","3,056","2,313","2,076","2,272","3,139","3,755","2,421","2,456"
Revenue Growth (YoY),-3.66%,15.69%,-2.64%,3.41%,19.63%,-2.73%,2.89%,1.78%,-17.85%,-16.56%,-17.68%,-8.85%,-12.42%,-0.96%,12.44%,-8.00%,5.61%,8.76%,-5.88%,6.21%,17.13%,5.75%,14.88%,-3.84%,0.41%,-6.68%,-11.49%,2.95%,-3.07%,3.88%,-8.59%,-19.70%,27.23%,-19.94%,10.78%,19.39%,2.72%,62.34%,16.62%,8.10%
Cost of Revenue,"1,661","2,212","1,589","1,577","1,658","1,757","1,429","1,561","1,492","1,565","1,334","1,642","1,351","1,585","1,306","1,309","1,479","1,706","1,325","1,546","1,717","1,880","1,454","1,498","1,651","1,660","1,328","1,542","1,641","1,807","1,389","1,667","1,862","2,039","1,516","1,777","1,864","1,825","1,348","1,623"
Gross Profit,657,"1,011",660,"1,064","1,115","1,378",885,"1,127",786,"1,051",571,808,644,"1,006",836,945,628,"1,112",691,848,751,"1,100",862,804,827,"1,121",722,828,761,"1,082",485,236,"1,194",274,560,495,"1,275","1,930","1,073",833
Other Operating Expenses,292,306,295,318,308,330,317,313,254,224,224,231,797,828,641,252,265,280,280,294,250,314,702,314,320,324,315,195,328,341,779,"2,441",292,326,264,322,311,282,279,282
Operating Expenses,292,306,295,318,308,330,317,313,254,224,224,231,797,828,641,252,265,280,280,294,250,314,702,314,320,324,315,195,328,341,779,"2,441",292,326,264,322,311,282,279,282
Operating Income,365,705,365,746,807,"1,048",568,814,532,827,347,577,-153,178,195,693,363,832,411,554,501,786,160,490,507,797,407,633,433,741,-294,"-2,205",902,-52,296,173,964,"1,648",794,551
Interest Expense / Income,99,97,94,100,98,98,97,96,102,92,97,99,97,98,91,100,102,103,111,127,135,133,137,147,152,153,151,149,147,146,147,144,134,137,150,163,178,180,185,185
Other Expense / Income,-38,-38,-53,-59,-72,-34,-60,-6,-11,-19,-28,-37,-1,-63,-64,-54,-49,-31,-66,-102,166,-196,-110,-90,-180,152,-304,-212,-267,-170,-202,-103,137,-35,48,-45,-217,-117,-135,301
Pretax Income,304,646,324,705,781,984,531,724,441,754,278,515,-249,143,168,647,310,760,366,529,200,849,133,433,535,492,560,696,553,765,-239,"-2,246",631,-154,98,55,"1,003","1,585",744,65
