,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Revenue,238.09,282.54,333.07,388.67,470.93,582.38,627.92,844.45,"1,208","1,794"
Revenue Growth (YoY),11.35%,18.67%,17.89%,16.69%,21.17%,23.67%,7.82%,34.48%,43.03%,48.55%
Cost of Revenue,110.19,129.92,152.9,177.79,212.65,259.71,281.6,378.5,522.34,745.6
Gross Profit,127.9,152.62,180.17,210.87,258.28,322.67,346.33,465.95,685.46,"1,049"
"Selling, General & Admin",54.62,66.76,72.31,83.01,97.26,113.8,133.54,161.67,226.19,273.6
Research & Development,49.73,58.59,65.79,73.64,82.36,93.46,107.76,137.6,190.63,240.17
Other Operating Expenses,-0.37,-8.03,1,-0.23,1.24,1.92,2.46,7.8,6.23,8
Operating Expenses,103.99,117.32,139.1,156.43,180.86,209.18,243.76,307.07,423.04,521.77
Operating Income,23.92,35.3,41.07,54.45,77.42,113.49,102.56,158.88,262.42,526.79
Other Expense / Income,-0.09,-1.09,-1.42,-2.82,-5.52,-4.99,-10.56,-10.46,-9.8,1.85
Pretax Income,24.01,36.39,42.49,57.26,82.94,118.48,113.12,169.34,272.22,524.94
Income Tax,1.11,0.9,7.32,4.54,17.74,13.21,4.28,4.97,30.2,87.27
Net Income,22.9,35.5,35.17,52.72,65.2,105.27,108.84,164.38,242.02,437.67
Net Income Growth,45.33%,55.01%,-0.91%,49.89%,23.68%,61.45%,3.39%,51.03%,47.24%,80.84%
Shares Outstanding (Basic),37,39,39,40,41,42,43,45,46,47
Shares Outstanding (Diluted),39,40,41,42,44,45,46,47,48,48
Shares Change,6.55%,3.04%,2.70%,2.56%,3.97%,2.35%,2.60%,2.73%,1.86%,0.98%
EPS (Basic),0.61,0.92,0.89,1.30,1.58,2.49,2.52,3.67,5.28,9.37
EPS (Diluted),0.59,0.89,0.86,1.26,1.50,2.36,2.38,3.50,5.05,9.05
EPS Growth,37.21%,50.85%,-3.37%,46.51%,19.05%,57.33%,0.85%,47.06%,44.29%,79.21%
Free Cash Flow,45.01,64.62,54.05,70.67,68.05,118.93,129.77,212.19,225.59,187.83
Free Cash Flow Per Share,1.20,1.67,1.37,1.75,1.65,2.81,3.01,4.73,4.92,4.02
Dividend Per Share,-,0.450,0.800,0.800,0.800,1.200,1.600,2.000,2.400,3.000
Dividend Growth,-,-,77.78%,0%,0%,50.00%,33.33%,25.00%,20.00%,25.00%
Gross Margin,53.72%,54.02%,54.09%,54.26%,54.85%,55.40%,55.15%,55.18%,56.75%,58.44%
Operating Margin,10.04%,12.49%,12.33%,14.01%,16.44%,19.49%,16.33%,18.81%,21.73%,29.36%
Profit Margin,9.62%,12.56%,10.56%,13.56%,13.85%,18.08%,17.33%,19.47%,20.04%,24.39%
Free Cash Flow Margin,18.90%,22.87%,16.23%,18.18%,14.45%,20.42%,20.67%,25.13%,18.68%,10.47%
Effective Tax Rate,4.62%,2.46%,17.22%,7.94%,21.39%,11.15%,3.78%,2.93%,11.09%,16.62%
EBITDA,36.17,49.52,56.27,71.94,99.05,130.79,127.99,188.53,300.92,562.05
EBITDA Margin,15.19%,17.53%,16.90%,18.51%,21.03%,22.46%,20.38%,22.33%,24.91%,31.33%
Depreciation & Amortization,12.16,13.13,13.78,14.67,16.1,12.31,14.87,19.19,28.7,37.11
EBIT,24.01,36.39,42.49,57.26,82.94,118.48,113.12,169.34,272.22,524.94
EBIT Margin,10.08%,12.88%,12.76%,14.73%,17.61%,20.34%,18.02%,20.05%,22.54%,29.26%
