,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Current
Market Capitalization,"1,324","1,927","2,518","3,332","4,665","4,930","7,733","16,516","22,739","16,599","35,000"
Market Cap Growth,67.54%,45.53%,30.65%,32.36%,39.98%,5.69%,56.84%,113.58%,37.68%,-27.00%,-
Enterprise Value,"1,098","1,688","2,283","3,064","4,366","4,553","7,278","15,921","22,014","15,861","33,957"
PE Ratio,57.83,54.29,71.58,63.21,71.54,46.84,71.05,100.48,93.95,37.93,79.14
PS Ratio,5.56,6.82,7.56,8.57,9.91,8.47,12.32,19.56,18.83,9.25,19.16
PB Ratio,4.10,5.56,6.83,7.73,8.94,7.70,10.00,17.09,18.28,9.95,18.00
P/FCF Ratio,29.42,29.82,46.58,47.15,68.55,41.46,59.59,77.83,100.80,88.37,72.84
P/OCF Ratio,21.82,26.00,36.10,30.92,34.86,34.86,35.75,61.67,71.06,67.29,65.16
EV/Sales Ratio,4.61,5.98,6.85,7.88,9.27,7.82,11.59,18.85,18.23,8.84,18.59
EV/EBITDA Ratio,30.36,34.10,40.57,42.59,44.08,34.81,56.86,84.45,73.16,28.22,60.02
EV/EBIT Ratio,45.73,46.40,53.72,53.51,52.63,38.43,64.34,94.02,80.87,30.22,64.43
EV/FCF Ratio,24.39,26.13,42.23,43.36,64.15,38.29,56.08,75.03,97.58,84.44,70.67
Quick Ratio,6.50,7.17,6.14,5.72,5.11,5.38,5.17,4.50,3.66,3.50,4.91
Current Ratio,7.59,8.35,7.67,7.24,6.81,7.22,6.67,5.73,4.96,5.36,6.94
Asset Turnover,0.70,0.73,0.79,0.81,0.80,0.78,0.70,0.76,0.84,0.96,0.83
Return on Equity (ROE),7.60%,10.50%,9.90%,13.00%,13.40%,17.60%,15.10%,18.60%,21.40%,29.40%,24.90%
Return on Assets (ROA),6.70%,9.10%,8.40%,11.00%,11.00%,14.20%,12.10%,14.80%,16.80%,23.40%,20.40%
Return on Capital (ROIC),7.05%,9.94%,9.23%,11.63%,11.66%,15.75%,12.76%,15.96%,18.75%,26.32%,22.33%
Earnings Yield,1.73%,1.84%,1.40%,1.58%,1.40%,2.14%,1.41%,1.00%,1.06%,2.64%,1.28%
FCF Yield,3.40%,3.35%,2.15%,2.12%,1.46%,2.41%,1.68%,1.28%,0.99%,1.13%,1.37%
Dividend Yield,0.00%,0.90%,1.30%,1.00%,0.70%,1.00%,0.90%,0.50%,0.50%,0.80%,0.68%
Payout Ratio,0.00%,48.90%,89.90%,61.50%,50.60%,48.20%,63.50%,54.50%,45.50%,32.00%,54.17%
Buyback Yield / Dilution,-6.55%,-3.04%,-2.70%,-2.56%,-3.97%,-2.35%,-2.60%,-2.73%,-1.86%,-0.98%,-0.92%
Total Shareholder Return,-6.55%,-2.14%,-1.40%,-1.56%,-3.27%,-1.35%,-1.70%,-2.23%,-1.36%,-0.18%,-0.23%
