,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"8,503","5,997","6,828","8,618","6,642","7,770","8,839","12,108","7,413","12,004","12,384"
Market Cap Growth,-18.94%,-29.47%,13.86%,26.22%,-22.93%,16.99%,13.76%,36.98%,-38.78%,61.94%,-
Enterprise Value,"11,396","10,580","10,868","9,945","7,355","8,717","9,597","12,908","9,650",-,"14,202"
PE Ratio,38.15,12.78,13.07,12.93,19.12,21.85,24.65,21.90,15.41,19.27,20.03
PS Ratio,1.21,0.93,1.40,1.75,2.24,2.63,2.93,3.22,1.80,2.92,3.02
PB Ratio,1.82,1.32,1.60,1.71,3.62,3.98,4.20,5.00,2.74,0,3.85
P/FCF Ratio,9.68,9.91,9.18,15.69,16.99,26.38,17.28,21.90,26.65,22.03,23.97
P/OCF Ratio,8.43,8.11,7.93,13.90,15.13,22.01,15.41,19.75,20.40,19.34,20.87
EV/Sales Ratio,1.62,1.64,2.22,2.01,2.48,2.95,3.18,3.43,2.34,-,3.46
EV/EBITDA Ratio,10.19,10.63,12.27,11.50,14.11,16.91,18.07,18.04,13.43,-,17.12
EV/EBIT Ratio,13.16,14.40,15.42,14.58,16.84,20.02,21.04,20.24,15.76,-,20.05
EV/FCF Ratio,12.97,17.49,14.62,18.11,18.82,29.60,18.77,23.34,34.70,-,27.49
Debt / Equity Ratio,0.64,1.03,1.01,0.32,0.43,0.54,0.41,0.38,0.87,0,0.62
Debt / EBITDA Ratio,2.28,3.02,5.32,4.95,2.76,1.53,1.94,1.17,1.24,3.17,2.40
Debt / FCF Ratio,2.91,4.97,6.33,7.79,3.69,2.67,2.01,1.52,3.22,4.31,3.85
Quick Ratio,0.81,0.87,0.68,0.79,0.69,0.78,0.58,0.60,0.60,0,0.77
Current Ratio,1.78,1.87,1.82,1.46,1.27,1.42,1.26,1.24,1.47,0,1.65
Asset Turnover,0.66,0.52,0.42,0.57,0.78,0.71,0.72,0.79,0.64,0,0.63
Interest Coverage,12.61,7.13,5.00,7.80,13.40,14.37,19.31,50.95,9.63,6.25,6.28
Return on Equity (ROE),3.58%,10.04%,11.47%,15.67%,6.90%,19.37%,18.35%,26.25%,19.86%,23.00%,19.36%
Return on Assets (ROA),1.90%,4.40%,4.21%,5.78%,4.02%,9.34%,8.66%,13.18%,10.12%,9.66%,9.49%
Return on Capital (ROIC),7.60%,7.29%,6.09%,7.83%,5.71%,14.63%,12.78%,19.18%,15.75%,14.72%,14.29%
Earnings Yield,2.62%,7.82%,7.65%,7.73%,5.23%,4.58%,4.06%,4.57%,6.49%,5.19%,5.03%
FCF Yield,10.34%,10.09%,10.89%,6.37%,5.89%,3.79%,5.79%,4.57%,3.75%,4.54%,4.17%
Dividend Yield,2.49%,3.86%,3.57%,2.92%,2.82%,1.58%,1.44%,1.10%,1.87%,1.21%,1.23%
Payout Ratio,94.84%,49.39%,46.65%,37.76%,53.89%,34.50%,35.44%,24.05%,28.82%,23.31%,24.60%
Buyback Yield / Dilution,5.33%,5.73%,-0.27%,-0.33%,3.48%,3.89%,1.76%,-0.06%,1.13%,-0.42%,-0.91%
Total Shareholder Return,7.81%,9.59%,3.29%,2.59%,6.30%,5.47%,3.20%,1.04%,3.00%,0.79%,0.32%
