,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Revenue,357.76,452.25,499.02,563,642.99,714.01,738.69,931.03,"1,106","1,137"
Revenue Growth (YoY),15.19%,26.41%,10.34%,12.82%,14.21%,11.04%,3.46%,26.04%,18.75%,2.81%
Cost of Revenue,106.35,144.97,162.36,188.46,210.85,240.52,255.5,298.18,349.1,366.89
Gross Profit,251.41,307.28,336.66,374.54,432.14,473.49,483.19,632.85,756.5,769.82
"Selling, General & Admin",60.72,119.4,140.88,200.44,240.64,264.36,260.58,324.95,372.77,378.38
Research & Development,30.95,40.85,45.19,53.51,55.33,62.41,65.19,70.6,87.14,92.49
Operating Expenses,91.66,160.25,186.07,253.96,295.97,326.77,325.78,395.55,459.91,470.87
Operating Income,159.75,147.02,150.59,120.58,136.18,146.72,157.42,237.3,296.59,298.94
Interest Expense / Income,0,1.54,1.75,7.36,10.19,21.71,19.2,13.95,11.31,11.22
Other Expense / Income,-1.64,-8.68,1.36,1.26,0.04,13,-138.26,74.34,-25.06,-50.75
Pretax Income,161.39,154.16,147.48,111.96,125.95,112.02,276.48,149,310.34,338.48
Income Tax,50.44,46.43,43.01,35.88,-0.2,15.94,47.18,8.59,38.29,53.22
Net Income,110.95,107.74,104.48,76.09,126.15,96.07,229.3,140.41,272.05,285.26
Net Income Growth,-1.43%,-2.90%,-3.03%,-27.17%,65.80%,-23.84%,138.67%,-38.76%,93.75%,4.86%
Shares Outstanding (Basic),148,148,149,149,150,151,153,155,157,157
Shares Outstanding (Diluted),148,149,149,150,152,156,158,162,164,162
Shares Change,0.28%,0.61%,0.26%,0.47%,1.48%,2.20%,1.31%,2.75%,1.35%,-1.38%
EPS (Basic),0.75,0.72,0.70,0.51,0.84,0.64,1.50,0.91,1.73,1.81
EPS (Diluted),0.75,0.72,0.70,0.51,0.83,0.62,1.46,0.87,1.66,1.76
EPS Growth,-1.57%,-3.60%,-3.18%,-27.57%,63.31%,-25.36%,135.44%,-40.21%,90.80%,6.02%
Free Cash Flow,122.94,119.45,127.26,128.54,149.43,156.21,153.47,307.86,280.36,216.15
Free Cash Flow Per Share,0.83,0.81,0.85,0.86,1.00,1.03,1.00,1.99,1.79,1.38
Dividend Per Share,0.307,0.318,0.320,0.320,0.320,0.320,0.320,0.320,0.320,0.320
Dividend Growth,4.07%,3.58%,0.63%,0%,0%,0%,0%,0%,0%,0%
Gross Margin,70.27%,67.94%,67.46%,66.53%,67.21%,66.31%,65.41%,67.97%,68.42%,67.72%
Operating Margin,44.65%,32.51%,30.18%,21.42%,21.18%,20.55%,21.31%,25.49%,26.83%,26.30%
Profit Margin,31.01%,23.82%,20.94%,13.51%,19.62%,13.46%,31.04%,15.08%,24.61%,25.10%
Free Cash Flow Margin,34.36%,26.41%,25.50%,22.83%,23.24%,21.88%,20.78%,33.07%,25.36%,19.02%
Effective Tax Rate,31.26%,30.12%,29.16%,32.04%,-0.16%,14.23%,17.07%,5.77%,12.34%,15.72%
EBITDA,180.57,192.93,191.99,179.36,200.6,211.89,378.41,250.7,422.72,456.93
EBITDA Margin,50.47%,42.66%,38.47%,31.86%,31.20%,29.68%,51.23%,26.93%,38.23%,40.20%
Depreciation & Amortization,19.18,37.23,42.76,60.04,64.46,78.17,82.74,87.75,101.07,107.24
EBIT,161.39,155.71,149.23,119.32,136.14,133.72,295.67,162.95,321.65,349.7
EBIT Margin,45.11%,34.43%,29.90%,21.19%,21.17%,18.73%,40.03%,17.50%,29.09%,30.76%
