,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Net Income,384,309,416,328,362,346,292,366,633,311,305,501,354,290,344,999,472,686,579,421,433,760,427,530,701,29,163,562,569,674,674,684,627,474,526,631,699,535,562,623
Depreciation & Amortization,97,98,102,107,107,107,114,112,108,110,118,113,112,89,81,85,86,93,133,49,85,89,109,91,183,118,113,127,134,122,121,128,-22,109,109,106,112,117,115,115
Share-Based Compensation,18,17,26,20,20,21,29,28,22,26,37,23,25,45,24,26,23,45,35,26,21,54,30,25,23,53,24,23,23,55,24,21,20,79,28,30,28,76,35,30
Other Operating Activities,250,-93,58,123,9,14,-11,46,115,-67,-176,-154,377,91,-360,-539,-352,-574,258,123,367,-384,-318,"-1,028",439,216,"1,187",-668,"-2,405","-1,237",-365,386,681,"1,005",259,921,"1,196",570,-271,-169
Operating Cash Flow,768,340,625,590,521,503,447,567,901,395,307,498,891,530,112,586,252,265,"1,028",634,929,534,274,-363,"1,379",433,"1,519",63,"-1,644",-366,489,"1,239","1,342","1,687",958,"1,710","2,073","1,321",480,636
Operating Cash Flow Growth,-,-72.24%,-54.25%,-52.27%,-32.16%,47.94%,-28.48%,-3.90%,72.94%,-21.47%,-31.32%,-12.17%,-1.11%,34.18%,-63.52%,17.67%,-71.72%,-50.00%,817.86%,8.19%,268.65%,101.51%,-73.35%,-,48.44%,-18.91%,454.38%,-,-,-,-67.81%,1866.67%,-,-,95.91%,38.01%,54.47%,-21.70%,-49.90%,-62.81%
Capital Expenditures,-109,-60,-14,-120,-64,-49,-24,-61,-78,-76,-78,-58,-18,-52,-84,0,-55,-31,-42,8,-12,-59,-60,-51,-44,-65,-76,-139,-45,-45,-87,-53,-77,-95,-86,-137,-152,-91,-122,-84
Acquisitions,0,0,0,0,0,0,0,0,0,-43,-176,0,0,0,-12,0,-32,-20,0,0,-23,"1,210",0,0,0,0,0,0,-4,0,0,-296,-1,0,-872,1,20,0,0,0
Change in Investments,"-4,715",-572,"-2,538","-1,616","-3,954",-982,"-2,064",-990,317,"-1,065",-826,115,-639,"1,394",-287,64,-399,238,389,"-1,361","-3,205","-2,272","1,039","-1,108",574,"-14,090","-18,430","1,243",-252,"-2,259","2,888","-2,263","-5,394","-1,383","3,254","-1,571","-3,637","-2,256",530,"-6,607"
Other Investing Activities,-,-,-,-,-,-,-,-,-,-,-,-,-,-29,-80,-,-,-24,-26,-32,-,-,-26,-,-,-26,-4,-6,-8,-18,-91,-101,-171,-139,-52,-17,-5,-16,-7,-2
