,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31,2019-06-30,2019-09-30,2019-12-31,2020-03-31,2020-06-30,2020-09-30,2020-12-31,2021-03-31,2021-06-30,2021-09-30,2021-12-31,2022-03-31,2022-06-30,2022-09-30,2022-12-31,2023-03-31,2023-06-30,2023-09-30
Revenue,"1,550","1,388","1,560","1,352","1,436","1,408","1,364","1,458","1,909","1,421","1,410","1,667","1,470","1,382","1,451","2,464","1,464","1,892","1,749","1,522","1,560","2,093","1,820","1,848","2,102","1,260","1,365","1,907","1,982","2,098","2,064","2,067","2,035","1,834","1,836","2,012","2,132","2,049","2,006","2,034"
Revenue Growth (YoY),-8.98%,-11.54%,-16.84%,-13.50%,-7.35%,1.44%,-12.56%,7.84%,32.94%,0.92%,3.37%,14.33%,-23.00%,-2.74%,2.91%,47.81%,-0.41%,36.90%,20.54%,-38.23%,6.56%,10.62%,4.06%,21.42%,34.74%,-39.80%,-25.00%,3.19%,-5.71%,66.51%,51.21%,8.39%,2.67%,-12.58%,-11.05%,-2.66%,4.77%,11.72%,9.26%,1.09%
Gross Profit,"1,550","1,388","1,560","1,352","1,436","1,408","1,364","1,458","1,909","1,421","1,410","1,667","1,470","1,382","1,451","2,464","1,464","1,892","1,749","1,522","1,560","2,093","1,820","1,848","2,102","1,260","1,365","1,907","1,982","2,098","2,064","2,067","2,035","1,834","1,836","2,012","2,132","2,049","2,006","2,034"
"Selling, General & Admin",952,919,917,851,880,887,909,903,922,951,946,943,787,956,924,943,830,981,971,941,866,"1,047","1,171","1,086","1,093","1,134","1,059","1,097","1,167","1,150","1,100","1,120","1,153","1,171","1,061","1,113","1,161","1,275","1,180","1,138"
Other Operating Expenses,37,31,37,37,37,36,38,40,39,35,37,30,31,30,33,32,34,29,30,31,108,50,72,73,68,66,62,64,69,65,53,52,54,51,51,54,57,56,51,50
Operating Expenses,989,950,954,888,917,923,947,943,961,986,983,973,818,986,957,975,864,"1,010","1,001",972,974,"1,097","1,243","1,159","1,161","1,200","1,121","1,161","1,236","1,215","1,153","1,172","1,207","1,222","1,112","1,167","1,218","1,331","1,231","1,188"
Operating Income,561,438,606,464,519,485,417,515,948,435,427,694,652,396,494,"1,489",600,882,748,550,586,996,577,689,941,60,244,746,746,883,911,895,828,612,724,845,914,718,775,846
Other Expense / Income,-1,1,-,-,-,-,-6,-,-,-,-4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pretax Income,562,437,606,464,519,485,423,515,948,435,431,694,652,396,494,"1,489",600,882,748,550,586,996,577,689,941,60,244,746,746,883,911,895,828,612,724,845,914,718,775,846
Income Tax,159,119,167,124,134,124,108,134,292,109,103,178,275,91,127,475,105,181,146,114,130,221,124,140,207,14,49,165,142,189,202,191,165,118,162,192,177,160,174,186
Net Income,403,318,439,340,385,361,315,381,656,326,328,516,377,305,367,"1,014",495,701,602,436,456,775,453,549,734,46,195,581,604,694,709,704,663,494,562,653,737,558,601,660
Preferred Dividends,19,9,23,12,23,15,23,15,23,15,23,15,23,15,23,15,23,15,23,15,23,15,26,19,33,17,32,19,35,20,35,20,36,20,36,22,38,23,39,37
Net Income Common,384,309,416,328,362,346,292,366,633,311,305,501,354,290,344,999,472,686,579,421,433,760,427,530,701,29,163,562,569,674,674,684,627,474,526,631,699,535,562,623
Net Income Growth,-1.29%,-25.18%,-28.52%,-22.09%,-5.73%,11.97%,-29.81%,11.59%,74.86%,-10.12%,4.45%,36.89%,-44.08%,-6.75%,12.79%,99.40%,33.33%,136.55%,68.31%,-57.86%,-8.26%,10.79%,-26.25%,25.89%,61.89%,-96.18%,-61.83%,6.04%,-18.83%,2224.14%,313.50%,21.71%,10.19%,-29.67%,-21.96%,-7.75%,11.48%,12.87%,6.84%,-1.27%
Shares Outstanding (Basic),868,846,838,829,819,810,804,796,785,774,759,751,746,748,741,721,703,690,683,668,653,661,738,727,715,714,715,715,715,714,709,697,688,688,689,689,689,684,684,684
Shares Outstanding (Diluted),877,858,848,838,828,819,813,805,794,778,765,758,758,761,752,733,717,704,696,679,663,671,748,736,725,720,718,719,722,723,718,706,697,696,695,695,694,690,686,687
Shares Change,-5.20%,-6.05%,-5.82%,-5.61%,-5.66%,-4.58%,-4.17%,-3.97%,-4.03%,-5.00%,-5.91%,-5.86%,-4.62%,-2.18%,-1.63%,-3.24%,-5.41%,-7.45%,-7.46%,-7.38%,-7.53%,-4.75%,7.40%,8.38%,9.40%,7.41%,-4.04%,-2.34%,-0.40%,0.43%,0.07%,-1.78%,-3.42%,-3.76%,-3.24%,-1.63%,-0.46%,-0.96%,-1.21%,-1.08%
EPS (Basic),0.43,0.36,0.49,0.39,0.43,0.42,0.36,0.46,0.79,0.40,0.40,0.66,0.47,0.38,0.46,1.37,0.67,0.98,0.84,0.62,0.66,1.14,0.57,0.72,0.98,0.04,0.23,0.78,0.79,0.94,0.95,0.98,0.91,0.69,0.76,0.91,1.01,0.78,0.82,0.91
EPS (Diluted),0.44,0.36,0.49,0.39,0.43,0.42,0.36,0.45,0.79,0.40,0.39,0.65,0.47,0.38,0.45,1.35,0.65,0.96,0.82,0.61,0.65,1.12,0.57,0.71,0.96,0.04,0.23,0.78,0.79,0.93,0.94,0.97,0.90,0.68,0.76,0.91,1.01,0.78,0.82,0.91
EPS Growth,2.33%,-21.74%,-24.62%,-17.02%,-2.27%,16.67%,-26.53%,15.38%,83.72%,-4.76%,8.33%,44.44%,-40.51%,-5.00%,15.38%,107.69%,38.30%,152.63%,82.22%,-54.81%,0%,16.67%,-30.49%,16.39%,47.69%,-96.43%,-59.65%,9.86%,-17.71%,2225.00%,308.70%,24.36%,13.92%,-26.88%,-19.15%,-6.19%,12.22%,14.71%,7.89%,0%
Free Cash Flow,659,280,611,470,457,454,423,506,823,319,229,440,873,478,28,586,197,234,986,642,917,475,214,-414,"1,335",368,"1,443",-76,"-1,689",-411,402,"1,186","1,265","1,592",872,"1,573","1,921","1,230",358,552
Free Cash Flow Per Share,0.76,0.33,0.73,0.57,0.56,0.56,0.53,0.64,1.05,0.41,0.30,0.59,1.17,0.64,0.04,0.81,0.28,0.34,1.44,0.96,1.41,0.72,0.29,-0.57,1.87,0.52,2.02,-0.11,-2.36,-0.57,0.57,1.70,1.84,2.32,1.27,2.28,2.79,1.80,0.52,0.81
Dividend Per Share,0.120,0.120,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.130,0.140,0.140,0.140,0.160,0.160,0.160,0.180,0.180,0.220,0.220,0.240,0.240,0.240,0.270,0.270,-,0.540,0.270,0.270,0.300,0.300,0.300,0.300,0.330,0.330,0.330,0.330,0.350
Dividend Growth,20.00%,9.09%,8.33%,8.33%,8.33%,8.33%,0%,0%,0%,0%,0%,0%,7.69%,7.69%,7.69%,23.08%,14.29%,14.29%,28.57%,12.50%,37.50%,37.50%,33.33%,33.33%,9.09%,22.73%,12.50%,-,125.00%,0%,0%,-,-44.44%,11.11%,11.11%,10.00%,10.00%,10.00%,10.00%,6.06%
Gross Margin,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%,100.00%
Operating Margin,36.19%,31.56%,38.85%,34.32%,36.14%,34.45%,30.57%,35.32%,49.66%,30.61%,30.28%,41.63%,44.35%,28.65%,34.05%,60.43%,40.98%,46.62%,42.77%,36.14%,37.56%,47.59%,31.70%,37.28%,44.77%,4.76%,17.88%,39.12%,37.64%,42.09%,44.14%,43.30%,40.69%,33.37%,39.43%,42.00%,42.87%,35.04%,38.63%,41.59%
Profit Margin,24.77%,22.26%,26.67%,24.26%,25.21%,24.57%,21.41%,25.10%,33.16%,21.89%,21.63%,30.05%,24.08%,20.98%,23.71%,40.54%,32.24%,36.26%,33.10%,27.66%,27.76%,36.31%,23.46%,28.68%,33.35%,2.30%,11.94%,29.47%,28.71%,32.13%,32.66%,33.09%,30.81%,25.85%,28.65%,31.36%,32.79%,26.11%,28.02%,30.63%
Free Cash Flow Margin,42.52%,20.17%,39.17%,34.76%,31.82%,32.24%,31.01%,34.71%,43.11%,22.45%,16.24%,26.39%,59.39%,34.59%,1.93%,23.78%,13.46%,12.37%,56.38%,42.18%,58.78%,22.69%,11.76%,-22.40%,63.51%,29.21%,105.71%,-3.99%,-85.22%,-19.59%,19.48%,57.38%,62.16%,86.80%,47.49%,78.18%,90.10%,60.03%,17.85%,27.14%
Effective Tax Rate,28.29%,27.23%,27.56%,26.72%,25.82%,25.57%,25.53%,26.02%,30.80%,25.06%,23.90%,25.65%,42.18%,22.98%,25.71%,31.90%,17.50%,20.52%,19.52%,20.73%,22.18%,22.19%,21.49%,20.32%,22.00%,23.33%,20.08%,22.12%,19.03%,21.40%,22.17%,21.34%,19.93%,19.28%,22.38%,22.72%,19.37%,22.28%,22.45%,21.99%
EBITDA,659,535,708,571,626,592,537,627,"1,056",545,549,807,764,485,575,"1,574",686,975,881,599,671,"1,085",686,780,"1,124",178,357,873,880,"1,005","1,032","1,023",806,721,833,951,"1,026",835,890,961
EBITDA Margin,42.52%,38.54%,45.38%,42.23%,43.59%,42.05%,39.37%,43.00%,55.32%,38.35%,38.94%,48.41%,51.97%,35.09%,39.63%,63.88%,46.86%,51.53%,50.37%,39.36%,43.01%,51.84%,37.69%,42.21%,53.47%,14.13%,26.15%,45.78%,44.40%,47.90%,50.00%,49.49%,39.61%,39.31%,45.37%,47.27%,48.12%,40.75%,44.37%,47.25%
