,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Current
Market Capitalization,"6,232","15,547","11,728","12,101","18,414","21,742","24,688","38,864","49,728","76,451","115,529"
Market Cap Growth,79.02%,149.44%,-24.56%,3.18%,52.18%,18.07%,13.55%,57.42%,27.95%,53.74%,-
Enterprise Value,"5,927","15,245","10,943","11,250","16,931","20,369","24,360","39,502","49,935","75,943","113,412"
PE Ratio,-27.52,-118.40,-60.86,-59.61,-150.69,-265.47,-92.46,-77.90,-186.25,173.87,207.01
PS Ratio,10.42,16.75,8.51,6.90,8.10,7.50,7.24,9.13,9.04,11.09,16.03
PB Ratio,13.30,31.86,13.11,15.93,15.87,13.71,22.41,61.25,236.80,43.73,53.23
P/FCF Ratio,119.17,48.74,20.01,17.15,19.88,23.52,30.06,28.02,27.75,29.06,39.52
P/OCF Ratio,70.50,44.07,17.81,13.93,17.74,20.60,23.84,25.86,25.06,27.53,37.67
EV/Sales Ratio,9.91,16.43,7.94,6.41,7.45,7.02,7.15,9.28,9.08,11.02,15.74
EV/EBITDA Ratio,-29.50,-215.62,-103.14,-117.43,817.93,124.89,220.66,12344.42,317.65,82.05,97.45
EV/EBIT Ratio,-26.90,-153.06,-73.49,-72.30,-223.66,2190.22,-170.23,-130.93,-277.73,127.96,135.37
EV/FCF Ratio,113.32,47.79,18.67,15.95,18.28,22.03,29.66,28.48,27.87,28.86,38.80
Debt / Equity Ratio,1.00,1.00,0.56,0.69,1.65,0.90,3.10,5.58,18.82,1.30,1.02
Debt / EBITDA Ratio,-2.32,-6.89,-4.71,-5.48,92.76,8.77,30.98,1106.06,25.15,2.45,1.91
Debt / FCF Ratio,8.93,1.53,0.85,0.74,2.07,1.55,4.16,2.55,2.21,0.86,0.76
Quick Ratio,2.61,0.97,1.93,1.50,1.84,1.65,1.78,0.81,0.71,0.68,0.77
Current Ratio,2.75,1.04,2.10,1.65,1.97,1.79,1.91,0.91,0.77,0.78,0.86
Asset Turnover,0.65,0.53,0.56,0.55,0.54,0.48,0.46,0.45,0.50,0.51,0.51
Interest Coverage,-115.95,-4.47,-6.36,-6.35,-2.56,0.11,-1.61,-1.85,-6.56,21.82,35.96
Return on Equity (ROE),-68.90%,-26.90%,-28.60%,-24.60%,-15.40%,-6.10%,-21.50%,-58.40%,-90.20%,41.70%,41.80%
Return on Assets (ROA),-24.60%,-7.50%,-7.90%,-6.30%,-2.90%,-1.30%,-3.60%,-5.20%,-2.40%,3.20%,4.30%
Return on Capital (ROIC),-23.02%,-10.24%,-11.28%,-12.91%,-3.38%,-1.79%,-3.96%,-7.29%,-4.54%,7.48%,10.08%
Earnings Yield,-3.63%,-0.84%,-1.64%,-1.68%,-0.66%,-0.38%,-1.08%,-1.28%,-0.54%,0.58%,0.53%
FCF Yield,0.84%,2.05%,5.00%,5.83%,5.03%,4.25%,3.33%,3.57%,3.60%,3.44%,2.53%
Buyback Yield / Dilution,-8.18%,-9.83%,-6.74%,-4.02%,-1.21%,-3.05%,-2.54%,0.55%,-2.25%,-15.80%,-3.37%
Total Shareholder Return,-8.18%,-9.83%,-6.74%,-4.02%,-1.21%,-3.05%,-2.54%,0.55%,-2.25%,-15.80%,-3.37%
